word,small
seram,0.19
serius,0.31
sesat,0.25
setan,0.13
sia-sia,0.02
sial,0.08
silap,0.17
sindiran,0.25
sinis,0.21
sintetik,0.06
sisa,0.13
sistematik,0.13
sombong,0.3
someng,0.06
sontok,0.13
spastik,0.06
stabil,0.21
steril,0.21
sugul,0.03
sukar,0.09
sulit,0.07
sumir,0.13
sundal,0.13
sungkawa,0.06
suram,0.05
susah,0.07
syaitan,0.13
tahan,0.25
tahan lasak,0.17
tajam,0.3
takut,0.03
tamak,0.19
tangan panas,0.13
tangan terbuka,0.13
tegar,0.03
teguh,0.27
telanjang,0.28
teledor,0.25
tentatif,0.25
terala,0.25
terang-terangan,0.25
terbuka,0.21
terburu-buru,0.04
terdedah,0.02
terdekat,0.13
terdesak,0.06
tergesa-gesa,0.13
terista,0.13
terjaga,0.13
terjamin,0.13
terkelepai,0.06
terkelepek,0.06
terkenal,0.25
terkulai,0.06
terkutuk,0.24
terlalu,0.13
terlampau,0.06
terlindung,0.13
terpaksa,0.13
terpaku,0.25
terpelihara,0.25
terputus-putus,0.13
tersembunyi,0.28
tertekan,0.13
teruk,0.04
tetap,0.18
tiruan,0.02
tohor,0.17
tolol,0.31
tulen,0.19
ugahari,0.25
ulet,0.19
umum,0.33
usang,0.06
utopia,0.38
utopis,0.38
uzur,0.06
walang hati,0.13
wujud,0.13
zalim,0.2
