word,big
bersahaja,-0.43
bersalah,-0.58
bersandar,-0.75
bersara,-0.63
bersebab,-0.5
bersedih,-0.75
berselekeh,-0.75
berselerak,-0.5
bersempuras,-0.75
bersendi,-0.63
bersendu,-0.75
berserabut,-0.5
berseteru,-0.63
bersia-sia,-0.63
bersistem,-0.5
bersungut,-0.5
bersungut-sungut,-0.63
bertakung,-0.63
bertelanjang,-0.63
bertentangan,-0.48
bertualang,-0.75
berudu,-0.63
berurat,-0.5
besar kepala,-0.75
biasa,-0.42
bimbang,-0.69
binal,-0.63
binasa,-0.63
bingit,-0.75
bingung,-0.56
bisa,-0.63
bisu,-0.5
bobrok,-0.5
bodoh,-0.42
bogel,-0.53
bohong,-0.75
bolak,-0.75
boleh jadi,-0.38
bolong,-0.5
bongak,-0.75
bongkak,-0.5
bongkok,-0.56
bongok,-0.38
bonyok,-0.75
bonyor,-0.75
brengsek,-0.63
buas,-0.63
buatan,-0.81
bujang,-0.75
buka,-0.75
bukan-bukan,-0.5
bukat,-0.75
bulan gelap,-0.75
bulus,-0.63
bumpet,-0.75
buntu,-0.75
bureng,-0.63
buruk,-0.71
busuk,-0.7
buta hati,-0.5
buta warna,-0.75
cabuk,-0.75
cabul,-0.56
cacat,-0.56
cair,-0.63
calang,-0.63
canggung,-0.6
capik,-0.5
cedera,-0.69
cekel,-0.63
celaka,-0.78
celekeh,-0.75
celomok,-0.75
cemar,-0.81
cemas,-0.81
cemas hati,-0.5
cemomot,-0.75
cengeng,-0.5
cerewet,-0.38
cetek,-0.38
cialat,-0.88
comot,-0.69
cuak,-0.5
cukup,-0.69
cupai,-0.5
cupet,-0.88
curang,-0.63
curiga,-0.63
dablek,-0.63
dahsyat,-0.71
daif,-0.69
daim,-0.5
dakar,-0.38
dangkal,-0.31
darurat,-0.5
dedar,-0.5
degil,-0.69
delinkuen,-0.5
demam,-0.33
dengki,-0.5
dependen,-0.75
derana,-0.38
destruktif,-0.63
di bawah umur,-0.75
diabetes,-0.63
diam,-0.66
dingin,-0.7
dingin hati,-0.88
dogel,-0.75
dogol,-0.75
dongkol,-0.88
dongok,-0.75
dukacita,-0.79
dungu,-0.38
duniawi,-0.56
duratif,-0.63
durhaka,-0.88
durjana,-0.66
dursila,-0.75
dusta,-0.75
eksentrik,-0.5
eksklusif,-0.75
enap,-0.63
enggan,-0.63
falsafah,-0.5
fanatik,-0.5
fantasi,-0.75
fitnah,-0.88
fobia,-0.63
gaduh,-0.75
gaduk,-0.75
gagal,-0.54
gaib,-0.56
galaba,-0.75
galabah,-0.75
galib,-0.63
galir,-0.56
ganar,-0.75
ganas,-0.53
ganyar,-0.75
garang,-0.46
garau,-0.67
garuk,-0.56
gatal,-0.63
gayal,-0.75
gayat,-0.75
geblek,-0.75
gegabah,-0.75
gelabah,-0.63
gelap,-0.69
gelebah,-0.79
geletis,-0.63
gelisah,-0.69
gelojoh,-0.63
geman,-0.5
gemang,-0.5
geming,-0.63
gempar,-0.75
gemuruh,-0.63
genap,-0.75
gendeng,-0.75
gentar,-0.5
genting,-0.34
geram,-0.88
gering,-0.75
gersang,-0.88
geruh,-0.75
gerun,-0.5
getas,-0.38
getir,-0.38
getis,-0.63
getun,-0.63
gigih,-0.47
gila,-0.44
gila-gila,-0.5
gobar,-0.81
goblok,-0.75
goncang,-0.5
gondol,-0.63
gopoh,-0.63
goyah,-0.53
goyang,-0.5
gundah,-0.75
gundul,-0.63
gurat batu,-0.53
gusar,-0.69
habis,-0.54
halia,-0.5
halimunan,-0.63
hambar,-0.5
hamik,-0.75
hampa,-0.5
hancur,-0.63
haram,-0.56
harus,-0.38
hasai,-0.63
heboh,-0.5
helat,-0.63
heterogen,-0.63
hijau,-0.69
hilang,-0.69
hilang lenyap,-0.63
hilap,-0.63
hina,-0.65
hipokrit,-0.5
hitam,-0.63
hollywood,-0.75
huru-hara,-0.75
hutan,-0.75
iblis,-0.88
imitatif,-0.53
impersonal,-0.63
impoten,-0.5
individualis,-0.5
inferior,-0.71
ingkar,-0.63
inkonvensional,-0.63
insaf,-0.38
internasional,-0.5
jahat,-0.68
jahil,-0.42
jahiliah,-0.63
jahul,-0.75
jalang,-0.75
jamak,-0.5
janggal,-0.5
jangla,-0.75
jarang,-0.75
jati,-0.63
jelata,-0.5
jelek,-0.88
jendala,-0.75
jentaka,-0.88
jeri,-0.5
jerih,-0.5
jijik,-0.75
jinak,-0.38
jiwa,-0.5
jongkok,-0.75
jorok,-0.63
julung,-0.5
junior,-0.75
kabur,-0.75
kacau,-0.75
kafi,-0.75
kafir,-0.63
kaku,-0.54
kalah,-0.5
kalang kabut,-0.75
kalap,-0.5
kalis air,-0.63
kalut,-0.56
kamal,-0.44
kapiran,-0.5
karim,-0.63
karut,-0.38
kasar,-0.5
kasihan,-0.75
katek,-0.75
kaya hati,-0.63
kebal,-0.63
kebanyakan,-0.5
kebas,-0.63
keberatan,-0.63
kebingungan,-0.58
kebuluran,-0.63
kecewa,-0.63
kecil,-0.63
kecut,-0.31
kecut hati,-0.5
kedap air,-0.75
kedap udara,-0.75
keder,-0.5
keduniaan,-0.58
kegila-gilaan,-0.46
kehangusan hati,-0.5
kejahatan,-0.88
kejam,-0.63
kejang,-0.5
keji,-0.64
kejut,-0.5
kekal,-0.58
kekok,-0.46
kekurangan,-0.56
kelam,-0.7
keliru,-0.63
kembang,-0.75
kencang,-0.69
kencing manis,-0.63
kendur,-0.56
kepala batu,-0.63
kepalang,-0.88
kepedihan,-0.88
keras,-0.71
keras hati,-0.69
keras kepala,-0.66
kerih,-0.75
kering,-0.75
kersang,-0.88
keruan,-0.5
keruh,-0.88
kesakitan,-0.75
kesal,-0.63
kesat,-0.76
keseorangan,-0.31
kesepian,-0.75
kesesatan,-0.75
keterlaluan,-0.69
kharab,-0.5
khayali,-0.75
khilaf,-0.75
kikir,-0.44
kilan,-0.88
kira-kira,-0.75
kizib,-0.75
kodi,-0.76
kohong,-0.75
kokoh,-0.5
kolot,-0.46
koman,-0.78
komersial,-0.75
komparatif,-0.5
kompleks,-0.38
konservatif,-0.5
kontinu,-0.5
korporat,-0.5
korup,-0.56
kosong,-0.46
kotor,-0.59
koyak,-0.75
kubra,-0.5
kukuh,-0.48
kumal,-0.75
kumuh,-0.75
kuno,-0.63
kupak,-0.75
kurang,-0.66
kusut,-0.75
kuyu,-0.81
labak,-0.5
ladah,-0.75
lahap,-0.5
lahip,-0.5
lahir,-0.63
lahir mati,-0.5
lahiriah,-0.63
lain,-0.63
lali,-0.58
lama,-0.63
lambat,-0.75
lambat-lambat,-0.75
lancung,-0.65
landai,-0.63
langgas,-0.75
langis,-0.5
langlai,-0.5
langu,-0.63
lantang,-0.38
lapang,-0.42
lapuk,-0.67
lara,-0.75
larat,-0.75
layu,-0.5
layuh,-0.63
lebih kurang,-0.75
ledakan,-0.5
lega,-0.5
lemah,-0.4
lemah semangat,-0.88
lembab,-0.5
lembap,-0.67
lembik,-0.5
lengah,-0.63
lengai,-0.63
lengang,-0.75
lengkara,-0.75
lepas,-0.63
lesa,-0.5
leta,-0.58
letih lesu,-0.56
letupan,-0.5
lewat,-0.75
liar,-0.75
liat,-0.63
licin,-0.46
lidas,-0.75
limunan,-0.63
lintuh,-0.5
lokos,-0.63
lompong,-0.75
longgar,-0.42
lowong,-0.5
loya,-0.5
luar biasa,-0.45
luar nikah,-0.5
lucah,-0.53
lugas,-0.63
luhung,-0.63
luka,-0.69
lumpuh,-0.5
lumrah,-0.5
lumus,-0.75
mabuk laut,-0.5
majal,-0.5
majir,-0.75
malang,-0.84
malap,-0.67
malaria,-0.5
malu,-0.42
mamang,-0.75
mampus,-0.75
mandiri,-0.63
mandul,-0.5
mangkar,-0.63
mangkat,-0.75
mantap,-0.41
marah,-0.59
masam,-0.63
masgul,-0.75
masin,-0.75
mati,-0.64
mati pucuk,-0.5
maung,-0.88
medit,-0.63
melaknatkan,-0.75
melampau,-0.58
melarat,-0.78
melawan,-0.63
melebihi,-0.5
melegakan,-0.5
melekat,-0.5
melelahkan,-0.63
melengas,-0.75
melengking,-0.5
meleset,-0.5
meletihkan,-0.63
meleyot,-0.63
melonjak-lonjak,-0.63
meluat,-0.63
memalukan,-0.56
membahayakan,-0.69
membawa maut,-0.5
membebaskan,-0.5
memberang,-0.63
membimbangkan,-0.71
membinasakan,-0.63
membingungkan,-0.5
memecahbelahkan,-0.5
memenatkan,-0.63
memeranjatkan,-0.53
memerihkan,-0.5
memperdaya,-0.54
memuakkan,-0.5
memualkan,-0.67
memusnahkan,-0.63
menahan diri,-0.63
menakutkan,-0.52
menawarkan hati,-0.63
mencemaskan,-0.63
mencla-mencle,-0.75
mencukupi,-0.75
mencurigakan,-0.75
mendadak,-0.5
mendebarkan,-0.5
menderita,-0.63
mendung,-0.5
menentang,-0.42
mengacau,-0.63
mengaibkan,-0.5
menganggur,-0.75
mengarut,-0.5
mengejek,-0.69
mengejut,-0.5
mengejutkan,-0.59
mengelirukan,-0.65
mengeluh,-0.75
mengereng,-0.5
mengerikan,-0.65
mengganas,-0.5
mengganggu,-0.63
menggelembung,-0.63
menggerinyau,-0.63
menggerunkan,-0.46
menggigit,-0.5
menggila,-0.5
menghasut,-0.31
menghijau,-0.5
menghina,-0.88
mengikat,-0.75
mengkhawatirkan,-0.5
mengomel,-0.63
mengot,-0.63
mengotorkan,-0.75
menipu,-0.75
menjadi-jadi,-0.63
menjelekkan,-0.5
menjemukan,-0.63
menjengkelkan,-0.65
menjerihkan,-0.5
menjijikkan,-0.71
menolak,-0.88
menor,-0.5
mentah,-0.66
mental,-0.5
menusuk,-0.63
menyakitkan,-0.75
menyakitkan mata,-0.63
menyampah,-0.75
menyampai,-0.75
menyayat hati,-0.63
menyayukan,-0.75
menyedihkan,-0.76
menyengit,-0.44
menyengsarakan,-0.75
menyeramkan,-0.66
menyesal,-0.69
menyindir,-0.63
menyinggung,-0.63
menyusahkan,-0.75
meradang,-0.5
merana,-0.75
merangah,-0.75
merendah,-0.75
merendahkan,-0.63
merendahkan diri,-0.75
merengus,-0.67
merisaukan,-0.67
mersik,-0.5
merugikan,-0.46
merusak,-0.63
merusuh,-0.75
mesum,-0.53
metrik,-0.5
metris,-0.5
miang,-0.63
miskin,-0.78
misterius,-0.5
moderat,-0.63
modular,-0.5
mua,-0.63
mual,-0.5
mubazir,-0.63
mubut,-0.63
muda,-0.59
mudah tersinggung,-0.63
mudarat,-0.46
muktamad,-0.34
muluk-muluk,-0.63
mulut kotor,-0.88
mumet,-0.75
murahan,-0.88
muram,-0.72
murka,-0.5
murung,-0.73
muskil,-0.69
musnah,-0.54
mustahil,-0.42
naas,-0.75
nadir,-0.75
nafi,-0.75
nakal,-0.58
nasib malang,-0.88
negatif,-0.78
nekad,-0.42
nestapa,-0.75
netral,-0.75
neurotik,-0.63
ngeri,-0.58
nipis,-0.5
nisbi,-0.5
niskala,-0.5
norma,-0.5
nyaring,-0.33
nyenyat,-0.63
nyeri,-0.75
ofensif,-0.63
olok-olok,-0.5
ongok,-0.75
orang awam,-0.75
ordiner,-0.5
otak ayam,-0.75
otak udang,-0.75
otentik,-0.6
padam,-0.63
padat,-0.5
pagan,-0.63
pahit,-0.63
palsu,-0.73
panas,-0.38
pandak,-0.75
pandir,-0.38
parah,-0.69
paranoid,-0.75
paranormal,-0.88
parau,-0.63
patah hati,-0.69
patologi,-0.63
payah,-0.66
pecah belah,-0.75
pecak,-0.75
pedar,-0.5
pedas,-0.52
pedih,-0.53
pegal,-0.5
pegun,-0.63
pejal,-0.75
pekak,-0.63
pekat,-0.31
pelak,-0.75
pelbagai,-0.63
pelekat,-0.5
pelekuk,-0.63
pelit,-0.63
pembohong,-0.75
penakut,-0.5
pencegah,-0.63
pencegahan,-0.42
pencemaran,-0.75
pendahuluan,-0.63
pendek,-0.75
pendendam,-0.63
penderitaan,-0.69
pendiam,-0.75
pendusta,-0.75
penentang,-0.63
penentangan,-0.75
pengacau,-0.88
penganggur,-0.63
pengecut,-0.56
penggemar,-0.5
penghalau,-0.63
pening,-0.75
penyakit,-0.63
penyesalan,-0.75
perbandingan,-0.5
perca,-0.5
perdagangan,-0.75
perekat,-0.5
perengus,-0.66
perih,-0.63
perit,-0.69
perlahan-lahan,-0.75
permanen,-0.63
permukaan,-0.5
permulaan,-0.5
petah,-0.5
piatu,-0.5
picisan,-0.88
pilon,-0.75
pilu,-0.5
pincang,-0.5
pitam,-0.75
plontos,-0.5
pongah,-0.75
primitif,-0.5
psikopat,-0.63
pucat,-0.47
pudar,-0.56
punah,-0.5
punk,-0.88
puntul,-0.5
pupus,-0.5
pura-pura,-0.58
purba,-0.5
purbakala,-0.5
purnabakti,-0.75
pusung,-0.75
putik,-0.63
rabun jauh,-0.63
radang,-0.81
ragi,-0.63
rahmat,-0.63
rakus,-0.63
rampung,-0.5
rancu,-0.75
rangah,-0.75
ranggi,-0.75
rangup,-0.31
rapuh,-0.58
rawan,-0.54
reaksioner,-0.5
redam,-0.75
redup,-0.56
redut,-0.88
reja,-0.5
relatif,-0.5
remeh,-0.63
remeh-temeh,-0.63
rendah,-0.68
rendah hati,-0.75
rendahan,-0.75
rengsa,-0.5
rentik,-0.75
renyam,-0.63
reput,-0.75
resah,-0.67
ribut,-0.75
rimas,-0.75
rindu,-0.5
ringan,-0.44
ringkas,-0.58
ringkih,-0.63
ripuh,-0.75
ripuk,-0.75
risau,-0.63
risih,-0.5
ritmis,-0.5
riuh,-0.5
rodan,-0.75
rongkoh,-0.63
rongsok,-0.75
rudimen,-0.75
rumbu,-0.63
rumit,-0.44
rumpil,-0.69
runyam,-0.69
rusak,-0.75
ruwet,-0.75
sabit,-0.5
sahi,-0.5
sahih,-0.49
sakit,-0.73
sakit hati,-0.88
sakit ingatan,-0.5
salah,-0.65
sali,-0.5
samar,-0.75
samar-samar,-0.67
sambalewa,-0.5
sambil lalu,-0.63
sampingan,-0.75
sangat kejam,-0.63
sangsi,-0.63
santai,-0.63
sarau,-0.88
sarit,-0.69
saru,-0.69
sayu,-0.73
sebelah sini,-0.5
sedang,-0.63
sedat,-0.75
sedatif,-0.5
sedeng,-0.5
sederhana,-0.53
sedih,-0.68
sedu,-0.75
sedu hati,-0.75
sedunia,-0.5
segan,-0.67
segera,-0.5
sejati,-0.63
sejuk,-0.48
sekarang,-0.5
sekitar,-0.75
sekunder,-0.75
selain,-0.63
selamat,-0.41
selekeh,-0.88
selesa,-0.38
selesai,-0.5
selingkuh,-0.56
semata-mata,-0.88
sembada,-0.75
sembelit,-0.75
semberono,-0.75
sembrono,-0.53
sememeh,-0.75
sementara,-0.38
sementung,-0.75
semestinya,-0.63
sempit akal,-0.75
sempuras,-0.75
sendu,-0.81
sengit,-0.31
sengkek,-0.78
sengsara,-0.88
senjang,-0.63
sensitif,-0.69
sentiasa,-0.63
senting,-0.69
senyap,-0.63
sepele,-0.5
sepi,-0.46
serakah,-0.5
seram,-0.56
serius,-0.5
sesat,-0.31
sesat akal,-0.5
sesat pusat,-0.75
setan,-0.88
seteheng,-0.5
sewal,-0.88
sewot,-0.88
sia-sia,-0.6
sial,-0.83
silap,-0.6
simbiosis,-0.5
sindiran,-0.75
singkat tangan,-0.63
sinis,-0.6
sintetik,-0.69
sisa,-0.5
sistematik,-0.5
sistematis,-0.5
sombong,-0.45
someng,-0.69
sontok,-0.75
sontoloyo,-0.75
spastik,-0.56
spekulatif,-0.75
spontan,-0.63
stabil,-0.5
statis,-0.63
steril,-0.5
subordinat,-0.75
sudi,-0.63
sugul,-0.78
sukar,-0.59
sulah,-0.5
sulit,-0.63
sumbang,-0.75
sumir,-0.75
sundal,-0.75
sungguh,-0.5
sungguh-sungguh,-0.5
sungkawa,-0.75
superfisial,-0.5
suram,-0.7
susah,-0.64
susah hati,-0.69
susah payah,-0.88
syaitan,-0.88
syak,-0.63
syarikat,-0.5
taasub,-0.63
tahan,-0.38
tahan lasak,-0.54
tais,-0.75
tajam,-0.36
tajam mulut,-0.63
takut,-0.66
takut-takut,-0.5
tamak,-0.56
tambahan,-0.5
tandus,-0.75
tangan panas,-0.75
tangan terbuka,-0.63
tangkai kering,-0.63
tebal jangat,-0.75
tebal telinga,-0.63
tegang,-0.63
tegar,-0.66
tegar hati,-0.69
tegar tengkuk,-0.63
teguh,-0.41
teguk,-0.63
tekak,-0.63
telanjang,-0.34
teledor,-0.5
tembok kering,-0.63
tempang,-0.5
tenat,-0.63
tengak,-0.75
tengik,-0.81
tengkarap,-0.63
tentatif,-0.38
teoretis,-0.63
tepok,-0.5
terakhir,-0.63
terala,-0.63
terang-terangan,-0.47
terbahak-bahak,-0.5
terbengkalai,-0.63
terbuka,-0.5
terburai,-0.75
terburu-buru,-0.58
tercedera,-0.69
tercemar,-0.5
tercengang-cengang,-0.5
tercungap-cungap,-0.75
terdedah,-0.67
terdekat,-0.5
terdesak,-0.63
terdiam,-0.63
terengah-engah,-0.75
terenyuh,-0.5
tergesa-gesa,-0.75
terharu,-0.69
terhenti,-0.75
terhunus,-0.75
terik,-0.81
terista,-0.75
terjaga,-0.5
terjamin,-0.63
terkecuali,-0.5
terkejut,-0.5
terkelepai,-0.5
terkelepek,-0.5
terkenal,-0.44
terkulai,-0.5
terkutuk,-0.71
terlalu,-0.5
terlampau,-0.63
terlindung,-0.67
termengah-mengah,-0.75
ternoda,-0.5
terpaksa,-0.63
terpaku,-0.31
terpelihara,-0.5
terpisah,-0.5
terputus-putus,-0.5
tersembunyi,-0.44
tersesat,-0.69
tertekan,-0.75
teruk,-0.74
tetap,-0.51
tewas,-0.5
tiada,-0.5
tiba-tiba,-0.63
tipis,-0.88
tiru,-0.5
tiruan,-0.69
tohor,-0.33
tolol,-0.38
tongong,-0.75
transnasional,-0.5
trauma,-0.75
tropika,-0.5
tulen,-0.65
tumpul,-0.63
tumpur,-0.63
tunawisma,-0.88
udi,-0.88
udik,-0.75
ugahari,-0.63
ulet,-0.63
umuk,-0.75
umum,-0.4
ungkal,-0.63
usai,-0.5
usang,-0.63
utopia,-0.5
utopis,-0.5
uzur,-0.69
wafat,-0.75
wagu,-0.75
waham,-0.63
walang hati,-0.75
wanita,-0.5
wujud,-0.5
zalim,-0.61
Abu,-1.0
Agak,-1.0
Berbuat curang,-1.0
Birch,-1.0
Brendi,-1.0
Burung puyuh,-1.0
Gila,-1.0
Kecelakaan kapal,-1.0
Kejam,-1.0
Komunis,-1.0
Negro,-1.0
Palsu,-1.0
Perlengkapan tulis,-1.0
Saya akan,-1.0
Scotch,-1.0
Sial,-1.0
Tukang onar,-1.0
abnormal,-1.0
abortus,-1.0
abrasi,-1.0
absen,-1.0
abses,-1.0
absurd,-1.0
abu,-0.5
acar,-1.0
adonan,-0.5
agak mabuk,-1.0
agitasi,-1.0
agresi,-1.0
agresif,-1.0
agresor,-1.0
aib,-1.0
air kotor,-1.0
air raksa,-1.0
akibat,-0.5
akusatif,-1.0
alarm,-1.0
algojo,-1.0
alimentasi,-1.0
alkoholisme,-1.0
almarhum,-1.0
amarah,-1.0
ambang,-0.3333333333333333
ambigu,-1.0
amfetamin,-1.0
amnesia,-1.0
amoralitas,-1.0
anak bodoh,-1.0
anak yatim,-1.0
anakonda,-1.0
anal,-1.0
anarki,-1.0
anarkis,-1.0
anarkisme,-1.0
ancaman,-1.0
aneh,-0.5714285714285714
angin puyuh,-1.0
angina,-1.0
angkuh,-1.0
anomali,-1.0
anonim,-1.0
antagonis,-1.0
antagonisme,-1.0
antar,-1.0
antikristus,-1.0
antipati,-1.0
antisosial,-1.0
antitesis,-1.0
antraks,-1.0
anumerta,-1.0
apache,-1.0
apak,-1.0
apati,-1.0
apatis,-1.0
api,-0.3333333333333333
api penyucian,-1.0
argumen,-0.5
argumentatif,-1.0
arogan,-1.0
arsenik,-1.0
artileri,-1.0
asam,-1.0
asap,-1.0
asing,-0.3333333333333333
asusila,-1.0
ateisme,-1.0
aterosklerosis,-1.0
atrophia,-1.0
autopsi,-1.0
awas,-1.0
babak belur,-1.0
babi,-1.0
babon,-1.0
badai,-0.8333333333333334
bagal,-1.0
bahaya,-1.0
bahkan,-1.0
bajak laut,-1.0
bajingan,-1.0
bakteri,-1.0
bal,-0.5
balas,-1.0
banci,-1.0
bandel,-0.5
bandit,-1.0
bang,-1.0
banger,-1.0
bangkai,-1.0
bangkrut,-1.0
bangku,-0.3333333333333333
banshee,-1.0
barang selundupan,-1.0
barbar,-1.0
barbarisme,-1.0
barikade,-1.0
baris,-1.0
basah,-0.3333333333333333
basi,-0.5
batak,-1.0
batas,-0.3333333333333333
baterai,-1.0
batu sandungan,-1.0
batuk,-1.0
bau,-0.6666666666666666
bawaan,-0.2
bawah,-1.0
bawahan,-0.5
bayonet,-1.0
beban,-0.3333333333333333
begitu saja,-1.0
bejat,-1.0
bekam,-1.0
bekas,-0.5
bekas luka,-1.0
bekerja keras,-0.5
belahan jiwa,-1.0
belakang,-0.3333333333333333
belalang,-0.5
belati,-0.5
belatung,-1.0
belenggu,-1.0
belerang,-1.0
belitan,-1.0
belum dewasa,-1.0
belum dibayar,-1.0
belum dicuci,-1.0
belum lahir,-1.0
belum selesai,-1.0
belum tahu,-1.0
bencana,-0.8
benci,-1.0
bengkak,-1.0
bentrok,-1.0
bentrokan,-1.0
beracun,-1.0
berair,-0.5
berakhir,-0.5
berantakan,-1.0
berat,-0.375
berawa,-1.0
berbahaya,-1.0
berbau,-0.5
berbeda,-0.1428571428571428
berbicara,-0.3333333333333333
berbisa,-1.0
berbohong,-1.0
berbuat dosa,-1.0
berbuat salah,-1.0
berbulu,-0.3333333333333333
berdarah,-1.0
berdebar,-1.0
berdenyut,-1.0
berderit,-1.0
berduka,-1.0
berduri,-0.4
berebut,-0.5
bergejolak,-1.0
bergolak,-1.0
bergumam,-1.0
berhantu,-1.0
berhenti,-0.5714285714285714
berisik,-1.0
berisiko,-1.0
berita kematian,-1.0
berjongkok,-0.3333333333333333
berjuang,-0.6666666666666666
berjudi,-1.0
berjumbai,-1.0
berkampanye,-1.0
berkarat,-1.0
berkecil hati,-1.0
berkedut,-1.0
berkelahi,-1.0
"berkeliaran, menyimpang",-1.0
berkelok-kelok,-0.5
berkenaan dengan perang,-1.0
berkeropeng,-1.0
berkhayal,-1.0
berkubang,-1.0
berkurang,-1.0
berlabuh,-1.0
berlangganan,-0.3333333333333333
berlapis,-1.0
berlawanan,-0.3333333333333333
berlebihan,-0.4
berlemak,-1.0
berlendir,-1.0
berlumpur,-1.0
bermuka dua,-1.0
bermuka masam,-1.0
bermusuhan,-1.0
berperang,-1.0
berprasangka,-1.0
berpura-pura,-1.0
berputus asa,-1.0
bersakit,-1.0
bersalah,-1.0
bersedih,-1.0
bersekongkol,-1.0
bersifat membatasi,-1.0
bersin,-0.5
bersisik,-1.0
bertakhyul,-1.0
bertarung,-1.0
bertele-tele,-0.3333333333333333
bertengkar,-1.0
bertentangan,-1.0
berteriak,-0.5
berterimakasih,-1.0
berubah warna,-1.0
berubah-ubah,-0.3333333333333333
berukuran kecil,-1.0
berulang,-0.3333333333333333
biadab,-1.0
biarawati,-1.0
bias,-1.0
biasa-biasa saja,-1.0
biaya,-0.3333333333333333
biaya tambahan,-1.0
bidaah,-1.0
bidak,-1.0
bikinan,-1.0
bimbang,-1.0
binasa,-1.0
binatang buas,-1.0
bingung,-0.75
bintik,-1.0
biopsi,-1.0
birokrasi,-1.0
birokrat,-1.0
biru,-0.5
bisa salah,-1.0
bisa ular,-1.0
blokade,-1.0
bobrok,-1.0
bocor,-1.0
bocoran,-1.0
bodoh,-1.0
bohong,-1.0
bom,-1.0
bordil,-1.0
brigade,-1.0
brutal,-1.0
bruto,-1.0
buas,-1.0
budak,-0.5
buih,-1.0
bujukan,-0.3333333333333333
bukan kepalang,-1.0
bulat,-0.1666666666666666
bulu,-0.3333333333333333
bulu babi,-1.0
bulu domba,-1.0
bulu mata,-1.0
bunga pala,-1.0
bungkam,-1.0
bunuh diri,-1.0
buram,-0.5
buritan,-0.5
buronan,-1.0
buruk,-1.0
buruk sekali,-1.0
burung bangkai,-1.0
burung beo,-1.0
burung raptor,-1.0
busuk,-1.0
buta,-1.0
buta huruf,-1.0
butir,-0.5
cabul,-1.0
cacat,-1.0
cacian,-1.0
cacing,-1.0
cad,-1.0
cakar,-0.6666666666666666
camar,-1.0
cambuk,-1.0
campak,-1.0
campur aduk,-1.0
candaan,-1.0
candu,-1.0
cedera,-1.0
cekung,-0.5
celah,-0.2
cemas,-1.0
cemberut,-1.0
cemburu,-1.0
cemooh,-1.0
cercaan,-1.0
cerewet,-1.0
ceroboh,-1.0
cess,-1.0
coklat kekuningan,-1.0
contoh,-0.25
curang,-1.0
curiga,-0.5
dada,-0.25
daemon,-1.0
daerah kantong,-1.0
daerah kumuh,-1.0
dahak,-1.0
dakwaan,-0.6666666666666666
dalam hal,-1.0
dangkal,-1.0
dapat ditindaklanjuti,-1.0
dara,-1.0
daratan rendah,-1.0
darurat,-1.0
debu,-1.0
defisit,-1.0
deflasi,-1.0
degradasi,-1.0
deklinasi,-1.0
dekrit,-0.5
demam,-0.5
demensia,-1.0
dendam,-1.0
dengan buruk,-1.0
dengan dingin,-1.0
