word,average
banci,-0.125
bandang,-0.4
bandar,-0.4
bandel,-0.4075
banding,0.0
bandingan,-0.125
bandit,-0.5
bando,-0.4
bandung,-0.1
bangan,-0.04999999999999999
bangang,-0.3375
bangbung,-0.4
banget,0.1
bangett,-0.2
bangga,0.3375
bangkai,-0.4
bangkang,-0.4
bangkit,-0.1
bangkit selera,0.3
bangkot,-0.4
bangkrut,-0.1875
bangle,-0.4
bangpak,-0.27999999999999997
bangsai,-0.375
bangsal,-0.3
bangsat,-0.47
bangsawan,-0.04999999999999999
bangun,-0.185
banjir,0.0
bantah,-0.3
bantah-bantah,0.5
bantai,-0.5
bantalan,0.3
bantar,-0.4
bantat,0.315
banteng,-0.3
bantet,-0.3
banting,-0.09999999999999999
bantu,-0.05000000000000002
bantuin,0.3
banyak,0.051666666666666694
banyak akal,0.3
banyak bicara,-0.3
banyak cakap,-0.4
banyak cincong,-0.4
banyak mulut,-0.4
banyak omong,-0.4
banyaknya,0.3
banyol,-0.3
banyolan,0.3
bapa,0.3
bapanda,0.3
bapang,0.3
baper,-0.15000000000000002
baperan,-0.4
bapet,-0.4
bara,-0.04999999999999999
baran,-0.375
barbar,-0.5
bareng,0.0
baret,-0.3
baring,0.2
barkas,-0.5
baru,0.015000000000000013
barua,-0.5
barut,-0.3
barzakh,-0.4
basah kuyup,-0.44
basi,-0.3125
baskom,-0.4
basmi,-0.5
bastar,-0.2
batal,-0.4075
batalion,-0.5
batang,-0.4
batas,-0.3
batas (waktu),0.0
batas waktu,-0.3
batasan,0.3
batel,-0.4
baterai,-0.3
batil,-0.42000000000000004
batu,0.0
batu berdahak,-0.4
batu loncatan,-0.3
batuk,-0.4
batuk darah,-0.4
batuk kecil,-0.4
batuk kering,-0.3
batuk lelah,-0.4
batuk-batuk,-0.4
batung-batung,-0.4
bau,-0.4
bau kencur,-0.4
bau tanah,-0.15000000000000002
bausuku,0.3
bawa,-0.09999999999999999
bawaan,0.3
bawah,-0.25
bawahan,-0.375
bawain,-0.3
bawel,-0.4
baya,-0.4
bayan,0.25
bayang,0.2
bayang-bayang,0.3
bayangan,0.3
bayangkara,0.3
bayar,-0.09999999999999999
bayi,-0.3
bayu,-0.4
bebal,-0.16749999999999998
beban,-0.5
bebas,-0.2775
bebat,-0.3
bebel,-0.5
beber,0.04999999999999999
bebodoran,0.2
becak,-0.5
becek,-0.4
becus,0.024999999999999994
beda,-0.2
bedah,0.0
bedebah,-0.25
bedegap,0.04999999999999999
bedegong,-0.35750000000000004
bedel,-0.4
bedeng,-0.3
bedol,-0.4
begadang,-0.3
begah,-0.2
begak,-0.3
begal,-0.5
begana-begini,-0.4
begini,-0.1
beginian,-0.3
begitu saja,-0.2
bego,-0.375
begu,-0.4
beguk,-0.4
begundal,-0.3
bejat,-0.4225
bekal,0.3
bekap,-0.3
bekas,0.05000000000000002
bekicot,-0.4
beku,-0.315
belagu,0.4
belah,-0.5
belah ketupat,-0.4
belai,-0.4
belaian,-0.3
belain,-0.2
belajar,0.3
belaka,-0.27
belam,-0.3
belang,-0.5
belanja,-0.04999999999999999
belas,-0.04999999999999999
belati,-0.4
belembang,-0.5
belendung,-0.3
belenggu,-0.3
beleter,-0.4
beli,-0.04999999999999999
belia,-0.2
beliin,-0.1
belikan,-0.1
beling,-0.1
belingsat,-0.4
belinjo,-0.3
belis,-0.4
belit,-0.3
beloh,-0.4375
belok,0.05499999999999999
belom,0.0
belongkotan,-0.375
beloon,-0.3
belot,-0.25
belu-belai,-0.4
belukar,0.3
belulang,-0.3
benah hati,-0.3
benak,-0.185
benak kepala,0.0
benang raja,0.4
benar,0.021666666666666667
benar-benar,0.125
bencana,-0.5
bencat,-0.5
benci,-0.04999999999999999
bencong,-0.5
bendel,-0.5
bendera,-0.3
benderang,-0.3
bendoro,-0.4
bendu,-0.4
bendung,-0.3
bener,0.09999999999999999
beneran,0.3
bengah,-0.375
bengal,-0.35750000000000004
bengap,-0.3
bengis,-0.305
bengkak,-0.3875
bengkak hati,-0.3
bengkeng,-0.275
bengkerap,-0.4
bengkok,-0.29500000000000004
bengkong,-0.19
bengok,-0.3575
benguk,-0.27
bening,-0.4
benjut,-0.4
bentak,-0.5
bentakan,-0.5
bentan,-0.4
bentang,-0.09999999999999999
bentrok,-0.5
bentuk,0.4
bentukan,0.3
bentul,-0.3
bentur,0.1
benyai,-0.25
benyek,-0.25
benyot,-0.4
beol,-0.5
bepergian,0.1
beperkara,-0.4
beracun,-0.25
berada,0.3875
beradab,0.34
beradu,-0.4
beradu lidah,-0.3
beradu mulut,-0.4
beraduk,-0.3
beragam,-0.3
berahi,0.10500000000000001
berair,-0.1
beraja,0.25
berak,-0.4
berak air,-0.4
berakal,0.2925
berakar,-0.04999999999999999
berakhlak,-0.4
berakibat,0.3
berakidah,0.4
beralas,0.4
beralasan,-0.4
beralaskan,-0.4
beralih,-0.3
beralih bentuk,-0.3
berambu-rambu,-0.4
beramuk,-0.4
beramuk-amukan,-0.4
beranak,0.3
beranak bercucu,-0.3
beranak cucu,-0.3
beranak pinak,-0.3
beranak-pinak,0.2
beranang,-0.3
beranda,-0.09999999999999999
berandalan,-0.5
berandang,0.375
berang,-0.3125
berangai,-0.5
berangan,-0.3
beranggar lidah,-0.3
berangkal,-0.3
berangkat,-0.4
berangsang,-0.5
berangsur,-0.3
berani,0.11
beranjak,-0.3
berantak,-0.4
berantakan,-0.375
berantara,-0.3
berantem,-0.4
berapat-rapat,-0.3
berapi-api,0.315
berapit,-0.4
beraras,0.4
berarti,0.1
berasa,-0.2
berasak,-0.3
berasal,-0.3
berasap,-0.25
berasimilasi,-0.3
berat,-0.21500000000000002
berat ekor,-0.4
berat hati,-0.4
berat kepala,-0.5
berat mulut,0.375
berat otak,-0.42000000000000004
berat pinggul,-0.2
berat sebelah,0.315
berat tangan,-0.4
berat telinga,-0.3
berat tulang,-0.4
beraturan,0.4
berawan,-0.3375
berawas-awas,0.345
berbabil,-0.4
berbadan dua,-0.3
berbagai,0.3
berbagai macam,0.3
berbagi,0.2
berbahagia,0.2466666666666667
berbahasa,0.28
berbahaya,-0.35250000000000004
berbakat,0.19666666666666666
berbakti,-0.3
berbalah,0.25
berbalik,-0.5
berbanding,-0.3
berbantah,-0.12499999999999997
berbantahan,-0.3
berbarik-barik,0.185
berbau,-0.375
berbayar,-0.3
berbecak-becak,-0.3
berbeda,-0.4
berbelit-belit,-0.21250000000000002
berbenak,0.3
berbentuk,0.3
berbenturan,-0.4
berbetulan,0.3
berbiak,-0.3
berbicara,-0.3
berbisa,-0.36
berbobot,0.2
berbohong,-0.4
berbondong-bondong,-0.3
berbuah,0.2
berbudi pekerti yang baik,0.3
berbunga,0.3
berburu,-0.3
berburuk,-0.4
berbusana,0.4
bercahaya,0.4
bercak,-0.5
bercakar-cakaran,-0.4
bercampur baur,-0.375
bercamuk,-0.06
bercanda,-0.4
bercanggah,-0.03
bercaran,-0.4
bercat,-0.3
bercedera,-0.4
bercekak,-0.3
bercekcok,-0.4
bercekit,-0.4
bercelah,-0.3
berceloteh,-0.4
bercempera,-0.5
bercengkerama,-0.2
bercerai-berai,-0.5
bercermin,0.4
bercikun-cikun,-0.5
bercintaan,-0.3
bercita rasa,0.3
bercokol,-0.05000000000000002
bercorak,-0.3
bercucuran,-0.5
bercumbu,-0.4
bercumbu-cumbu,-0.3
bercumbuan,-0.3
bercura,-0.4
berdagang,0.3
berdakwa,-0.4
berdalih,-0.4
berdampingan,-0.3
berdandan,0.4
berdansa,-0.05000000000000002
berdarah,0.4
berdarah dingin,-0.4
berdasarkan,-0.4
berdaulat,0.07
berdaya,0.24250000000000002
berdaya guna,0.4
berdebat,-0.5
berdedikasi,-0.3
berdekatan,-0.4
berdekus,-0.3
berdendang,0.4
berdengung,-0.3
berdengus,-0.3
berdenyut,-0.15833333333333333
berderajat,0.4
berderum,-0.4
berdesakan,-0.3
berdesir,-0.2
berdiam,0.05000000000000002
berdikari,-0.315
berdikit-dikit,-0.3
berdisiplin,0.4
berdoa,0.05000000000000002
berdompol,-0.4
berdosa,-0.3875
berdua,0.1
berduaan,-0.3
berduit,0.4
berduka,-0.47
berdukacita,-0.31
berdusta,-0.4
berduyun-duyun,-0.3
beredak,-0.5
beredar,0.2
beregu,-0.3
berembuk,0.3
berengsaan,-0.4
berengsek,-0.5
berenti,-0.3
berfaedah,0.38
berfalsafah,-0.25
berfoya-foya,-0.125
bergabung,-0.4
bergadang,-0.4
bergaduh,-0.5
bergairah,0.0
bergajul,-0.5
bergamat,0.4
bergamit,-0.3
berganda,-0.3
berganduh,-0.3
berganggang,-0.3
bergantung,0.012500000000000011
bergas,0.15
bergaul,0.007500000000000007
bergaung,-0.3
bergaya,0.23
bergejolak,-0.3
bergelandangan,-0.375
bergelanggang,-0.04999999999999999
bergelegak,-0.3
bergelombang,-0.25
bergelora,-0.1183333333333333
bergelut,-0.4
bergema,-0.15000000000000002
bergemam,-0.3
bergembung,-0.3
bergeming,0.1
bergemuruh,-0.3
bergenang,-0.315
bergengsi,0.4
bergerak,-0.375
bergerombol,-0.4
bergerombolan berkawanan,-0.4
bergesek,-0.3
bergesel,-0.3
bergeser,-0.4
bergetar,-0.09999999999999999
bergiat,0.25
bergigi,0.3
bergolak,-0.36
bergolongan,0.4
bergontok,-0.4
bergosok,-0.3
bergosokan,-0.3
bergoyah,-0.4
bergoyang,0.25
berguam,-0.4
berguguran,-0.3
bergulat,-0.4
bergulir,-0.3
bergumam,-0.3
bergumul,-0.4
berguna,0.43
berguncang,-0.5
bergundang,-0.5
bergurau,0.01999999999999999
bergurau senda,-0.4
berguru,0.3
berguyub,-0.3
berhajat,0.2
berhala,-0.4
berhamburan,-0.5
berhandai-handai,-0.3
berhantaran,-0.5
berhanyut,-0.4
berharap,0.05000000000000002
berharapan,0.25
berharga,0.29000000000000004
berharta,0.3875
berhasil,0.295
berhasrat,0.245
berhati pilu,-0.31
berhati walang,-0.3
berhati-hati,0.1383333333333333
berhelat,-0.4
berhenti (tugas),-0.2
berhikmah,0.2
berhimpun,-0.4
berhormat,0.375
berhujah,-0.4
beri,0.0
beri (uang),-0.2
beri uang,-0.2
beribadat,0.05000000000000002
berida,0.25
berikhtiar,0.275
beriktikad,0.2
berilmu,0.35750000000000004
beriman,0.3
berimbas,0.3
berimbuh,0.1
beringas,-0.4
beringat,0.037500000000000006
beringat-ingat,0.25
beringin,0.19
beringsut,-0.3
berirama,0.07500000000000001
beristirahat,0.04999999999999999
berita,-0.4
berjaga,-0.185
berjaga-jaga,0.20750000000000002
berjangkit,0.315
berjarak,-0.4
berjasa,0.4
berjatuhan,-0.09999999999999999
berjauh hati,-0.3
berjaya,0.2775
berjejak,-0.3
berjejal,-0.3
berjejal-jejal,-0.3
berjejas,-0.5
berjenis-jenis,0.3
berjerih,-0.185
berjihad,0.0
berjilbab,0.3
berjiwa,0.3
berjubal,-0.3
berjumbai,-0.375
berjunjungan,0.4
berkabilan,0.375
berkabung,-0.5
berkabut,-0.275
berkaca,0.4
berkah,0.4
berkait,0.3
berkaitan,0.3
berkalang tanah,-0.2
berkandung,0.5
berkarat,-0.1375
berkarut,-0.5
berkarya,0.3
berkasih-kasihan,-0.3
berkat,0.1
berkategori,0.4
berkawal,0.4
berkawan,-0.3
berkawanan,-0.4
berkeberatan,-0.3875
berkecai,-0.5
berkecambah,0.3
berkecamuk,-0.4
berkecandan,-0.4
berkecenderungan,-0.3
berkecuali,-0.375
berkecukupan,0.4
berkedudukan,0.4
berkegiatan,0.4
berkeinginan,0.0875
berkejaran,-0.3
berkekuatan,0.5
berkelakar,-0.4
berkelebihan,0.345
berkelir,-0.3
berkelok-kelok,-0.2
berkelompok-kelompok,-0.4
berkeluarga,-0.1
berkemal,-0.4
berkemam,-0.3
berkemampuan,0.345
berkemandang,-0.3
berkemas-kemas,-0.2
berkembang biak,-0.3
berkemih,-0.3
berkenaan,0.35750000000000004
berkenalan,-0.3
berkenan,0.2
berkepercayaan,0.4
berkeping-keping,-0.5
berkerak,-0.2
berkeras,-0.345
berkeras hati,0.05000000000000002
berkeras-kerasan,-0.4
berkerubung,-0.4
berkerumun,-0.4
berkerut,-0.2
berkesan,0.25
berkesesuaian,0.3
berketakutan,-0.315
berketar-ketar,-0.3
berketurunan,0.2
berkewajiban,0.44
berkeyakinan,0.3
berkhasiat,0.4
berkhianat,-0.5
berkilah,-0.4
berkilat,0.25
berkilau,0.25
berkilau-kilauan,0.25
berkinte,0.3
berkisar,-0.3
berkobar-kobar,0.1
berkolusi,-0.5
berkomplot,-0.4
berkongkalikong,-0.4
berkonspirasi,-0.4
berkorban,-0.3
berkualitas,0.35750000000000004
berkuasa,0.07500000000000001
berkuat,-0.05000000000000002
berkukuh,0.2
berkuliah,-0.4
berkumandang,-0.3
berkunjung,-0.4
berkupak,-0.3
berkurang,-0.275
berkurangan,-0.3
berkurap,-0.4
berkutu,-0.315
berlaba,0.4
berlabuh,-0.05000000000000002
berlaga,-0.4
berlagak,0.11750000000000002
berlagu,0.35750000000000004
berlainan,-0.23750000000000004
berlalu,-0.5
berlalu dr dunia,-0.5
berlama-lama,-0.2
berlandaskan,-0.4
berlangau,-0.4
berlangganan,0.2
berlanggaran,-0.4
berlanglang,0.4
berlara-lara,-0.4
berlarasan,0.3
berlarat-larat,-0.4
berlarian,-0.5
berlatih,0.4
berlawanan,-0.1375
berlebih,-0.15000000000000002
berlebih-lebih,-0.4
berlebih-lebihan,-0.125
berlebihan,-0.155
berlelehan,-0.3
berlengkesa,-0.3
berlepasan,-0.3
berlevel,0.4
berlezat,0.2
berlibat,0.3
berlibat-libat,-0.4
berlik,-0.4
berliku-liku,-0.4
berlilit,0.3
berlimpah,0.1
berlinang,-0.3
berlipat,-0.3
berlipat ganda,-0.3
berlompatan,-0.5
berloncatan,0.25
berlubang,-0.3
berlumar,-0.375
berlumpur,-0.44
berluruhan,-0.3
berlutut,-0.2
bermacam-macam,0.3
bermain-main,-0.2
bermakna,0.4
bermalas-malas,-0.315
bermanfaat,0.425
bermartabat,0.4
bermaslahat,0.2
bermegah,-0.375
bermenung,0.25
bermesraan,-0.3
bermetamorfosis,-0.3
berminyak,-0.44
bermohon,0.04999999999999999
bermohon diri,0.2
bermoral,-0.07500000000000001
bermotif,-0.3
bermukah,-0.4
bermukim,-0.1
bermula,-0.4
bermuram,-0.44
bermuram durja,-0.5
bermusuhan,-0.35750000000000004
bermutu,0.17166666666666666
bernafsu,0.3075
bernama,0.4
bernanah,-0.315
bernapaskan,0.3
bernas,-0.04999999999999999
bernaung,-0.375
bernilai,0.245
bernoda,-0.4
bernuansa,-0.3
bernyali,0.1
bernyali besar,0.09999999999999999
bernyanyi,0.2
bernyawa,0.28
berogak-ogak,-0.4
beroleh,0.3
berolok-olok,-0.4
berombongan,-0.4
beromong kosong,-0.4
berona,-0.3
berongga,-0.3
beroperasi,-0.15000000000000002
berotak tajam,0.4
berpacangan,0.3
berpacaran,0.0
berpada-pada,-0.024999999999999994
berpadanan,0.28
berpadu,-0.3
berpakaian,0.4
berpalit-palit,-0.4
berpamor,0.3
berpandangan,0.1
berpangku tangan,-0.4
berparade,0.1
berparak,-0.4
berpartai,-0.3
berpartisipasi,0.3
berpasangan,-0.3
berpasrah,0.04999999999999999
berpasuk,-0.3
berpatokan,0.4
berpatroli,0.4
berpatutan,0.185
berpaut,0.3
berpecah,-0.25
berpedoman,0.4
berpegang,0.4
berpelajaran,0.2925
berpeluang,0.125
berpembawaan,0.1
berpencar,-0.5
berpencaran,-0.3
berpendidikan,0.3
berpendirian,0.375
berpengalaman,0.18333333333333335
berpengaruh,0.04999999999999999
berpengetahuan,0.335
berperai-perai,-0.5
berperan serta,0.2
berperang,-0.05000000000000002
berperang hati,-0.4
berperang mulut,-0.3
berperingkat,0.4
berpijar,-0.3
berpilin,0.3
berpisah,-0.315
berpiuh,0.3
berpola,0.4
berpoleng,-0.3
berprakarsa,0.3
berprasangka,-0.09999999999999999
berprinsip,0.375
berproses,-0.09999999999999999
berpuak-puak,-0.4
berpuaka,-0.3
berpucuk,-0.4
berpulas,0.3
berpunya,0.4
berpura-pura,-0.2625
berpusing,-0.375
berpusu,-0.3
berputar-putar,-0.4
berputih tulang,-0.2
berputra,0.3
bersaba,-0.3
bersabar,0.185
bersabung nyawa,-0.3
bersagang,0.4
bersahabat,0.2
bersahaja,0.21500000000000002
bersaji,0.4
bersalah,-0.2925
bersalahan,-0.4
bersalin,0.3
bersama,0.3
bersamamu,0.3
bersambang,0.4
bersandar,-0.375
bersandarkan,-0.4
bersanding,-0.5
bersangga,0.4
bersanggama,0.15
bersanggit,-0.5
bersangkal,-0.5
bersangkut,-0.15000000000000002
bersara,-0.3075
bersatu,-0.1
bersaudara,0.25
bersauh,0.4
bersaur,0.3
bersayap,0.4
bersebab,-0.25
bersebaran,-0.5
bersebelahan,-0.4
berseberangan,-0.3
bersedia,0.026666666666666686
bersedih,-0.405
bersejarah,0.22
bersekolah,0.3
bersekongkol,-0.4
bersekutu,-0.5
berselang,-0.3
berselawat,0.0
berselekeh,-0.375
berselerak,-0.06
berselingkuh,-0.5
berselisih,-0.5
berseloroh,-0.4
berseluk,0.3
bersemangat,0.18166666666666667
bersemayam,0.05000000000000002
bersembahyang,0.1
bersemi,0.3
bersempena,-0.3
bersempuras,-0.3375
bersenandung,0.4
bersenda gurau,-0.4
bersendel,0.4
bersendeng,0.4
bersender,0.4
bersendi,-0.35750000000000004
bersendikan,-0.4
bersendu,-0.31
bersengaja,-0.2
bersengat,0.5
bersengketa,-0.4
berseni,0.4
bersentuh,-0.5
bersepai,-0.5
berserabut,-0.25
berserah,-0.1
berserakan,-0.5
berseri,0.4
berseri-seri,0.25
berserikat,-0.3
bersesak-sesak,-0.3
bersesal,-0.15000000000000002
bersesuaian,0.275
