word,average
belom,0.0
belongkotan,-0.375
beloon,-0.3
belot,-0.25
belu-belai,-0.4
belulang,-0.3
benah hati,-0.3
benak,-0.185
benak kepala,0.0
bencana,-0.5
bencat,-0.5
benci,-0.04999999999999999
bencong,-0.5
bendel,-0.5
bendera,-0.3
benderang,-0.3
bendoro,-0.4
bendu,-0.4
bendung,-0.3
bengah,-0.375
bengal,-0.35750000000000004
bengap,-0.3
bengis,-0.305
bengkak,-0.3875
bengkak hati,-0.3
bengkeng,-0.275
bengkerap,-0.4
bengkok,-0.29500000000000004
bengkong,-0.19
bengok,-0.3575
benguk,-0.27
bening,-0.4
benjut,-0.4
bentak,-0.5
bentakan,-0.5
bentan,-0.4
bentang,-0.09999999999999999
bentrok,-0.5
bentul,-0.3
benyai,-0.25
benyek,-0.25
benyot,-0.4
beol,-0.5
beperkara,-0.4
beracun,-0.25
beradu,-0.4
beradu lidah,-0.3
beradu mulut,-0.4
beraduk,-0.3
beragam,-0.3
berair,-0.1
berak,-0.4
berak air,-0.4
berakar,-0.04999999999999999
berakhlak,-0.4
beralasan,-0.4
beralaskan,-0.4
beralih,-0.3
beralih bentuk,-0.3
berambu-rambu,-0.4
beramuk,-0.4
beramuk-amukan,-0.4
beranak bercucu,-0.3
beranak cucu,-0.3
beranak pinak,-0.3
beranang,-0.3
beranda,-0.09999999999999999
berandalan,-0.5
berang,-0.3125
berangai,-0.5
berangan,-0.3
beranggar lidah,-0.3
berangkal,-0.3
berangkat,-0.4
berangsang,-0.5
berangsur,-0.3
beranjak,-0.3
berantak,-0.4
berantakan,-0.375
berantara,-0.3
berantem,-0.4
berapat-rapat,-0.3
berapit,-0.4
berasa,-0.2
berasak,-0.3
berasal,-0.3
berasap,-0.25
berasimilasi,-0.3
berat,-0.21500000000000002
berat ekor,-0.4
berat hati,-0.4
berat kepala,-0.5
berat otak,-0.42000000000000004
berat pinggul,-0.2
berat tangan,-0.4
berat telinga,-0.3
berat tulang,-0.4
berawan,-0.3375
berbabil,-0.4
berbadan dua,-0.3
berbahaya,-0.35250000000000004
berbakti,-0.3
berbalik,-0.5
berbanding,-0.3
berbantah,-0.12499999999999997
berbantahan,-0.3
berbau,-0.375
berbayar,-0.3
berbecak-becak,-0.3
berbeda,-0.4
berbelit-belit,-0.21250000000000002
berbenturan,-0.4
berbiak,-0.3
berbicara,-0.3
berbisa,-0.36
berbohong,-0.4
berbondong-bondong,-0.3
berburu,-0.3
berburuk,-0.4
bercak,-0.5
bercakar-cakaran,-0.4
bercampur baur,-0.375
bercamuk,-0.06
bercanda,-0.4
bercanggah,-0.03
bercaran,-0.4
bercat,-0.3
bercedera,-0.4
bercekak,-0.3
bercekcok,-0.4
bercekit,-0.4
bercelah,-0.3
berceloteh,-0.4
bercempera,-0.5
bercengkerama,-0.2
bercerai-berai,-0.5
bercikun-cikun,-0.5
bercintaan,-0.3
bercokol,-0.05000000000000002
bercorak,-0.3
bercucuran,-0.5
bercumbu,-0.4
bercumbu-cumbu,-0.3
bercumbuan,-0.3
bercura,-0.4
berdakwa,-0.4
berdalih,-0.4
berdampingan,-0.3
berdansa,-0.05000000000000002
berdarah dingin,-0.4
berdasarkan,-0.4
berdebat,-0.5
berdedikasi,-0.3
berdekatan,-0.4
berdekus,-0.3
berdengung,-0.3
berdengus,-0.3
berdenyut,-0.15833333333333333
berderum,-0.4
berdesakan,-0.3
berdesir,-0.2
berdikari,-0.315
berdikit-dikit,-0.3
berdompol,-0.4
berdosa,-0.3875
berduaan,-0.3
berduka,-0.47
berdukacita,-0.31
berdusta,-0.4
berduyun-duyun,-0.3
beredak,-0.5
beregu,-0.3
berengsaan,-0.4
berengsek,-0.5
berenti,-0.3
berfalsafah,-0.25
berfoya-foya,-0.125
bergabung,-0.4
bergadang,-0.4
bergaduh,-0.5
bergairah,0.0
bergajul,-0.5
bergamit,-0.3
berganda,-0.3
berganduh,-0.3
berganggang,-0.3
bergaung,-0.3
bergejolak,-0.3
bergelandangan,-0.375
bergelanggang,-0.04999999999999999
bergelegak,-0.3
bergelombang,-0.25
bergelora,-0.1183333333333333
bergelut,-0.4
bergema,-0.15000000000000002
bergemam,-0.3
bergembung,-0.3
bergemuruh,-0.3
bergenang,-0.315
bergerak,-0.375
bergerombol,-0.4
bergerombolan berkawanan,-0.4
bergesek,-0.3
bergesel,-0.3
bergeser,-0.4
bergetar,-0.09999999999999999
bergolak,-0.36
bergontok,-0.4
bergosok,-0.3
bergosokan,-0.3
bergoyah,-0.4
berguam,-0.4
berguguran,-0.3
bergulat,-0.4
bergulir,-0.3
bergumam,-0.3
bergumul,-0.4
berguncang,-0.5
bergundang,-0.5
bergurau senda,-0.4
berguyub,-0.3
berhala,-0.4
berhamburan,-0.5
berhandai-handai,-0.3
berhantaran,-0.5
berhanyut,-0.4
berhati pilu,-0.31
berhati walang,-0.3
berhelat,-0.4
berhenti (tugas),-0.2
berhimpun,-0.4
berhujah,-0.4
beri,0.0
beri (uang),-0.2
beri uang,-0.2
beringas,-0.4
beringsut,-0.3
berita,-0.4
berjaga,-0.185
berjarak,-0.4
berjatuhan,-0.09999999999999999
berjauh hati,-0.3
berjejak,-0.3
berjejal,-0.3
berjejal-jejal,-0.3
berjejas,-0.5
berjerih,-0.185
berjihad,0.0
berjubal,-0.3
berjumbai,-0.375
berkabung,-0.5
berkabut,-0.275
berkalang tanah,-0.2
berkarat,-0.1375
berkarut,-0.5
berkasih-kasihan,-0.3
berkawan,-0.3
berkawanan,-0.4
berkeberatan,-0.3875
berkecai,-0.5
berkecamuk,-0.4
berkecandan,-0.4
berkecenderungan,-0.3
berkecuali,-0.375
berkejaran,-0.3
berkelakar,-0.4
berkelir,-0.3
berkelok-kelok,-0.2
berkelompok-kelompok,-0.4
berkeluarga,-0.1
berkemal,-0.4
berkemam,-0.3
berkemandang,-0.3
berkemas-kemas,-0.2
berkembang biak,-0.3
berkemih,-0.3
berkenalan,-0.3
berkeping-keping,-0.5
berkerak,-0.2
berkeras,-0.345
berkeras-kerasan,-0.4
berkerubung,-0.4
berkerumun,-0.4
berkerut,-0.2
berketakutan,-0.315
berketar-ketar,-0.3
berkhianat,-0.5
berkilah,-0.4
berkisar,-0.3
berkolusi,-0.5
berkomplot,-0.4
berkongkalikong,-0.4
berkonspirasi,-0.4
berkorban,-0.3
berkuat,-0.05000000000000002
berkuliah,-0.4
berkumandang,-0.3
berkunjung,-0.4
berkupak,-0.3
berkurang,-0.275
berkurangan,-0.3
berkurap,-0.4
berkutu,-0.315
berlabuh,-0.05000000000000002
berlaga,-0.4
berlainan,-0.23750000000000004
berlalu,-0.5
berlalu dr dunia,-0.5
berlama-lama,-0.2
berlandaskan,-0.4
berlangau,-0.4
berlanggaran,-0.4
berlara-lara,-0.4
berlarat-larat,-0.4
berlarian,-0.5
berlawanan,-0.1375
berlebih,-0.15000000000000002
berlebih-lebih,-0.4
berlebih-lebihan,-0.125
berlebihan,-0.155
berlelehan,-0.3
berlengkesa,-0.3
berlepasan,-0.3
berlibat-libat,-0.4
berlik,-0.4
berliku-liku,-0.4
berlinang,-0.3
berlipat,-0.3
berlipat ganda,-0.3
berlompatan,-0.5
berlubang,-0.3
berlumar,-0.375
berlumpur,-0.44
berluruhan,-0.3
berlutut,-0.2
bermain-main,-0.2
bermalas-malas,-0.315
bermegah,-0.375
bermesraan,-0.3
bermetamorfosis,-0.3
berminyak,-0.44
bermoral,-0.07500000000000001
bermotif,-0.3
bermukah,-0.4
bermukim,-0.1
bermula,-0.4
bermuram,-0.44
bermuram durja,-0.5
bermusuhan,-0.35750000000000004
bernanah,-0.315
bernas,-0.04999999999999999
bernaung,-0.375
bernoda,-0.4
bernuansa,-0.3
berogak-ogak,-0.4
berolok-olok,-0.4
berombongan,-0.4
beromong kosong,-0.4
berona,-0.3
berongga,-0.3
beroperasi,-0.15000000000000002
berpacaran,0.0
berpada-pada,-0.024999999999999994
berpadu,-0.3
berpalit-palit,-0.4
berpangku tangan,-0.4
berparak,-0.4
berpartai,-0.3
berpasangan,-0.3
berpasuk,-0.3
berpecah,-0.25
berpencar,-0.5
berpencaran,-0.3
berperai-perai,-0.5
berperang,-0.05000000000000002
berperang hati,-0.4
berperang mulut,-0.3
berpijar,-0.3
berpisah,-0.315
berpoleng,-0.3
berprasangka,-0.09999999999999999
berproses,-0.09999999999999999
berpuak-puak,-0.4
berpuaka,-0.3
berpucuk,-0.4
berpura-pura,-0.2625
berpusing,-0.375
berpusu,-0.3
berputar-putar,-0.4
berputih tulang,-0.2
bersaba,-0.3
bersabung nyawa,-0.3
bersalah,-0.2925
bersalahan,-0.4
bersandar,-0.375
bersandarkan,-0.4
bersanding,-0.5
bersanggit,-0.5
bersangkal,-0.5
bersangkut,-0.15000000000000002
bersara,-0.3075
bersatu,-0.1
bersebab,-0.25
bersebaran,-0.5
bersebelahan,-0.4
berseberangan,-0.3
bersedih,-0.405
bersekongkol,-0.4
bersekutu,-0.5
berselang,-0.3
berselawat,0.0
berselekeh,-0.375
berselerak,-0.06
berselingkuh,-0.5
berselisih,-0.5
berseloroh,-0.4
bersempena,-0.3
bersempuras,-0.3375
bersenda gurau,-0.4
bersendi,-0.35750000000000004
bersendikan,-0.4
bersendu,-0.31
bersengaja,-0.2
bersengketa,-0.4
bersentuh,-0.5
bersepai,-0.5
berserabut,-0.25
berserah,-0.1
berserakan,-0.5
berserikat,-0.3
bersesak-sesak,-0.3
bersesal,-0.15000000000000002
berseteru,-0.35750000000000004
bersia-sia,-0.25
bersikukuh,-0.15000000000000002
bersila,-0.1
bersilih,-0.3
bersimbah,-0.3
bersimpuh,0.0
bersinggungan,-0.3
bersipongang,-0.3
bersisalak,-0.4
bersistem,-0.25
bersitegang,0.0
bersiteguh,-0.15000000000000002
bersokom,-0.4
bersuka-suka,-0.3
bersuka-sukaan,-0.3
bersungkawa,-0.3
bersungut,-0.25
bersungut-sungut,-0.315
bersurai,-0.3
bersusah,-0.5
bersusah hati,-0.5
bersusila,-0.06
bertabrakan,-0.4
bertaburan,-0.5
bertahan,0.0
bertaki,-0.3
bertakung,-0.315
bertala-tala,-0.3
bertalun-talun,-0.3
bertambah,-0.5
bertambun,-0.3
bertamu,-0.4
bertandang,-0.4
bertanding,-0.1
bertangkap,-0.3
bertapa,-0.3
bertapakkan,-0.4
bertara,-0.024999999999999994
bertarak,-0.3
bertasyakur,-0.4
bertautan,-0.4
bertebaran,-0.5
bertekak,-0.4
bertekuk lutut,-0.3
bertelanjang,-0.3075
bertele-tele,-0.3
bertelimpuh,-0.3
bertelinga lembut,-0.3
bertelingkah,-0.4
berteman,-0.3
bertemperasan,-0.3
bertempiar,-0.3
bertemu roma,-0.4
bertendensi,-0.3
bertengkar,-0.5
bertengkar mulut,-0.5
bertengkaran,-0.4
bertengking,-0.4
bertentangan,-0.2575
berteraskan,-0.4
berterima,-0.3
bertetesan,-0.3
bertian,-0.3
bertikai,-0.5
bertikai pangkai,-0.4
bertimbal,-0.3
bertimbang,-0.3
bertimpa-timpa,-0.3
bertindak,-0.4
bertindik,-0.3
bertingkat,-0.15000000000000002
bertingkuh,-0.4
bertinju,-0.4
bertitikan,-0.3
bertokok,-0.3
bertolak,-0.2
bertonggakkan,-0.4
bertransformasi,-0.3
bertualang,-0.375
bertubrukan,-0.4
bertudung lingkup,-0.5
bertukar akal,-0.15000000000000002
bertumbangan,-0.3
bertumbuk,-0.4
bertumbukan,-0.4
bertumpuk,0.0
bertunangan,-0.05000000000000002
bertunjangkan,-0.4
berubah akal,-0.2
berubah ingatan,-0.3
berudu,-0.315
berugi,-0.5
berulah,-0.4
berumah tangga,-0.1
berumpun,-0.3
beruntun,-0.3
berurat,-0.25
berurine,-0.3
berus,-0.4
berusuh,-0.5
berziarah,-0.4
berzina,-0.4
besar kepala,-0.375
besar perut,-0.3
besar rabu,-0.3
besi tua,-0.4
besit,-0.2
besot,-0.3
beta,-0.3
betas,-0.3
bete,-0.5
beterbangan,-0.04999999999999999
beterjunan,-0.5
betina,-0.2
beton,-0.2
betung,-0.3
beud,-0.2
bhay,-0.3
biak,-0.3
biang keladi,-0.05000000000000002
biar,-0.09999999999999999
biarawati,-0.3
biarin,-0.3
biarkan,-0.09999999999999999
biarpun,-0.3
bias,-0.2
biasa,-0.08333333333333334
biasin,-0.3
bicu,-0.3
bidah,-0.3
bidai,-0.4
bidas,-0.5
bidik,-0.2
bijaksana,-0.003333333333333327
biji buah,-0.3
biji mata,-0.3
bijih,0.0
biksah,-0.5
bilik,-0.3
bimbang,-0.4075
bimbing,0.0
bimbingan,-0.3
binal,-0.315
binasa,-0.1716666666666667
bingit,-0.4375
bingung,-0.28
bini gelap,-0.5
bir,-0.5
birah,-0.3
birokrat,-0.3
bisa,-0.25
bisain,-0.2
bisik,-0.2
bison,-0.3
bisu,-0.10833333333333335
bisul,-0.4
biut,-0.5
blangko,-0.3
blaster,-0.3
blobor,-0.3
block,-0.4
blokir,-0.3
bloon,-0.3
blur,-0.4
bobol,-0.4
bobot,-0.15
bobrok,-0.375
bobroq,-0.4
bocor,-0.4
bodo,-0.5
bodoamat,-0.4
bodoh,-0.105
bogel,-0.185
bogem,-0.5
bogem mentah,-0.5
bogum,-0.3
bohong,-0.4375
bokek,-0.5
bokep,-0.5
boker,-0.3
boksen,-0.5
bolak,-0.31
boleh jadi,-0.065
boleh juga,-0.3
bolong,-0.275
bolos,-0.3
bolsak,-0.4
bom,0.0
bombastis,-0.04999999999999999
bondong,-0.4
bondot,-0.5
bongak,-0.4375
bonggol,-0.4
bongkah,-0.2
bongkak,-0.1975
bongkar,-0.3
bongkar-bangkir,-0.5
bongkok,-0.21500000000000002
bongkong,-0.3
bongok,-0.16749999999999998
bonyor,-0.375
boong,-0.4
bopong,-0.09999999999999999
borak,-0.4
boro,-0.2
borok,-0.5
boros,-0.5
bosen,-0.4
bosman,-0.4
bosun,-0.4
bot,-0.2
boyak,-0.5
brengsek,-0.375
brokat,-0.4
broker,-0.3
bromocorah,-0.5
brutal,-0.5
bruto,-0.3
buah,-0.04999999999999999
buah bibir,-0.2
buah dada,-0.3
buah hati,-0.3
buah simalakama,-0.3
bual,-0.4
bualan,-0.4
buang,-0.3
buang air,-0.5
buang air besar,-0.5
buang air kecil,-0.3
buang hajat,-0.5
buang nyawa,-0.5
buang-buang air,-0.5
buangan,-0.4
buari,-0.4
buas,-0.4075
buatan,-0.03750000000000003
bubuk,-0.5
bucu,-0.3
budek,-0.3
bufer,-0.3
buhuk,-0.4
bujukan,-0.3
buka,-0.125
bukan,-0.3
bukan-bukan,-0.25
bukannya,-0.3
bukat,-0.3875
bukti,-0.3
bulan,-0.1
bulan gelap,-0.31
bulan-bulanan,-0.4
bulat,-0.3
buletin,-0.3
bulevar,-0.4
bully,-0.5
bulsak,-0.4
buluh,-0.3
bulus,-0.4075
bumpet,-0.31
buncah,-0.5
buncit,-0.3
bunda,-0.1
bundak,-0.3
bundel,-0.5
bunduk,-0.3
bunga,0.0
bunga hati,-0.3
bungkam,-0.15000000000000002
bungsu,-0.3
buntang,-0.4
buntet,-0.2
bunting,-0.3
buntu,-0.3375
buntung,-0.5
bunuh,-0.5
burai,-0.5
buram,-0.3
buras,-0.4
bureng,-0.19
buru,-0.09999999999999999
buru-buru,-0.09999999999999999
buruk,-0.4075
busuk,-0.4125
busut,-0.4
buta,-0.3
buta hati,-0.325
buta warna,-0.375
butek,-0.3
butuh,-0.5
butut,-0.5
buyut,-0.3
bye,-0.3
caba,-0.4
cabar,-0.4
cabau,-0.3
cabe,-0.2
cabean,-0.3
cabik,-0.3
cabuh,-0.3
cabuk,-0.375
cabul,-0.3325
cabut,-0.5
cacat,-0.35000000000000003
cacatan,-0.5
cacau,-0.5
cacauan,-0.4
caci,-0.5
caci maki,-0.5
cacian,-0.5
cacing,-0.4
cacing es,-0.4
cacing gelang-gelang,-0.4
cacing gila,-0.4
cacing gilig,-0.4
cacing ginjal,-0.4
cacing hati,-0.2
cacing hitadid,-0.4
cacing jantung,-0.4
cacing kalung,-0.4
cacing karawit,-0.3
cacing kentar,-0.4
cacing keremi,-0.4
cacing palolo,-0.4
cacing pipih,-0.4
cacing pita,-0.4
cacing rambut kuda,-0.4
cacing tambang,-0.2
cacing tanah,-0.4
cadang,-0.15
cadas,-0.3
cagaran,-0.3
cahari,-0.3
caing,-0.3
cair,-0.20750000000000002
cakap angin,-0.4
cakus,-0.4
calang,-0.315
calar,-0.3
calit,-0.5
campak,-0.4
campakkan,-0.4
camping,-0.3
campur aduk,-0.2
canda,-0.3
candal,-0.5
candala,-0.5
candu,0.0
canggung,-0.3125
cangkul,-0.4
cangkum,-0.3
cantrik,0.0
capai,-0.04999999999999999
capak,-0.4
cape,-0.4
capek,0.0
capik,-0.25
capit,-0.3
caplak,-0.4
caplok,0.0
cari,-0.3
cariin,-0.2
carik,-0.5
caruk,-0.4
carut,-0.5
catak,-0.4
catut,-0.3
cebik,-0.3
cebur,-0.5
cecap,-0.5
cecer,-0.3
ceceran,-0.3
cecunguk,-0.5
cedayam,0.0
cedera,-0.3725
cedih,-0.3
cegah,0.0
cegak,-0.15000000000000002
cegat,-0.3
cek,-0.4
cekah,-0.4
cekak,-0.3
cekang,-0.3
cekat,-0.1
cekau,-0.2
ceker,-0.3
cekluk,-0.4
cekok,-0.3
ceku,-0.5
cekuh,-0.3
cekung,-0.4
cela,-0.4
celaan,-0.5
celah,-0.3
celaka,-0.4275
celampak,-0.3
celekeh,-0.375
celemotan,-0.4
celetuk,-0.5
celih,-0.4
celomes,-0.4
celomok,-0.3875
celonok,-0.3
celopar,-0.4
celoteh,-0.4
celuk,-0.3
cema,-0.5
cemar,-0.4525
cemas,-0.35250000000000004
cemas hati,-0.25
cemat,-0.5
cemberut,-0.4
cembung,-0.3
cemburu,-0.15749999999999997
cemeeh,-0.4
cemeh,-0.4
cemeti dewa,-0.2
cemomot,-0.3875
cemong,-0.4
cemooh,-0.5
cemoohan,-0.4
cempala mulut,-0.5
cempek,-0.4
cempelung,-0.5
cempeng,-0.4
cempera,-0.5
cemplung,-0.15000000000000002
cempung,-0.4
cemuas,-0.4
cena,-0.3
cencala,-0.5
cendala,-0.5
cenderung,-0.2
cengang,-0.09999999999999999
cengeng,-0.325
cengger,-0.3
cengkedi,-0.4
cengkeram,-0.2
cengkerama,-0.2
cengung,-0.3
centang,-0.5
cepol,-0.4
cerabah,-0.5
cerabih,-0.4
ceracam,-0.4
ceracau,-0.4
cerai,-0.4
cerai-berai,-0.5
cerca,-0.4
cercaan,-0.4
cercah,-0.15
cerewet,-0.2825
cerita,-0.1
cerita anak,-0.1
cerita burung,-0.5
