tokoh,title,date,description,Rev1_label
prilly latuconsina,"Prilly Latuconsina Akan Jadi Dosen di Fisipol UGM, Mata Kuliahnya Apa?","Kamis, 22 Sep 2022 14:21 WIB","\-

Aktris Prilly Latuconsina dikabarkan bakal mengajar sebagai dosen praktisi di
UGM tepatnya di Fakultas Ilmu Sosial dan Politik (Fisipol). Prilly disebut
akan mulai mengajar secara _offline_ pekan depan.

""Sudah (terkonfirmasi akan mengajar). Tapi sifatnya memang terbatas ya.
Namanya juga untuk kebutuhan mahasiswa kita ya,"" kata Wakil Dekan Bidang
Akademik dan Kemahasiswaan UGM Poppy Sulistyaning Winanti kepada wartawan,
Kamis (22/9/2022).

Poppy mengatakan Prilly dijadwalkan mulai mengajar pekan depan. Hanya saja,
dia tidak mengetahui berapa kali Prilly akan mengajar.

""Setahu saya mungkin minggu depan ya. Tapi kan namanya dosen tamu hitungannya
kayak dosen tamu ya, jadi kan nggak bisa 14 kali suruh ngajar tergantung
ketersediaan waktunya, disesuaikan dengan topiknya,"" ujarnya.

Lebih lanjut, Poppy menjelaskan Prilly mengajar di Fisipol sebagai bagian
dalam program Kemendikbud yakni Praktisi Mengajar. Prilly mendaftar dalam
program itu untuk kemudian dicarikan universitas yang sesuai dengan kebutuhan
dan keahlian praktisi tersebut.

Di UGM sendiri, Prilly akan mengajar soal kajian selebritas. Kajian ini pun
sebenarnya sudah ada di Departemen Ilmu Komunikasi di Fisipol.

""Nah kebetulan UGM ditawari, lalu saya bilang kenapa nggak. Kebetulan memang
kajiannya yang coba ditawarkan atau diajarkan oleh Mbak Prilly ini kajian
selebritas namanya yang di Ilmu Komunikasi di salah satu Departemen kita juga
ada kajian soal itu,"" jelasnya.

""Sehingga kan ya memang selebritinya yang ngajar kan nggak papa. Dosennya kan
bukan selebriti, jadi pas to. Kan menarik juga kalau praktisi bisa ngajar,""
ungkapnya.

Sejauh ini baru Prilly saja yang bakal jadi dosen praktisi di Fisipol. Ke
depan, tidak menutup kemungkinan ada praktisi lain yang mengajar di Fisipol
jika memang relevan dengan kajian atau studi yang dibahas.

""Harapannya si kalau saya sesederhana bahwa mahasiswa kita terekspose ya.
Terekspose dengan mereka yang memang yang punya keahlian di bidang itu,""
katanya.

""Jadi kan kenapa ini penting untuk situasi sekarang kan karena supaya
mahasiswa terbuka pemikirannnya dan ekspos tadi ya. Tidak hanya dari dosennya
tapi dari mereka yang sudah terjun ke dunia praktisi itu,"" pungkasnya.

  
  
  
[Gambas:Video 20detik]  

 ",1
prilly latuconsina,Ibu Pembuang Bayi di Sungai Surabaya Divonis 6 Tahun Penjara,"Senin, 05 Sep 2022 22:59 WIB","\-

Ketua Majelis Hakim Pengadilan Negeri (PN) Surabaya Khusaini menjatuhkan vonis
6 tahun denda Rp 5 juta subsider 2 bulan penjara kepada ibu pembuang bayi
laki-laki di sungai Wonocolo, Surabaya. Terdakwa Prilly Dwi Enggar Laksono
Binti Andik Tri Laksono (23) tetap meminta hukuman seringan-ringannya.

""Mengadili, menyatakan terdakwa Prilly Dwi Enggar Laksono Binti Andik Tri
Laksono terbukti bersalah secara sah dan meyakinkan melanggar Pasal 80 Ayat
(4) UU RI Nomor 35/2014 tentang Perubahan atas UU RI 23/2002 tentang
Perlindungan Anak sebagaimana diubah menjadi UU RI 17/2016. Menjatuhkan,
hukuman selama 6 tahun denda Rp 5 juta subsider 2 bulan penjara,"" kata
Khusaini saat membacakan amar putusan di Ruang Tirta, PN Surabaya.

Mendengar putusan itu, Prilly menerima. Namun, ia tetap memohon hukuman
seringan-ringannya. Sementara, berkaitan putusan tersebut Jaksa Penuntut Umum
(JPU) Suwarti mengaku menerima putusan hakim.

Prilly Dwi Enggar Laksono (23) selam persidangan tersebut mengakui bahwa
dirinya memang sudah membuang bayi yang dilahirkannya sendiri. Bayi itu dia
akui merupakan hasil hubungan gelap dirinya dengan kekasihnya Abdullo.

Dalam dakwaannya Jaksa Penuntut Umum (JPU) Suwarti mengatakan bahwa terdakwa
terbukti membuang bayi yang telah ia lahirkan dalam keadaan hidup ke selokan
belakang rumahnya sendiri. Tepatnya di Jalan Jemur Ngawinan, Kecamatan
Wonocolo, Surabaya pada 7 Juni 2022 silam.

Prilly mengamini apa yang disampaikan oleh JPU. Ia mengakui bahwa selama
dirinya berpacaran dengan Abdullo, dirinya beberapa kali berhubungan intim
layaknya suami istri. Hubungan itu terjadi sejak September 2021 hingga Maret
2022. Bahkan, mereka kerap melakukannya di hotel.

Hingga akhirnya Prilly tahu bahwa dirinya telah berbadan 2 namun memilih tidak
memberitahu kepada keluarganya dan juga kepada Abdullo, kekasihnya. Sampai
akhirnya lambat laun kandungannya kian membesar hingga 9 bulan.

Kemudian, pada 7 Juni 2022 air ketuban Priply pecah. Seketika ia melahirkan
bayinya di kamar mandi rumahnya tanpa sepengatuhan keluarganya. Saat itu juga
Prilly panik karena bayinya menangis. Seketika ia berinisiatif membuang bayi
tak berdosa itu ke sungai.

""Iya, Bu,"" jawab Prilly dengan lirih saat persidangan yang berlangsung pada 22
Agustus lalu.

Bayi itu sempat menangis ketika Prilly membuangnya ke dalam kali. Letak kali
tempat ia membuang bayi tepat di belakang rumahnya. Sehari berselang, warga
sekitar bernama Ari Wahyudi melihat ada jenazah bayi laki-laki yang masih
lengkap dengan tali pusar yang masih melekat.

Ari menyatakan, pertama kali melihat bayi itu dalam posisi mengambang tak
bernyawa. Selanjutnya, ia melaporkan hal itu ke Polsek Wonocolo. Tak berselang
lama polisi tiba di lokasi dan mendalami temuan bayi itu. Setelah menuntaskan
penyelidikan Polisi pun meringkus Prilly .

""Niat terdakwa (Prilly) melakukan kekejaman terhadap anak kandungnya. Dari
hasil penyelidikan, diketahui terdakwa (Prilly) adalah ibu kandung yang telah
melakukan kekejaman terhadap bayi hingga mengakibatkan meninggal,"" kata
Suwarti dalam surat dakwaannya.

  
  
  
[Gambas:Video 20detik]  

 ",-1
prilly latuconsina,"Prilly Latuconsina Akan Jadi Dosen UGM, Ajarkan Kajian Selebritas","Jumat, 23 Sep 2022 08:35 WIB","\-

Aktris Prilly Latuconsina bakal mengajar sebagai dosen praktisi di Fakultas
Ilmu Sosial dan Politik Universitas Gadjah Mada (Fisipol). Prilly Akan
membawakan materi terkait Kajian Selebritas.

""Nah kebetulan UGM ditawari, lalu saya bilang kenapa nggak. Kebetulan memang
kajiannya yang coba ditawarkan atau diajarkan oleh Mbak Prilly ini kajian
selebritas namanya yang di Ilmu Komunikasi di salah satu Departemen kita juga
ada kajian soal itu,"" jelas Wakil Dekan Bidang Akademik dan Kemahasiswaan UGM
Poppy Sulistyaning Winanti kepada wartawan, Kamis (22/9/2022).

""Sehingga kan ya memang selebritinya yang ngajar kan nggak papa. Dosennya kan
bukan selebriti, jadi pas to. Kan menarik juga kalau praktisi bisa ngajar,""
ungkapnya.

Poppy mengatakan Prilly akan mengajar tatap muka pada pekan depan. Namun belum
ada jadwal tetap karena harus menyesuaikan jadwal Prilly sebagai dosen tamu.

""Setahu saya mungkin minggu depan ya. Tapi kan namanya dosen tamu hitungannya
kayak dosen tamu ya, jadi kan nggak bisa 14 kali suruh ngajar tergantung
ketersediaan waktunya, disesuaikan dengan topiknya,"" ujarnya.

Lebih lanjut, Poppy menjelaskan Prilly mengajar di Fisipol sebagai bagian
dalam program Kemendikbud yakni Praktisi Mengajar. Prilly mendaftar dalam
program itu untuk kemudian dicarikan universitas yang sesuai dengan kebutuhan
dan keahlian praktisi tersebut.

Sejauh ini baru Prilly saja yang bakal jadi dosen praktisi di Fisipol. Ke
depan, tidak menutup kemungkinan ada praktisi lain yang mengajar di Fisipol
jika memang relevan dengan kajian atau studi yang dibahas.

""Harapannya si kalau saya sesederhana bahwa mahasiswa kita terekspose ya.
Terekspose dengan mereka yang memang yang punya keahlian di bidang itu,""
katanya.

""Jadi kan kenapa ini penting untuk situasi sekarang kan karena supaya
mahasiswa terbuka pemikirannnya dan ekspos tadi ya. Tidak hanya dari dosennya
tapi dari mereka yang sudah terjun ke dunia praktisi itu,"" pungkasnya.

  
  
  
[Gambas:Video 20detik]  

 ",1
prilly latuconsina,"Ryosuke Nagasawa, Rekrutan Persikabo yang Pernah Main di Serbia","Sabtu, 04 Jun 2022 08:45 WIB","\-

Persikabo 1973 kembali mendatangkan pemain asing baru. Ryosuke Nagasawa
menjadi rekrutan anyar 'Laskar Padjadjaran' ketujuh untuk mengarungi kompetisi
musim depan.

Kedatangan pemain asal Jepang ini diumumkan manajemen Persikabo 1973 melalui
akun Instagram resmi mereka @officialpersikabo pada Jumat (3/6/2022).

Persikabo mengunggah video kedatangan Ryosuke Nagasawa ke Persikabo 1973
dengan keterangan berbahasa Jepang dan Indonesia.

""Kado dari persikabo untuk bogor. Selamat datang di bogor @naga_naga.44,""
ungkap unggahan tersebut.

Ryosuke Nagasawa menjadi rekrutan anyar Persikabo 1973 ketujuh usai
mendatangkan empat pemain lokal, Saepuloh Maulana dari Mitra Kukar, Ryan
Kurnia dari Arema FC, serta dua eks Persib Bandung Syafril Lestaluhu dan Yandi
Sofyan yang sebelumnya bermain di Persikota Tangerang, klub milik artis Prilly
Latuconsina.

Sebelum mendatangkan Ryosuke Nagasawa, Persikabo 1973 juga diketahui
mendatangkan dua pemain asal Brazil yakni Gustavo Henrique Barbosa Freire
alias Tocantins dari klub Liga Portugal Anadia dan Renan Sgaria Farias yang
sebelumnya main di Liga Malta bersama Zejtun Corinthians.

Ryosuke Nagasawa sendiri diketahui merupakan pemain yang berposisi sebagai
gelandang serang. Dia musim lalu bermain untuk salah satu klub besar di liga
utama sepak bola Serbia, Radnicki Nis.

Pemain berusia 23 tahun ini diproyeksikan untuk mengganti peran Sergey
Pushnyakov, pemain asing asal Belarusia yang didepak manajemen Persikabo 1973.

  
  
  
[Gambas:Video 20detik]  

 ",0
prilly latuconsina,"Gegara Proyek Serial, Prilly Latuconsina Ingin Segera Nikah","Minggu, 22 Mei  2022 06:30 WIB","\-

Aktris Prilly Latuconsina dalam beberapa kesempatan sebelumnya mengungkapkan
bahwa ia tak ingin buru-buru menikah.

Namun karena terlibat dalam proyek series My Lecturer My Husband bersama Reza
Rahadian, aktris berusia 25 tahun itu menyebut ia mengubah prinsip hidupnya.

""Kalau nonton My Lecturer My Husband, jadi pengin nikah. Kayak 'Ya Allah
berikanlah aku jodoh yang kayak Mas Arya' gitu,"" kata Prilly Latuconsina saat
ditemui di kawasan Setiabudi, Jakarta Selatan.

Menurutnya, sosok Mas Arya yang diperankan oleh Reza Rahadian membuatnya ingin
sekali untuk menikah. Bahkan ia rela melepas kariernya.

""Aku kan nggak pernah mau nikah muda ya, tapi nge-preview series ini, kalau
besok ada yang kayak Mas Arya aku mau deh nikah muda. Nggak apa-apa lepasin
karier,"" tutur Prilly Latuconsina.

Baik Prilly dan Reza Rahadian memang pernah beradu peran dalam My Lecturer My
Husband musim pertama dan membuat netizen dengan kompak menjodohkan keduanya.

Menanggapi hal tersebut, Prilly mengaku senang karena duetnya dengan Reza
Rahadian ternyata dapat diterima dengan baik oleh para penonton dan
meninggalkan kesan yang baik.

""Pasti aku senang kalau netizen menjodoh-jodohkan. Karena itu artinya aku sama
Kak Reza berhasil kan. Aku sama Kak Reza tuh couple yang nggak disangka-sangka
orang. Tapi ternyata malah bikin masyarakat baper sama kita,"" ungkap Prilly
Latuconsina.

Sementara itu, Reza Rahadian tak mempermasalahkan jika warganet menjodoh-
jodohkannya dengan Prilly Latuconsina.

""Senang-senang saja, nggak masalah. Orang mau ngomong apa saja bebas sih.
Suka-suka saja,"" ujar Reza.

""Ya apapun bisa terjadi. Kita nggak pernah tahu ke depannya. Menurut saya,
Prilly bertalenta, menginspirasi, pintar, pekerja keras, cantik, personality-
nya bagus banget. Saya suka personality-nya,"" imbuhnya.

 ",0
prilly latuconsina,"Prilly Latuconsina Ngaku Sedih, Kangen Sosok Opa saat Lebaran","Sabtu, 30 Apr 2022 15:04 WIB","\-

Prilly Latuconsina menjadi salah satu selebriti yang merayakan Lebaran. Prilly
mengakui Lebaran tahun ini agak sedih karena sang kakek telah tiada.

""Wah nggak ada (seneng-seneng), baru kehilangan Opa kan, jadi bukannya nggak
semangat, cuma kayak _the light of the family_ baru aja pergi, _just passed
away_ ,"" katanya Prilly Latuconsina di kawasan Sudirman, Jakarta Selatan.

Aktris kelahiran 15 Oktober 1996 itu mengaku saat masih ada sosok Opa, setiap
kali merayakan Lebaran selalu terasa meriah. Pasalnya, kakeknya itu gemar
menyanyi dan kerap mengajak saudara-saudara untuk berdendang bersama-sama.

""Dan yang biasanya yang merayakan Lebaran banget yang nyusun acara, nyanyi-
nyanyi. Itu kan semua Opa. Opa yang manggil organ tunggal, yang ngumpulin
keluarga, semua Opa. Sekarang Opanya pergi tuh jadinya tetep semangat
merayakan Lebaran, cuma semuanya jadi beda aja,"" kata Prilly.

Sementara itu disinggung apa yang dikangeni ketika masih ada sang Opa, Prilly
akui kakeknya selalu mengajak kumpul di hari Lebaran. Namun Prilly kini
berusaha membuat sang Oma agar tak bersedih.

""Semuanya Opa tuh kayak EO di keluarga ya. Dia yang inisiasi untuk kita semua
ngumpul. Nggak ada dia jadi kayak lemes ini semuanya, nggak ada yang nanya-
nanyain, nggak ada yang bikin acara gitu. Tapi aku juga lagi berusaha mengatur
aktivitas yang ada supaya Oma nya nggak sedih,"" imbuhnya.

""Kalau tiba-tiba semua beda, semua anak-anaknya lemes dan nggak semangat
takutnya Oma jadi sedih kan. Jadi kita lagi berusaha untuk tetap semangat,""
pungkasnya.

  
  
  
[Gambas:Video 20detik]  

 ",-1
prilly latuconsina,Prilly Latuconsina Berusaha Hibur Oma saat Kumpul Keluarga di Hari Lebaran,"Sabtu, 30 Apr 2022 17:03 WIB","\-

Prilly Latuconsina masih bersedih atas meninggalnya sang kakek. Namun
disinggung saat hari raya Lebaran nanti, apakah Prilly akan berziarah ke makam
Opa-nya, dia mengaku masih belum tahu.

""Kayaknya nggak mungkin karena beberapa keluarga sudah punya keluarga masing-
masing,"" kata Prilly Latuconsina di Kawasan Sudirman, Jakarta Selatan.

""Pasti Lebaran pertama ada yang ikut keluarga suami masing-masing, keluar
kota. Mungkin lebaran ketiga,"" sambungnya.

Prilly juga mengakui, dia bersama keluarga besarnya akan berziarah ke makam
Opa. Namun masih menunggu ketika keluarganya berkumpul lengkap.

""Pokoknya week pertama kita akan cari tanggal di situ biar bisa semuanya.
Karena kita pengin kompakan semuanya ke sana dan kuburan Opa kan jauh, jadi
agak keluar kota. Jadi bener-bener nunggu semuanya bisa,"" bebernya.

Ketika ditanya awak media, apakah Prilly akan berlebaran di rumah neneknya
atau di kediamannya sendiri?

""Nggak tahu, belum tahu,"" jawabnya singkat.

""Emang bener-bener nggak ada rencana sih tahun ini. Masih berduka. Jadinya
masih nggak tahu mau di rumah atau menghibur Oma di rumah sana, atau keluar
kota ya masih belum tau,"" tukasnya.

  
  
  
[Gambas:Video 20detik]  

 ",-1
prilly latuconsina,Cerita Prilly Latuconsina Punya Kebun Sayur dan Buah,"Sabtu, 30 Apr 2022 21:40 WIB","\-

Selain sebagai seorang aktris dan entertainer, Prilly Latuconsina juga punya
profesi lainnya. Dia pun kini rajin berkebun dan menjadi seorang tukang kebun.

Di samping kediaman pribadinya, Prilly mengaku membeli sejumlah lahan yang
digunakan untuk merawat tanaman buah dan sayur miliknya.

Hal tersebut diungkapkan Prilly Latuconsina saat berjumpa dengan awak media di
kawasan Sudirman, Jakarta Selatan.

""Kalau itu jujur, aku ada tukang kebun sih, jadi emang nggak aku yang urus
100%, ada tukang kebun yang urusin. Cuma enak aja kalau panen kan, kita
makanannya semuanya sehat,"" kata Prilly Latuconsina.

Dia mengatakan di lahan kebunnya tersebut, ada banyak tanaman yang ditanam.
Mulai dari sayur-sayuran, buah-buahan, singkong, cabai, jagung, sampai jeruk
dan pepaya.

""Banyak banget. Ada segala sayur, buah, singkong, cabe, jagung, sayuran, buah
ada jeruk, jambu, pisang, pepaya. Banyak banget,"" tambahnya.

Prilly juga akui belum berniat menambah lahan kebun. Pasalnya untuk
menghabiskan panennya kadang dia bingung.

""Belum kepikiran karena itu aja udah lebih dari cukup. Kalau panen itu banyak
banget, ngabisinnya malah bingung,"" ungkapnya.

""Kalau pengin punya kebun yang lebih besar. Pengin banget, kayak bener-bener
satu ladang kebun sendiri. Cuma belum dapat lahan ladangnya, tanahnya dan
menurut aku segitu udah cukup,"" bebernya.

Memang untuk hasil panen, Prilly akui dibagi kepada para tetangga dan saudara.
Sehingga dia bersyukur bisa berbagi.

""Banyak banget hasil panennya. Alhamdulillah kalau panen tetangga-tetangga
yang ambilin, ngasih ke saudara-saudara, ngasih ke temen-temen. Jadi
Alhamdulillah bisa berbagi dari hasil kebun,"" ungkapnya.

Di sisi lain, jika ad waktu luang Prilly akui senang berkebun. Kemudian hasil
panennya dia konsumsi sendiri.

""Kalau nggak syuting aku pasti ke kebun sih, soalnya aku seneng nyabut-
nyabutin sayurnya, hasil panen, terus masak pake hasil panen sendiri karena
organik, jadi rasanya lebih seger,"" bebernya.

  
  
  
[Gambas:Video 20detik]  

 ",1
prilly latuconsina,"Prilly Latuconsina Main Game Duckie Land, Berharap Bisa Hasilkan Cuan","Jumat, 29 Apr 2022 08:25 WIB","\-

Prilly Latuconsina memiliki karakter bebek di game Duckie Land. Rupanya hal
itu salah satu bentuk dukungan Prilly untuk game lokal NFT hasil karya anak
bangsa.

""Duckie Land game yang berkualitas karya anak bangsa perlu di dukung teman-
teman. Teman-teman lihat karakter bebek aku. Dan nantinya aku akan mainin
karakter ini di game Duckie Land,"" kata Prilly Latuconsina di kantor Indodax
Indonesia, Kawasan Sudirman, Jakarta Selatan pada Kamis (28/4/2022).

Prilly yang mengaku baru suka bermain game berharap dapat menjadi jago.
Pasalnya game ini dapat mengasilkan koin kripto.

""Doakan semoga aku bisa jago, biar aku bisa banyak koinnya. Dan harapan aku
semoga aku bisa memperkenalkan ke teman-teman bahwa di Indonesia itu ada game
NFT yang berkualitas yang bisa dimainin. Kita mainin di sela-sela kerja kita
bisa menghasilkan,"" bebernya.

Sementara itu Oscar Darmawangsa, CEO Indodax Indonesia mengatakan game kripto
ciptaan anak bangsa berpotensi besar untuk menghasilkan devisa. Pasalnya
Indonesia memiliki sumber daya yang kuat di bidang blockchain yang memiliki
kualitas ekspor yang diminati masyarakat luas yang kini makin berkembang.

""Jadi perkembangan kripto di Indonesia sangatlah menarik jadi pertama kali
kita main, kita kenal di tahun 2013 juga 2018. Kita tahu market di Indonesia
cuma jadi konsumen bagian daripada pembeli token-token kripto yang ada di luar
negeri tapi kita bisa melihat dua tahun terakhir masyarakat banyak membuat
proyek di bidang blockchain,"" kata Oscar.

""Memang tidak dipungkiri pada 2018- 2020 blockchain yang buat sifatnya sangat
sederhana. Tapi kita bisa kita lihat setahun terakhir salah satunya Duckie
Land banyak proyek yang berkualitas blockchain dan secara untuk dikonsumsi
masyarakat luas,"" beber Oscar dalam kesempatan yang sama.

Oscar juga menambahkan Indonesia memiliki potensi besar untuk mengekspor token
kripto di pasar internasional.

Sementara itu Febrian Pottanobu, CEO Duckie Land mengatakan game ini sudah
mengarah ke metaverse. Nantinya player dapat mendapatkan sensasi yang lebih
nyata dalam bermedia sosial.

""Kenapa kita arahnya metaverse karena kita tau perkembangan dunia digital dari
awal adanya FB, Twitter, semakin berkembang, mulai lama kelamaan bentuknya
gambar. Nah perilaku manusia tidak gampang puas, dari gambar tersebut, dari
gambar ke video, gambar bergerak seperti YouTube, TikTok. Kita percaya pengen
yang lebih masuk ke dunia digital tersebut,"" kata Febrian Pottanobu.

""Nah maka dari itu, kita melihat metaverse lebih ke arah media sosial
tersebut. Playernya bisa masuk ke dunia itu merasakan sensasi dan pengalaman
di dalam game secara nyata. Kita secara progam sudah ready, namun masih
menunggu waktu yang tepat untuk diluncurkannya,"" tukasnya.

  
  
  
[Gambas:Video 20detik]  

 ",1
prilly latuconsina,"MPR-BPIP Bikin Lagu soal Pancasila, Promosi Gaet Influencer","Senin, 25 Apr 2022 20:16 WIB","\-

Ketua MPR RI Bambang Soesatyo akan memproduksi Hymne Pancasila 'Jiwaku adalah
Pancasila' dan Lagu 'Pancasila Edukasi'. Lagu itu akan diproduksi bersama
Kepala Badan Pembinaan Ideologi Pancasila (BPIP) Yudian Wahyudi, Gubernur
Lembaga Pertahanan Nasional Andi Widjajanto dan Yayasan Generasi Lintas Budaya
(GLB) pimpinan Raja Asdi dan Olivia Zalianty.

Tak hanya itu, akan ada juga lomba vokal dan visualisasi lagu 'Pancasila
Edukasi' antar desa, dengan tajuk Membumikan Pancasila, Mengabadikan
Indonesia.

Bamsoet memaparkan berdasarkan data Direktorat Jenderal Kependudukan dan
Pencatatan Sipil (Dukcapil) Kementerian Dalam Negeri, di Indonesia terdapat
83.381 desa/kelurahan yang tersebar di 34 provinsi di seluruh Indonesia.

Jika seluruh desa bisa berpartisipasi, maka akan ada 83.381 tipe vokal dan
visualisasi lagu 'Pancasila Edukasi' yang dibuat para milenial desa, dengan
memanfaatkan kearifan lokal dan kekayaan seni budaya masing-masing desanya.

Menurut Bamsoet, kegiatan tersebut merupakan bagian dari cara kreatif MPR RI,
BPIP, dan Yayasan Generasi Lintas Budaya dalam memasifkan nilai-nilai
Pancasila kepada generasi muda bangsa. Lagu 'Pancasila Edukasi' berisi pesan
kebangsaan tentang pentingnya nilai-nilai Pancasila diterapkan dalam berbagai
sendi kehidupan berbangsa, bernegara, dan bermasyarakat.

""Rencananya kita juga akan libatkan anak-anak muda kreatif yang aktif di
berbagai platform media sosial, seperti Atta Halilintar, Irfan Hakim, Raffi
Ahmad, maupun berbagai influencer lainnya. Pelibatan mereka sangat penting,
karena dengan kekuatan digital yang masing-masing dimiliki para influencer
tersebut, bisa memberikan dampak yang signifikan kepada berbagai kalangan,""
ujar Bamsoet dalam keterangannya, Senin (25/4/2022).

Usai menerima Kepala BPIP Yudian Wahyudi, Ketua DPR RI ke-20 ini menjelaskan,
kick off informasi teknis lebih lanjut tentang Lomba Vokal dan Visualisasi
lagu 'Pancasila Edukasi' rencananya dilakukan pada Juni 2022.

Setelah itu, para peserta yang berminat mengikuti lomba bisa mengupload vokal
dan visualisasi lagu 'Pancasila Edukasi' versi mereka ke channel Youtube
mereka masing-masing. 50 peserta terbaik akan dipilih dewan juri untuk kembali
berkompetisi, hingga terpilih 10 besar yang akan masuk ke babak grand final.

""Para Dewan Juri direncanakan terdiri dari berbagai kalangan. Antara lain,
Slamet Rahardjo, Ndoro Kusumo, Marcella Zalianty, Reza Rahadian, Cinta Laura,
Prilly Latuconsina, Shanna Shannon, hingga Erwin Gutawa. Puncak acara
pengumuman pemenang rencananya akan dilakukan pada 30 Desember 2022, sebagai
bagian dari peringatan Hari Pluralisme. Sepanjang Juni hingga Desember 2022,
di setiap bulannya kita akan buat live event menarik terkait lomba tersebut,""
jelas Bamsoet.

Wakil Ketua Umum Partai Golkar ini menerangkan, melalui lomba tersebut
diharapkan dapat mendorong kreativitas generasi milenial dalam memahami
falsafah dan nilai-nilai Pancasila, berlandaskan kearifan budaya lokal
setempat. Sekaligus meningkatkan kepekaan serta kepedulian milenial di dalam
kehidupan bermasyarakat, berbangsa, dan bernegara.

Bamsoet menuturkan kegiatan tersebut juga dalam rangka mempersiapkan generasi
muda yang mempunyai karakter kuat, berjiwa Pancasila dan berhati Indonesia,
dalam menyongsong Indonesia Emas 2045. Mengingat saat ini bangsa Indonesia
telah menginjakan kaki pada periode Bonus Demografi dalam menyongsong
Indonesia Emas 2045.

""Diperkirakan jumlah penduduk Indonesia pada tahun 2045 akan mencapai 319 juta
jiwa. Dari jumlah tersebut, sekitar 70 persennya, atau sebanyak 223 juta jiwa
adalah kelompok usia produktif yang didominasi kaum muda, yang akan menjadi
tulang punggung pembangunan nasional,"" pungkas Bamsoet.

Turut hadir dalam pertemuan tersebut jajaran dari BPIP, antara lain Sekretaris
Utama Karjono, serta Deputi Bidang Hubungan Antar Lembaga, Sosialisasi,
Komunikasi, dan Jaringan Prakoso. Hadir pula dari Yayasan Generasi Lintas
Budaya (GLB) antara lain Penanggung Jawab Raja Asdi dan Ketua Olivia Zalianty.

 ",1
prilly latuconsina,Prilly Latuconsina Jadikan Mendiang Kakek Inspirasi dalam Bekerja,"Jumat, 15 Apr 2022 17:01 WIB","\-

Prilly Latuconsina masih berduka usai sang kakek meninggal dunia. Meski
begitu, secara profesional, Prilly sudah kembali bekerja.

Memang digambarkan Prilly, sang kakek adalah sosok pekerja keras. Bahkan
hingga akhir hayatnya, kakeknya masih mendedikasikan untuk bekerja.

""Iya ini balik kerja lagi ya dengan perasaan yang masih berduka. Tapi karena
Opa aku itu sosok pekerja keras banget, dia di akhir hayatnya pun masih
bekerja dari awal sampai akhir hayatnya mendedikasikan hidupnya untuk bekerja
untuk keluarga,"" kata Prilly Latuconsina di XXI Epicentrum, Jakarta Selatan.

Lantas Prilly pun tak mau larut dengan kesedihan. Dia pun memilih menjalani
pekerjaan.

""Jadi aku yakin kalau aku nangis-nangis di rumah kayak cancel pekerjaan, dia
pasti akan sedih. Makanya aku berusaha kuat hari ini,"" ungkapnya.

Memang selama hidup, Prilly menyebut sang kakek termasuk sehat dan giat
bekerja. Bahkan menurut Prilly, dirinya sangat mirip dengan opanya, contoh
kecilnya suka menulis puisi.

""Dia itu kayak aku banget. Pokoknya kerja, kerja, kerja, workaholics banget.
Mama papa aku kan nggak terlalu begitu, makanya mama papa aku kayak ini kamu
turunan siapa ya mau kerja, suka belajar, bikin puisi, nah itu semua nurunnya
dari opa. Opa itu suka nulis puisi, aku nulis puisi. Dia tiap hari kerja, aku
kayak gitu. Jadi kayak sosok Prilly yang sekarang itu terinspirasi dan
keturunannya dari dia gitu,"" papar Prilly.

Untuk sakit sang opa, Prilly menyebut terkena stroke. Prilly pun heran bahkan
shock mengetahui hal tersebut.

""Shock banget ya. Karena dia itu sehat banget kayak setiap hari main golf,
kayak olahraga, terus nggak ada masalah, masih segar bangetlah. Terus tiba-
tiba dikabarin stroke kayak 'Hah kok bisa? Perasaan pola hidupnya sehat' gitu.
Tapi balik lagi, namanya takdir ya jadi kita nggak tahu,"" paparnya.

""Belum lama sih sakitnya. Tapi aku bersyukur nggak dibikin lama sakitnya, jadi
dia nggak terlalu lama ngerasain. Awalnya karena stroke, habis itu komplikasi
saja jadi ke semua,"" pungkasnya.

 ",-1
