word,big
asrama,0.6
asri,0.4
assalamualaikum,0.6
astaga,-0.4
astagfirullah,-0.4
astagfirulloh,-0.8
astaghfirullah,-0.6
astronaut,1.0
asuh,0.3
asumsi,-0.6
asusila,-1.0
aswad,-0.8
atas,-0.4
atasan,0.6
ateisme,-1.0
atensi,0.4
aterosklerosis,-1.0
ati,-0.2
atlet,0.5
atletis,0.5
atom,0.55
atraktif,0.4
atresia,-0.6
atribut,-0.6
atrophia,-1.0
atuh,-0.2
atur,0.4
atut,-0.4
aur,-0.6
aura,1.0
aurat,-0.4
aus,-1.0
auta,-0.8
autentik,0.8
autopsi,-1.0
avatar,1.0
awa-,-0.6
awal,0.2
awan kelabu,-0.6
awas,-0.5333333333333333
awat,1.0
awet,0.8
awi,-0.6
awur,-0.8
awut,-0.8
awut-awutan,-1.0
ay,1.0
aya,0.6
ayahanda,0.2
ayal,-0.6
ayat,-0.8
ayo,0.8
ayun,-0.3
ayunan,0.3
azab,-1.0
azamat,0.8
azimat,-0.4
aziz,0.4
bab,-0.8
babak,-0.8
babak belur,-1.0
babar,-0.2
babaran,0.6
babe,0.6
babi,-0.9
babil,-0.8
bablas,-1.0
babon,-1.0
babu,-1.0
baby,0.4
baca,0.3
bacar mulut,-0.8
bacok,-0.8
bacot,-0.4
bad,-0.8
badai,-0.8166666666666667
badan,-0.6
badmood,-0.8
badung,-0.8
badut,1.0
bagaimana pun,-0.4
bagak,1.0
bagal,-0.8
bagas,1.0
bagi,-0.4
bagian,-0.8
baginda,-0.3
bagus,0.4666666666666666
bagus sekali,1.0
bagusan,0.4
bah,-0.6
bahadur,1.0
bahaduri,0.8
bahagia,0.6
bahala,-0.6
bahan,-0.6
bahas,0.4
bahasa,-0.8
bahasan,0.2
bahaya,-1.0
bahenol,1.0
bahkan,-1.0
bahlul,-1.0
bahtera,-0.6
bahu,1.0
baiat,-0.6
baik,0.5333333333333333
baik-baik,0.3
baiklah,0.4
baiknya,0.2
bain,0.3
bait,-0.6
bajak,-0.8
bajak laut,-1.0
bajik,0.8
bajing,-0.5
bajingan,-1.0
baju,0.4
baju zirah,1.0
bakar,-0.3
bakat,0.6
bakh,0.8
bakir,0.8
baksis,0.4
baktau,-1.0
bakteri,-1.0
bakti,0.8
baku,-0.3
bal,-0.5
bala,-1.0
bala bantuan,0.5
bala bencana,-1.0
balai,-0.6
balairung,-0.6
balas,-0.5333333333333333
balasan,0.6
balela,-0.8
bales,-0.6
balesnya,-0.4
balet,1.0
balik,-0.6
balik adab,-1.0
balik akal,-0.8
balik gagang,-1.0
balkon,-0.6
balok,1.0
balsem,1.0
balung,-0.8
balur,-0.8
bambu,-0.6
bambung,-0.6
banal,-0.6
banat,-0.8
bancang,-1.0
banci,-1.0
bandang,-0.8
bandar,-0.8
bandel,-0.75
banding,0.3
bandit,-1.0
bando,-0.8
bandung,-0.2
bang,-1.0
bangan,-0.3
bangang,-0.6
bangbung,-0.8
banger,-1.0
banget,0.2
bangett,-0.4
bangga,0.8
bangkai,-0.9
bangkang,-0.8
bangkit,-0.4
bangkit selera,0.6
bangkot,-0.8
bangkrut,-1.0
bangku,-0.3333333333333333
bangle,-0.8
bangsal,-0.6
bangsat,-1.0
bangsawan,0.4666666666666666
bangunan,0.5
banjir,0.4
banshee,-1.0
bantah,-0.6
bantah-bantah,1.0
bantai,-1.0
bantal,1.0
bantalan,0.55
bantar,-0.8
banteng,-0.6
bantet,-0.6
banting,-0.3
bantu,-0.4
bantuan,0.5
bantuin,0.6
banyak,0.26666666666666666
banyak akal,0.6
banyak bicara,-0.6
banyak cakap,-0.8
banyak cincong,-0.8
banyak mulut,-0.8
banyak omong,-0.8
banyaknya,0.6
banyol,-0.6
banyolan,0.6
bapa,0.6
bapanda,0.6
bapang,0.6
baper,-0.4
baperan,-0.8
bapet,-0.8
baptisan,1.0
bara,-0.3
barang,0.3333333333333333
barang selundupan,-1.0
barbar,-1.0
barbarisme,-1.0
bareng,0.3
baret,-0.6
barikade,-1.0
baring,0.4
baris,-1.0
barkas,-1.0
barua,-1.0
barut,-0.6
barzakh,-0.8
basah,-0.3333333333333333
basi,-0.75
baskom,-0.8
basmi,-1.0
bastar,-0.4
batak,-1.0
batal,-1.0
batalion,-1.0
batang,-0.8
batas,-0.4666666666666667
batas (waktu),0.3
batas waktu,-0.6
batasan,0.6
batel,-0.8
baterai,-0.8
batil,-0.8
batu,0.24444444444444446
batu berdahak,-0.8
batu delima,1.0
batu loncatan,-0.6
batu sandungan,-1.0
batu tulis,1.0
batuan dasar,1.0
batuk,-0.9
batuk darah,-0.8
batuk kecil,-0.8
batuk kering,-0.6
batuk lelah,-0.8
batuk-batuk,-0.8
batung-batung,-0.8
bau,-0.7333333333333334
bau kencur,-0.8
bau tanah,-0.4
bausuku,0.6
bawa,-0.3
bawaan,0.3
bawah,-1.0
bawahan,-0.5
bawain,-0.6
bawel,-0.8
baya,-0.8
bayang,0.4
bayang-bayang,0.6
bayangan,0.6
bayangkara,0.6
bayar,-0.3
bayi,0.5
bayonet,-1.0
bayu,-0.8
beasiswa,0.5
bebal,-0.6
beban,-0.6666666666666666
bebas,-0.4
bebat,-0.6
bebel,-1.0
beber,0.3
bebodoran,0.4
becak,-1.0
becek,-0.8
becus,-0.4
beda,-0.4
bedah,0.3
bedegap,0.3
bedegong,-0.8
bedel,-0.8
bedeng,-0.6
bedol,-0.8
begadang,-0.6
begah,-0.4
begak,-0.6
begal,-1.0
begana-begini,-0.8
begini,-0.2
beginian,-0.6
begitu banyak,1.0
begitu saja,-0.7
begu,-0.8
beguk,-0.8
begundal,-0.6
bejat,-1.0
bekal,0.6
bekam,-1.0
bekap,-0.6
bekas,-0.3666666666666667
bekas luka,-1.0
bekerja,0.3333333333333333
bekerja keras,-0.5
bekerja sama,0.6666666666666666
bekicot,-0.8
belagu,0.8
belah,-1.0
belah ketupat,-0.8
belahan jiwa,-1.0
belai,-0.8
belaian,-0.6
belain,-0.4
belajar,0.8
belaka,-0.2
belakang,-0.3333333333333333
belalang,-0.5
belam,-0.6
belang,-1.0
belanja,0.4666666666666666
belas,-0.3
belas kasihan,1.0
belasungkawa,1.0
belati,-0.65
belatung,-1.0
belembang,-1.0
belendung,-0.6
belenggu,-0.8
belerang,-1.0
beleter,-0.8
beli,-0.3
belia,-0.4
beliin,-0.2
belikan,-0.2
beling,-0.2
belingsat,-0.8
belinjo,-0.6
belis,-0.8
belit,-0.6
belitan,-1.0
beloh,-1.0
belok,0.6
belom,0.1
beloon,-0.6
belot,-1.0
belu-belai,-0.8
beludru,1.0
belukar,0.6
belulang,-0.6
belum dewasa,-1.0
belum dibayar,-1.0
belum dicuci,-1.0
belum lahir,-1.0
belum selesai,-1.0
belum tahu,-1.0
benah hati,-0.6
benak kepala,0.3
benang raja,0.8
benar,0.4666666666666666
benar-benar,0.4
bencana,-0.9
bencat,-1.0
benci,-0.6666666666666666
bencong,-1.0
bendel,-1.0
bendera,0.5
benderang,-0.6
bendoro,-0.8
bendu,-0.8
bendung,-0.6
bener,0.3
beneran,0.6
bengal,-0.8
bengap,-0.6
bengis,-1.0
bengkak,-0.9
bengkak hati,-0.6
bengkerap,-0.8
bengkok,-0.8
bengok,-0.8
benguk,-0.4
bening,-0.8
benjut,-0.8
bentak,-1.0
bentakan,-1.0
bentan,-0.8
bentang,-0.3
benteng,0.1666666666666666
benteng pertahanan,1.0
bentrok,-1.0
bentrokan,-1.0
bentuk,0.8
bentukan,0.6
bentul,-0.6
bentur,0.2
benyot,-0.8
beol,-1.0
bepergian,0.35
beperkara,-0.8
beracun,-1.0
berada,0.8
beradab,1.0
beradu,-0.8
beradu lidah,-0.6
beradu mulut,-0.8
beraduk,-0.6
berafiliasi,1.0
beragam,-0.4666666666666667
berahi,0.5
berair,-0.35
berak,-0.8
berak air,-0.8
berakal,0.8
berakar,0.4666666666666666
berakhir,-0.5
berakhlak,-0.8
berakibat,0.6
berakidah,0.8
beralas,0.8
beralasan,-0.8
beralaskan,-0.8
beralih,-0.6
beralih bentuk,-0.6
berambu-rambu,-0.8
beramuk,-0.8
beramuk-amukan,-0.8
beranak,0.6
beranak bercucu,-0.6
beranak cucu,-0.6
beranak pinak,-0.6
beranak-pinak,0.4
beranang,-0.6
beranda,-0.3
berandalan,-1.0
berang,-1.0
berangai,-1.0
berangan,-0.6
beranggar lidah,-0.6
berangkal,-0.6
berangkat,-0.8
berangsang,-1.0
berangsur,-0.6
berani,0.6666666666666666
beranjak,-0.6
berantak,-0.8
berantakan,-1.0
berantara,-0.6
berantem,-0.8
berapat-rapat,-0.6
berapit,-0.8
beraras,0.8
berarti,0.2
berasa,-0.4
berasak,-0.6
berasal,-0.6
berasimilasi,-0.6
berat,-0.375
berat ekor,-0.8
berat hati,-0.8
berat kepala,-1.0
berat otak,-0.8
berat pinggul,-0.4
berat tangan,-0.8
berat telinga,-0.6
berat tulang,-0.8
beraturan,0.8
berawa,-1.0
berawan,-0.6
berbabil,-0.8
berbadan dua,-0.6
berbagai,0.6
berbagai macam,0.6
berbagi,0.4
berbahagia,0.4
berbahaya,-0.9
berbakat,0.48888888888888893
berbakti,-0.6
berbalik,-1.0
berbanding,-0.6
berbantah,-1.0
berbantahan,-0.6
berbaring,0.5
berbaris,1.0
berbau,-0.5
berbayar,-0.6
berbecak-becak,-0.6
berbeda,-0.4714285714285714
berbelit-belit,-0.8
berbenak,0.6
berbentuk,0.6
berbenturan,-0.8
berbetulan,0.6
berbiak,-0.6
berbicara,-0.4666666666666667
berbisa,-1.0
berbobot,0.4
berbohong,-0.9
berbondong-bondong,-0.6
berbuah,0.4
berbuat dosa,-1.0
berbuat salah,-1.0
berbudi luhur,1.0
berbudi pekerti yang baik,0.6
berbulu,-0.3333333333333333
berbulu halus,1.0
berbunga,0.6
berbunga-bunga,1.0
berburu,-0.6
berburuk,-0.8
berbusana,0.8
bercahaya,0.8
bercak,-1.0
bercakar-cakaran,-0.8
bercanda,-0.4
bercaran,-0.8
bercat,-0.6
bercedera,-0.8
bercekak,-0.6
bercekcok,-0.8
bercekit,-0.8
bercelah,-0.6
berceloteh,0.5
bercempera,-1.0
bercengkerama,-0.4
bercerai-berai,-1.0
bercermin,0.8
bercikun-cikun,-1.0
bercinta,0.5
bercintaan,-0.6
bercita rasa,0.6
bercita-cita,1.0
bercokol,-0.4
bercorak,-0.6
bercucuran,-1.0
bercumbu,-0.8
bercumbu-cumbu,-0.6
bercumbuan,-0.6
bercura,-0.8
berdagang,0.6
berdakwa,-0.8
berdalih,-0.8
berdampingan,-0.6
berdandan,0.8
berdansa,-0.4
berdarah,-0.5
berdarah dingin,-0.8
berdarah murni,1.0
berdasarkan,-0.8
berdaulat,-0.6
berdaya,0.6
berdaya guna,0.8
berdebar,-1.0
berdebat,-1.0
berdedikasi,-0.6
berdekatan,-0.8
berdekus,-0.6
berdendang,0.8
berdengung,-0.55
berdengus,-0.6
berdenyut,-0.5333333333333333
berderajat,0.8
berderit,-1.0
berderum,-0.8
berdesakan,-0.6
berdesir,-0.4
berdiam,0.4
berdikit-dikit,-0.6
berdisiplin,0.8
berdoa,0.6
berdompol,-0.8
berdosa,-0.8
berdua,0.2
berduaan,-0.6
berduit,0.8
berduka,-1.0
berduri,-0.4
berdusta,-0.8
berduyun-duyun,-0.6
berebut,-0.5
beredak,-1.0
beredar,0.4
beregu,-0.6
berembuk,0.6
berenang,1.0
berengsaan,-0.8
berengsek,-1.0
berenti,-0.6
berfaedah,0.8
bergabung,-0.4
bergadang,-0.8
bergaduh,-1.0
bergairah,0.5333333333333333
bergajul,-1.0
bergamat,0.8
bergamit,-0.6
berganda,-0.6
berganduh,-0.6
berganggang,-0.6
bergantung,0.5666666666666667
bergas,0.5
bergaul,-0.6
bergaung,-0.6
bergaya modern,1.0
bergejolak,-0.8
bergelanggang,-0.3
bergelegak,-0.6
bergelora,0.2
bergelut,0.5
bergema,-0.4
bergemam,-0.6
bergembira sekali,1.0
bergembung,-0.6
bergeming,0.2
bergemuruh,-0.6
bergengsi,0.8
bergerak,0.25
bergerombol,-0.8
bergerombolan berkawanan,-0.8
bergesek,-0.6
bergesel,-0.6
bergeser,-0.8
bergetar,-0.3
bergigi,0.6
bergizi,0.5
bergolak,-1.0
bergolongan,0.8
bergontok,-0.8
bergosok,-0.6
bergosokan,-0.6
bergoyah,-0.8
berguam,-0.8
berguguran,-0.6
bergulat,-0.8
bergulir,-0.6
bergumam,-0.8
bergumul,-0.8
berguna,0.6666666666666666
berguncang,-1.0
bergundang,-1.0
bergurau,-0.8
bergurau senda,-0.8
berguru,0.6
berguyub,-0.6
berhajat,0.4
berhala,-0.8
berhamburan,-1.0
berhandai-handai,-0.6
berhantaran,-1.0
berhantu,-1.0
berhanyut,-0.8
berharap,0.4
berharga,0.8
berharta,0.8
berhasil,0.8
berhasrat,0.8
berhati walang,-0.6
berhati-hati,0.3
berhelat,-0.8
berhenti,-0.5714285714285714
berhenti (tugas),-0.4
berhias,1.0
berhikmah,0.4
berhimpun,-0.8
berhujah,-0.8
berhuruf,1.0
beri,0.2
beri (uang),-0.4
beri uang,-0.4
beribadat,0.4
berikhtiar,0.6
beriktikad,0.4
berilmu,0.8
beriman,0.6
berimbas,0.6
berimbuh,0.2
berimprovisasi,1.0
beringas,-0.8
beringat,-0.6
beringsut,-0.6
berinovasi,1.0
berirama,0.9
berisik,-1.0
berisiko,-1.0
beristirahat,0.3
berita,-0.8
berita kematian,-1.0
berjaga-jaga,0.2
berjarak,-0.8
berjasa,0.8
berjatuhan,-0.3
berjauh hati,-0.6
berjaya,0.9
berjejak,-0.6
berjejal,-0.6
berjejal-jejal,-0.6
berjejas,-1.0
berjenis-jenis,0.6
berjihad,0.3
berjilbab,0.6
berjiwa,0.6
berjongkok,-0.3333333333333333
berjuang,-0.6666666666666666
berjubal,-0.6
berjudi,-1.0
berjumbai,-1.0
berjunjungan,0.8
berkabung,-1.0
berkabut,-0.6
berkaca,0.8
berkah,0.9
berkait,0.6
berkaitan,0.6
berkalang tanah,-0.4
berkampanye,-1.0
berkandung,1.0
berkarat,-0.9
berkarut,-1.0
berkarya,0.6
berkasih-kasihan,-0.6
berkat,0.2
berkategori,0.8
berkawal,0.8
berkawan,-0.6
berkawanan,-0.8
berkeberatan,-0.8
berkecai,-1.0
berkecambah,0.6
berkecamuk,-0.8
berkecandan,-0.8
berkecenderungan,-0.6
berkecil hati,-1.0
berkecukupan,0.8
berkedudukan,0.8
berkedut,-1.0
berkegiatan,0.8
berkeinginan,0.6
berkejaran,-0.6
berkekuatan,1.0
berkelahi,-1.0
berkelakar,-0.8
"berkeliaran, menyimpang",-1.0
berkelir,-0.6
berkelok-kelok,-0.45
berkelompok-kelompok,-0.8
berkeluarga,-0.4
berkemal,-0.8
berkemam,-0.6
berkemandang,-0.6
berkemas-kemas,-0.4
berkembang,0.5
berkembang biak,-0.6
berkemih,-0.6
berkenaan,0.8
berkenaan dengan perang,-1.0
berkenalan,-0.6
berkenan,0.4
berkepercayaan,0.8
berkeping-keping,-1.0
berkerak,-0.4
berkeras hati,0.4
berkeras-kerasan,-0.8
berkeropeng,-1.0
berkerubung,-0.8
berkerumun,-0.8
berkerut,-0.4
berkesesuaian,0.6
berketar-ketar,-0.6
berketurunan,0.4
berkeyakinan,0.6
berkhasiat,0.8
berkhayal,-1.0
berkhianat,-1.0
berkilah,-0.8
berkilau,0.3333333333333333
berkilauan,1.0
berkinte,0.6
berkisar,-0.6
berkobar-kobar,0.4
berkolusi,-1.0
berkomitmen,0.5
berkomplot,-0.8
berkongkalikong,-0.8
berkonspirasi,-0.8
berkorban,-0.6
berkualitas,0.8
berkuasa,0.8
berkuat,-0.4
berkubang,-1.0
berkukuh,0.4
berkuliah,-0.8
berkumandang,-0.6
berkunjung,-0.8
berkupak,-0.6
berkurang,-0.8
berkurangan,-0.6
berkurap,-0.8
berlaba,0.8
berlabuh,-0.6
berlaga,-0.8
berlagak,0.8
berlagu,0.8
berlainan,-0.8
berlalu,-1.0
berlalu dr dunia,-1.0
berlama-lama,-0.4
berlandaskan,-0.8
berlangau,-0.8
berlangganan,0.2
berlanggaran,-0.8
berlanglang,0.8
berlangsung mudah,1.0
berlapis,-1.0
berlara-lara,-0.8
berlarasan,0.6
berlarat-larat,-0.8
berlarian,-1.0
berlatih,0.8
berlawanan,-0.5666666666666667
berlebih,-0.3
berlebih-lebih,-0.8
berlebihan,-0.4
berlelehan,-0.6
berlemak,-1.0
berlendir,-1.0
berlengkesa,-0.6
berlepasan,-0.6
berlevel,0.8
berlezat,0.4
berlian,0.5
berlibat,0.6
berlibat-libat,-0.8
berlik,-0.8
berliku-liku,-0.8
berlilit,0.6
berlimpah,0.35
berlinang,-0.6
berlipat,-0.6
berlipat ganda,-0.6
berlompatan,-1.0
berlubang,-0.6
berlumpur,-1.0
berluruhan,-0.6
berlutut,-0.4
bermacam-macam,0.6
bermain-main,-0.4
bermakna,0.8
bermanfaat,0.8571428571428572
bermartabat,0.9
bermaslahat,0.4
bermentega,1.0
bermesraan,-0.6
bermetamorfosis,-0.6
bermohon,0.3
bermohon diri,0.4
bermoral,-0.8
bermotif,-0.6
bermuka dua,-1.0
bermuka masam,-1.0
bermukah,-0.8
bermukim,-0.4
bermula,-0.8
bermuram durja,-1.0
bermusuhan,-0.9
bermutu,0.3
bernafsu,0.6
bernama,0.8
bernapaskan,0.6
bernas,-0.3
bernilai,0.7
bernoda,-0.8
bernuansa,-0.6
bernyali,0.4
bernyali besar,0.3
bernyanyi,0.4
berogak-ogak,-0.8
beroleh,0.6
berolok-olok,-0.8
berombongan,-0.8
beromong kosong,-0.8
berona,-0.6
berongga,-0.6
beroperasi,-0.4
berotak tajam,0.8
berotot,1.0
berpacangan,0.6
berpacaran,0.3
berpada-pada,-0.6
berpadu,-0.6
berpakaian,0.8
berpalit-palit,-0.8
berpamor,0.6
berpandangan,0.2
berpangku tangan,-0.8
berparade,0.2
berparak,-0.8
berpartai,-0.6
berpartisipasi,0.6
berpasangan,-0.6
berpasrah,0.3
berpasuk,-0.6
berpatokan,0.8
berpatroli,0.8
berpaut,0.6
berpedoman,0.8
berpegang,0.8
berpelajaran,0.8
berpelukan,1.0
berpembawaan,0.2
berpencar,-1.0
berpencaran,-0.6
berpendar,0.5
berpendidikan,0.8
berpengalaman,0.6
berpengaruh,0.5333333333333333
berpengetahuan,0.8
