Indonesian Word,big
dekrit,-1
demam,-1
demensia,-1
dendam,-1
dengan buruk,-1
dengan dingin,-1
dengan disabilitas,-1
dengan enggan,-1
dengan kejam,-1
dengan kekerasan,-1
dengan ketakutan,-1
dengan lalai,-1
dengan lemah,-1
dengan menyedihkan,-1
dengan pahit,-1
dengan sedih,-1
dengan sia-sia,-1
deportasi,-1
depresi,-1
depresiasi,-1
depresif,-1
dering,-1
derita,-1
desersi,-1
desis,-1
despotisme,-1
destruktif,-1
detasemen,-1
devolusi,-1
di luar hukum,-1
diabaikan,-1
diagnosa,-1
dibakar,-1
dibatasi,-1
dibayar lebih,-1
dibom,-1
dibuang,-1
dicuri,-1
didiskualifikasi,-1
digagalkan,-1
digelapkan,-1
dihabiskan,-1
dihukum,-2
dikalahkan,-1
dikenakan,-1
dikenakan biaya,-1
dikontrak,-1
diktator,-1
diktatoris,-1
dikutuk,-1
dilarang,-3
dilemahkan,-1
dilenyapkan,-1
dilucuti,-1
dimutilasi,-1
dingin,-3
dipakai,-1
dipaksa,-1
dipalsukan,-1
dipenjara,-1
diperbudak,-1
diperdebatkan,-1
diperingatkan sebelumnya,-1
diperparah,-1
dipertanyakan,-1
dirajam,-1
direbut,-1
direncanakan,-1
dirusak,-1
disabilitas,-1
disentri,-1
disesalkan,-1
disimpan,-1
disinformasi,-1
disiplin,-1
diskriminasi,-1
diskriminatif,-1
diskualifikasi,-1
disonansi,-1
distorsi,-1
disusutkan,-1
ditangkap basah,-1
ditelantarkan,-1
ditinggalkan,-2
ditipu,-1
ditiru,-1
ditolak,-2
dituduh,-1
ditumbuhi,-1
divestasi,-2
dogmatis,-1
dominan,-1
dominasi,-1
dosa,-1
douche,-1
doyan,-1
drainase,-1
duka,-6
dukun,-1
duniawi,-1
dupa,-1
duri,-2
dusta,-1
egois,-2
egoisme,-1
ejekan,-3
eksaserbasi,-1
eksekusi,-1
eksplosif,-1
ekstremitas,-1
eliminasi,-1
embargo,-1
emboli,-1
empedu,-2
encok,-1
endemis,-1
enggan,-2
engkol,-1
epidemi,-1
epilepsi,-1
erosi,-1
eutanasia,-1
evakuasi,-1
fana,-1
fanatik,-5
fantastis,-1
fasik,-1
fatal,-1
feodal,-1
feodalisme,-1
filibuster,-1
firasat,-2
fitnah,-4
flu,-1
fluktuasi,-1
frustrasi,-2
gaduh,-1
gagal,-3
gambar yg tak berarti,-1
ganas,-2
gang,-1
gangguan,-10
ganja,-1
gantung,-1
garang,-1
garing,-1
garis,-1
gegabah,-1
gegar,-1
gejala,-1
gelandangan,-2
gelisah,-4
gemetar,-2
gemetaran,-2
gempa bumi,-1
gemuk,-2
gemuruh,-1
gendut,-1
genting,-1
geriatrik,-1
gerilya,-1
germo,-1
gerombolan,-1
gertakan,-1
getah,-1
getaran,-1
ghetto,-1
gila,-12
gipsi,-1
glasial,-1
goblin,-1
godaan,-1
gonorea,-1
gorila,-1
gosip,-1
goyah,-1
granat,-1
grizzly,-1
grogi,-1
gubuk,-1
gudang,-1
gugatan,-1
guillotine,-1
gulat,-1
gumpal,-1
gumpalan,-1
gunung berapi,-1
gurun,-1
halangan,-3
halter,-1
halusinasi,-1
hama,-2
hambar,-3
hampa,-1
hampir mati,-1
hampir tidak,-1
hancur,-7
hantu,-1
hanya sedikit,-1
harry,-1
hash,-1
hasutan,-1
haus,-1
haus darah,-1
hawar,-1
heroin,-1
herpes,-1
hidrosefalus,-1
hilang,-2
hina,-2
hiperbola,-1
hippie,-1
hiruk pikuk,-2
hiruk-pikuk,-1
histeri,-1
histeris,-1
hiu,-1
huff,-1
hujan es,-2
hukuman,-4
hukuman penjara,-1
huuu,-1
iblis,-1
igauan,-1
ilusi,-1
imitasi,-1
impoten,-1
indoktrinasi,-1
infark,-1
infeksi,-1
inflasi,-1
influensa,-1
ingin,-1
inkonstitusionil,-1
inses,-1
intimidasi,-1
intoleran,-1
intoleransi,-1
intrik,-1
intrusi,-1
invasi,-1
irasional,-1
irasionalitas,-1
iri,-1
isi perut,-1
isolasi,-1
isu,-1
jahat,-13
jalan buntu,-1
jalang,-1
jamur,-2
jarang,-1
jargon,-1
jatuh,-4
jatuh terjerambab,-1
jauh,-1
jelaga,-2
jelatang,-1
jelek,-3
jembalang,-1
jenuh,-1
jerat,-2
jerawat,-1
jijik,-2
jilbab,-1
john,-1
jompo,-1
jornada,-1
junta,-1
jurang,-1
juru sita,-1
kabar angin,-1
kabur,-3
kabut,-1
kacau,-6
kafir,-2
kain,-1
kaku,-2
kakus,-2
kalajengking,-1
kalimat,-1
kamar mayat,-2
kambing hitam,-1
kambuh,-1
kandas,-1
kanibal,-1
kanibalisme,-1
kanker,-1
kantor polisi,-1
kantuk,-1
karat,-2
kardiomiopati,-1
karies,-1
karikatur,-1
karnivora,-1
karsinoma,-1
kartel,-1
karut,-1
kasar,-5
kasta,-1
kasus,-1
kata lontaran,-1
kata-kata,-1
kata-kata kotor,-1
katarak,-1
kateter,-1
ke belakang,-2
keadaan bangkrut,-1
keadaan buruk,-1
keadaan darurat,-1
keadaan mendung,-1
keadaan sulit,-1
kebakaran,-1
kebakaran besar,-1
kebalikan,-1
kebangkrutan,-1
kebejatan,-1
kebencian,-7
keberangkatan,-1
keberatan,-1
kebetulan,-1
kebiadaban,-3
kebinasaan,-1
kebingungan,-3
kebisingan,-1
kebocoran,-1
kebodohan,-4
kebohongan,-1
kebosanan,-2
kebrutalan,-1
kebuntuan,-1
keburu,-1
keburukan,-3
kebutaan,-1
kecabulan,-1
kecanduan,-1
kecelakaan,-3
kecemasan,-2
kecemburuan,-1
kecenderungan bunuh diri,-1
kecerobohan,-1
kecewa,-2
kecil,-1
kecurigaan,-1
kecut,-1
kedaluwarsa,-1
kediktatoran,-1
kedinginan,-1
keengganan,-2
kegagalan,-5
keganasan,-2
kegelapan,-2
kegelisahan,-1
kegemparan,-1
kegemukan,-1
kegentingan,-1
kegilaan,-2
keguguran,-1
kehamilan,-1
kehancuran,-3
kehebohan,-1
kehilangan,-7
kejahatan,-5
kejahatan besar,-1
kejam,-8
kejang,-1
kejanggalan,-1
kejatuhan,-1
kejelekan,-1
kejengkelan,-2
kejut,-1
kekacauan,-6
kekakuan,-3
kekalahan,-1
kekanak-kanakan,-2
kekasaran,-2
kekecewaan,-3
kekejaman,-2
kekejangan,-1
kekejian,-1
kekeliruan,-2
kekenyangan,-1
kekerasan,-4
kekeringan,-1
kekesalan,-1
kekhasan,-1
kekuatiran,-1
kekurangan,-9
kekurangan perhatian,-1
kelahi,-1
kelainan bentuk,-1
kelakuan buruk,-1
kelalaian,-2
kelambanan,-1
kelambatan,-1
kelangkaan,-1
kelaparan,-4
kelebihan,-1
kelebihan muatan,-1
keledai,-1
kelelahan,-4
kelemahan,-3
kelesuan,-1
keliru,-3
keluar,-1
keluhan,-2
kelumpuhan,-2
kemabukan,-1
kemalangan,-1
kemalasan,-1
kemandulan,-2
kemarahan,-5
kematian,-4
kemerosotan,-3
kemiskinan,-1
kemunafikan,-1
kemunduran,-2
kemustahilan,-1
kendala,-1
kendali,-1
kendur,-1
kenekatan,-2
kengerian,-2
kental,-1
kepahitan,-1
kepala batu,-1
kepalsuan,-1
kepasifan,-1
kepengecutan,-1
kepulangan sakit,-1
kepura-puraan,-1
keputusasaan,-2
keputusasan,-1
keracunan,-2
keraguan,-2
kerakusan,-1
kerang,-1
keras,-5
keras hati,-1
keras kepala,-2
kerasukan,-1
kerdil,-2
kerentanan,-1
keretakan,-1
keriangan,-1
keributan,-5
kering,-1
keriuhan,-1
kerja keras,-1
kerugian,-2
kerumitan,-1
kerusakan,-2
kerusuhan,-1
kesalahan,-7
kesalahpahaman,-1
kesedihan,-3
keseleo,-1
kesenangan,-1
kesenangan karena menderita,-1
kesendirian,-1
kesengsaraan,-1
kesepian,-2
kesombongan,-4
kesulitan,-5
kesuraman,-1
kesurupan,-1
kesyahidan,-1
ketakutan,-2
ketamakan,-2
ketergantungan,-2
keterlaluan,-2
keterlambatan,-2
ketiadaan,-2
ketidakabsahan,-1
ketidakadilan,-2
ketidakamanan,-1
ketidakbahagiaan,-1
ketidakberdayaan,-1
ketidakcocokan,-1
ketidakcukupan,-1
ketidakdewasaan,-1
ketidakefisienan,-1
ketidakhadiran,-1
ketidakjelasan,-2
ketidakjujuran,-2
ketidakkonsistenan,-1
ketidaklengkapan,-1
ketidakmampuan,-4
ketidakmurnian,-1
ketidakpantasan,-1
ketidakpatuhan,-1
ketidakpedulian,-1
ketidakpercayaan,-3
ketidakpuasan,-2
ketidaksabaran,-1
ketidaksahan,-1
ketidaksamaan,-1
ketidaksempurnaan,-1
ketidaksenangan,-1
ketidaksetiaan,-1
ketidaksetujuan,-1
ketidakstabilan,-1
ketidakteraturan,-1
ketinggalan,-1
ketombe,-1
kewalahan,-1
kezaliman,-1
khawatir,-2
khayalan,-1
khloroform,-1
kiamat,-1
kisi,-1
kista,-1
kita,-1
knalpot,-1
kodok,-1
kokain,-1
kolera,-1
kolusi,-1
koma,-1
kompetisi,-1
kompleksitas,-1
komplikasi,-1
komplotan rahasia,-1
kompos,-1
komunisme,-1
konflik,-1
konspirator,-1
kontaminasi,-1
kontensius,-1
kontradiksi,-1
kontradiktif,-1
kontras,-1
kontroversi,-1
kontroversial,-1
konyol,-3
kopral,-1
korban,-2
koreksi,-1
koroner,-1
korosi,-1
korosif,-1
korup,-1
korupsi,-1
kosong,-2
kotor,-4
kotoran,-8
kriminalitas,-1
krisis,-1
kronis,-1
kuburan,-2
kucing garong,-1
kudis,-1
kue keju,-1
kulit pohon,-1
kultus,-1
kunci,-1
kuning,-1
kunjungan,-1
kuno,-3
kurang ajar,-3
kurang bayar,-1
kurang bersemangat,-1
kurang informasi,-1
kurang lengkap,-1
kurang menarik,-1
kurang pengalaman,-1
kurang pengetahuan,-1
kurang sopan,-1
kurungan,-2
kurus,-1
kusta,-1
kusut,-2
kutil,-1
kutu,-4
kutuk,-1
kutukan,-2
labirin,-1
lahar,-1
laknat,-1
lakukan,-1
lalai,-4
lalim,-1
lamban,-3
lamur,-1
lancang,-1
landak,-1
langka,-1
lapar,-1
larangan,-3
lawan,-1
layang-layang,-1
layu,-1
lebih buruk,-1
lebih rendah,-3
lecet,-1
ledakan,-3
lelah,-4
lelaki yg tdk terpelajar,-1
lelucon,-2
lemah,-4
lemak,-1
lemas,-1
lembam,-1
lembek,-2
lemon,-1
lepuh,-1
lesu,-3
letal,-1
letih,-1
letusan,-1
leukemia,-1
liar,-4
licik,-3
limbah,-1
linglung,-1
lintah,-2
linu panggul,-1
lirik,-1
longgar,-1
loon,-1
lowongan,-1
luak,-1
luar negeri,-1
lucu,-2
luka,-2
lumpuh,-1
lumpur,-3
lumpur salju,-1
lupa,-1
lusuh,-1
lynch,-1
maag,-2
mabuk,-2
mafia,-1
makanan ternak,-1
makhluk,-1
makhluk hidup,-1
malang,-2
malapetaka,-3
malaria,-1
malas,-2
maling,-1
malpraktik,-1
malu,-3
mandamus,-1
mangsa,-1
manipulasi,-1
marah,-6
martingale,-1
martir,-1
masalah,-1
masam,-2
massa,-1
mata duitan,-1
materialis,-1
materialisme,-1
mati,-2
mati lemas,-1
mati rasa,-2
mayat,-2
medan perang,-1
melahap,-1
melampiaskan,-1
melanggar,-2
melanggar hukum,-1
melankolik,-1
melankolis,-1
melarang,-2
melarikan diri,-2
melawan,-2
melayu,-1
melebih-lebihkan,-1
melecehkan,-1
meledak,-2
meledakkan,-1
melelahkan,-2
melemah,-1
melengking,-1
melengkung,-3
melenyapkan,-1
melepaskan,-2
meleset,-1
meletus,-1
melewati,-1
melibatkan,-1
melimpahi,-1
meliur,-1
melolong,-1
meluap,-1
melukai,-1
melumpuhkan,-2
melupakan,-1
memadamkan,-2
memakai,-1
memaksa,-3
memalsukan,-1
memalukan,-6
memamerkan,-1
memancing,-2
memanggang,-1
memanipulasi,-1
memanjakan,-1
memar,-1
memarahi,-1
memarut,-1
mematikan,-1
membabi buta,-1
membagikan,-1
membahayakan,-2
membalikkan,-1
membanjiri,-2
membantah,-3
membanting,-1
membasmi,-1
membatalkan,-8
membatasi,-2
membebani,-1
membedakan,-1
membelah,-2
membenci,-4
memberatkan,-1
memberontak,-1
membesut,-1
membinasakan,-1
memboikot,-1
membombardir,-1
membongkar,-1
membosankan,-5
membual,-2
membuang,-2
membuat bingung,-1
membungkuk,-1
membunuh,-3
memburu,-1
memburuk,-3
membusuk,-3
memekik,-1
memenjarakan,-1
memerah,-1
memfitnah,-2
memisahkan,-1
memohon,-1
memotong,-2
memperbudak,-1
memperdaya,-1
memperingatkan,-1
memperkecil,-1
memperkosa,-1
memperlambat,-1
mempertaruhkan,-1
mempertinggi,-1
memprovokasi,-1
memuakkan,-1
memudar,-1
memukul,-5
memukul mundur,-1
memulangkan,-1
memusnahkan,-1
memutuskan,-2
memveto,-1
memvonis,-1
menabrak,-1
menahan,-3
menakuti,-2
menambatkan,-1
menanduk,-1
menangis,-4
menangkap,-4
menarik kembali,-1
menatap,-1
mencairkan,-1
mencambuk,-1
mencampuradukkan,-1
mencampuri,-1
mencekik,-3
mencela,-2
mencemari,-1
mencemoohkan,-1
mencetak kembali,-1
mencoba-coba,-1
mencolek,-1
mencongkel,-1
menculik,-1
mencurangi,-1
mencuri,-1
mencurigakan,-1
mendakwa,-2
mendambakan,-1
mendatangkan,-1
mendekam,-1
mendera,-1
menderita,-4
mendesak,-1
mendesis,-1
mendidihkan,-1
mendiskreditkan,-1
mendung,-2
meneguk,-1
menegur,-1
menekan,-3
menekankan,-1
menelantarkan,-1
meneliti,-1
menembak,-1
menenggak,-1
menenggelamkan,-1
menentang,-3
meneror,-1
mengabaikan,-3
mengaburkan,-1
mengadili,-1
mengajukan perkara,-1
mengalah,-1
mengalahkan,-3
mengamuk,-2
mengancam,-4
menganiaya,-1
mengasingkan,-1
mengatakan,-1
mengecam,-1
mengecewakan,-4
mengecilkan hati,-1
mengejar,-1
mengejek,-3
mengejuntukan,-1
mengejutkan,-1
mengeluarkan,-2
mengeluh,-1
mengelupas,-1
mengembalikan ke penjara,-1
mengemis,-1
mengerang,-1
mengeras,-1
mengerikan,-22
mengernyit,-1
mengerutkan kening,-1
mengesalkan,-1
menggagalkan,-3
mengganggu,-9
mengganti rugi,-1
menggantikan,-1
menggasak,-1
menggelapkan,-1
menggelegar,-1
menggelepar,-1
menggeliat,-1
menggelikan,-1
menggelisahkan,-1
menggeram,-3
menggerenyet,-1
menggertak,-2
menggigil,-1
menggigit,-1
menggoda,-4
menggosok,-1
menggugurkan,-1
menggulingkan,-2
menghalangi,-4
menghambat,-1
menghancurkan,-4
menghanguskan,-1
menghantui,-1
menghapus,-2
menghapuskan,-1
menghasut,-2
menghentikan,-1
menghilang,-1
menghilangkan,-2
menghina,-4
menghindari,-3
menghujat,-1
menghukum,-3
mengigau,-1
mengintai,-2
mengira,-1
mengirik,-1
mengisap,-1
mengizinkan,-1
mengkhawatirkan,-1
mengkhianati,-1
mengkritik,-1
mengoceh,-3
mengomel,-1
mengotori,-1
mengoyakkan,-1
menguap,-2
mengudara,-1
mengundurkan diri,-1
mengupas,-1
menguping,-1
mengurangi,-7
mengurung,-1
mengusap,-1
mengusir,-4
mengutil,-1
mengutuk,-1
menimbulkan,-1
menimpa,-2
menindas,-2
meninggalkan,-4
menipu,-7
menirukan,-1
menjadi korban,-1
menjarah,-3
menjatuhkan,-1
menjauhkan,-1
menjauhkan diri,-1
menjemukan,-1
menjengkelkan,-3
menjerit,-1
menjijikan,-1
menjijikkan,-5
menjilat,-1
menodai,-1
menolak,-8
menonaktifkan,-1
mentah,-1
mentolerir,-1
menuduh,-1
menular,-2
menulari,-1
menumbangkan,-1
menumpas,-1
menunda,-2
menuntut,-3
menurunkan,-2
menusuk,-1
menutup perkara,-1
menyakiti,-2
menyakitkan,-3
menyalahkan,-1
menyalak,-1
menyalibkan,-1
menyangkal,-1
menyayangkan,-1
menyeberang,-1
menyedihkan,-3
menyelinap,-2
menyelundupkan,-1
menyembelih,-1
menyengat,-1
menyerah,-2
menyerahkan,-1
menyerang,-3
menyerbu,-1
menyesal,-2
menyesali,-2
menyesatkan,-2
menyia nyiakan,-1
menyiksa,-4
menyimpang,-1
menyinggung,-3
menyisihkan,-1
menyita,-3
menyolok,-5
menyuap,-1
menyulitkan,-1
menyumpahi,-1
menyusut,-3
meragukan,-3
merah tua,-1
merana,-1
merangkak,-1
merasa ngeri,-1
merasa tidak aman,-1
meratap,-1
meratapi,-2
merebut,-3
meremehkan,-3
merendahkan,-3
merengek,-1
meriam,-1
merobek,-1
merogoh,-1
merosot,-1
merugikan,-3
merusak,-6
merusak bentuk,-1
mesin tenun,-1
meskipun,-1
mesum,-2
metanol,-1
metastase,-1
milik,-1
milisi,-1
mimpi buruk,-1
minimum,-1
minoritas,-1
minuman keras,-2
miring,-1
miskin,-3
mobil jenazah,-1
momok,-3
moncong,-1
morbiditas,-1
mual,-2
mudah dibodohi,-1
mudah marah,-2
mudah tersinggung,-2
munafik,-1
mundur,-1
muntah,-2
muram,-3
murung,-2
musim,-1
musnah,-1
mustahil,-1
musuh,-3
mutan,-1
mutilasi,-1
nadir,-1
nafsu,-1
naif,-1
najis,-2
nakal,-3
nama yg salah,-1
nanah,-1
negatif,-1
nepotisme,-1
neraka,-3
neurotik,-1
ngawur,-1
ngelantur,-1
ngeri,-1
ngobrol,-1
ngomel,-1
nihilisme,-1
nikotin,-1
noda,-3
nul,-1
nyamuk,-1
nyonya,-1
obat bius,-1
obi,-1
obligasi,-1
obstruktif,-1
ocehan,-1
oksidasi,-1
oligarki,-1
omelan,-2
omong kosong,-4
omongan,-1
orang aneh,-2
orang asing,-3
orang bodoh,-1
orang buangan,-1
orang cabul,-1
orang celaka,-1
orang gila,-1
orang miskin,-1
orang munafik,-1
orc,-1
otokratis,-1
overdosis,-1
pajak,-1
paksaan,-4
palsu,-5
panas,-1
pandemi,-1
panggilan,-3
panik,-2
pantat,-2
paranoid,-1
parasit,-1
parau,-1
parodi,-1
partisan,-1
parut,-1
pasif,-1
patah,-1
payudara besar,-1
pecah,-2
pedang,-1
pedas,-1
pejalan kaki,-1
pekerjaan rumah,-1
pekerjaan yg membosankan,-1
pelacur,-4
pelacuran,-1
pelaksanaan,-1
pelaku,-2
pelanggar,-1
pelanggaran,-8
pelanggaran hukum,-1
pelapor,-1
pelat ketel,-1
pelengseran,-1
pelepasan,-1
pelit,-2
pelobi,-1
pelupaan,-1
pemain,-1
pemakaman,-2
pemalas,-1
pemalsuan,-2
pemalu,-1
pemarah,-2
pembajakan,-1
pembakar,-1
pembakaran,-2
pembalas,-1
pembalasan,-3
pembalasan dendam,-2
pembangkang,-1
pembangkangan,-1
pembantaian,-3
pembatalan,-2
pembawa,-1
pembayaran,-1
pembekuan,-1
pembengkakan,-1
pemberantasan,-1
pemberian,-1
pemberontak,-2
pemberontakan,-3
pembohong,-1
pembongkaran,-1
pembuangan,-2
pembuatan,-1
pembubaran,-1
pembunuh,-3
pembunuhan,-6
pembunuhan anak,-1
pemburu,-1
pemburuan kelinci,-1
pemecatan,-1
pemegatan,-1
pemerasan,-1
pemerintah,-1
pemindahan,-1
peminjam,-1
pemisahan,-2
pemisahan diri,-1
pemotongan,-2
pemujaan berhala,-1
pemulung,-1
pemusnahan,-1
pemutarbalikan,-1
penahan,-1
penahanan,-2
penaklukan,-3
penalti,-1
penambah,-1
penangguhan,-2
penangkapan,-1
pencabutan,-2
pencahar,-1
pencium,-1
penculikan,-1
pencuri,-1
pencurian,-3
pendarahan,-1
pendendam,-3
pendengaran,-1
penderita,-1
penderitaan,-4
pendosa,-1
penekanan,-1
penembakan,-1
penetrasi,-1
pengabadian,-1
pengabaian,-2
pengacau,-1
pengadilan,-1
pengaduan,-1
pengakuan,-2
penganggur,-1
penganiayaan,-2
pengap,-1
pengasingan,-2
pengeboman,-1
pengecualian,-2
pengecut,-5
pengeluaran,-2
pengemis,-1
pengenaan,-1
penggalian,-1
penggelapan,-1
penggugat,-2
penghalang,-1
penghambatan,-1
penghancuran,-3
penghapusan,-4
penghematan,-2
penghentian,-3
penghinaan,-5
penghindaran,-2
penghukuman,-1
penghuni liar,-1
pengkhianat,-2
pengkhianatan,-3
pengkritik,-1
pengorbanan,-1
pengunduran diri,-1
pengungsian,-1
penguraian,-1
pengusiran,-2
pengusiran setan,-1
pengutang,-1
penindas,-1
penindasan,-1
penipu,-2
penipuan,-2
peniru,-1
peniruan,-2
penistaan,-1
peniup,-1
penjahat,-4
penjara,-4
penjara bawah tanah,-1
penjudi,-1
penodaan,-1
penolak,-2
penolakan,-5
penuduh,-1
penuh dosa,-1
penuh gairah,-1
penuh kebencian,-1
penuh teka-teki,-2
penularan,-1
penumpasan,-1
penundaan,-2
penuntutan,-1
penurunan,-2
penyakit,-4
penyakit gondok,-1
penyakit jiwa,-1
penyakit kuning,-1
penyalahgunaan,-1
penyaliban,-1
penyaluran pecomberan,-1
penyangkalan,-2
penyebaran,-1
penyeberangan,-1
penyelewengan,-1
penyelidikan,-1
penyelundup,-1
penyelundupan,-1
penyembunyian,-1
penyemburan,-1
penyerang,-1
penyerbu,-1
penyergapan,-1
penyesalan,-1
penyihir,-1
penyimpangan,-2
penyitaan,-1
penyok,-1
penyuapan,-1
penyumbatan,-1
peracunan,-1
peradangan,-1
perampasan,-2
perampok,-1
perampokan,-3
perancah,-1
perang,-2
perang salib,-1
perangkap,-1
peraturan,-1
perawan tua,-1
perbedaan pendapat,-1
perbuatan zina,-1
perbudakan,-4
perburuan,-1
perceraian,-1
peredam,-1
perempuan,-1
pergolakan,-2
pergumulan,-1
peringkat,-1
perintah,-1
perkelahian,-1
perlawanan,-1
permusuhan,-2
perokok,-1
perpecahan,-1
persaingan,-1
perselisihan,-3
persenjataan,-1
pertanda,-2
pertandingan,-1
pertarungan,-1
pertempuran,-1
pertempuran kecil,-1
pertengkaran,-5
pertentangan,-1
pertikaian,-1
pertumpahan darah,-1
pertusis,-1
perubahan,-1
perubahan warna,-1
perusahaan monopoli,-1
perusak,-1
perut kembung,-1
pesimis,-1
pesimisme,-1
pesolek,-1
peti mati,-2
pidana,-1
piket,-2
pikun,-1
pingsan,-3
pinus,-1
pisau bedah,-1
pistol,-2
plagiat,-1
polemik,-1
poligami,-1
polio,-1
polusi,-1
pop,-1
popok,-1
porno,-3
pornografi,-1
pose,-1
pound,-1
prasangka,-1
prasmanan,-1
promosi sensasional,-1
propaganda,-1
proses pengadilan,-1
provokasi,-1
