Indonesian Word,big
amfetamin,-1.0
amnesia,-1.0
amnesti,1.0
amoralitas,-1.0
anak,0.3333333333333333
anak anjing,0.5
anak bodoh,-1.0
anak kucing,1.0
anak muda,1.0
anak perempuan,1.0
anak sapi,1.0
anak sungai,0.3333333333333333
anak yatim,-1.0
anakonda,-1.0
anal,-1.0
analis,1.0
anarki,-1.0
anarkis,-1.0
anarkisme,-1.0
ancaman,-1.0
andalan,1.0
aneh,-0.5714285714285714
anggun,1.0
angin puyuh,-1.0
angina,-1.0
angka,0.25
angkuh,-1.0
animasi,0.5
anomali,-1.0
anonim,-1.0
ansambel,1.0
antagonis,-1.0
antagonisme,-1.0
antar,-1.0
anti peluru,1.0
antibiotik,1.0
antijamur,1.0
antik,1.0
antikristus,-1.0
antipati,-1.0
antiseptik,1.0
antisosial,-1.0
antitesis,-1.0
antraks,-1.0
antusiasme,1.0
anugerah,1.0
anumerta,-1.0
apache,-1.0
apak,-1.0
apati,-1.0
apatis,-1.0
api,-0.3333333333333333
api penyucian,-1.0
apresiasi,1.0
argumen,-0.5
argumentatif,-1.0
aristokrasi,1.0
arkeologi,0.5
armada,0.5
arogan,-1.0
aroma,0.5
arsenik,-1.0
artikulasi,0.5
artileri,-1.0
artis,0.3333333333333333
artistik,1.0
asam,-1.0
asap,-1.0
asing,-0.3333333333333333
aspirasi,1.0
astronaut,1.0
asusila,-1.0
atas,0.3333333333333333
ateisme,-1.0
aterosklerosis,-1.0
atlet,0.5
atletis,0.5
atom,0.5
atrophia,-1.0
aura,1.0
autentik,1.0
autopsi,-1.0
avatar,1.0
awas,-1.0
ay,1.0
babak belur,-1.0
babi,-1.0
babon,-1.0
badai,-0.8333333333333334
badut,1.0
bagal,-1.0
bagus,1.0
bagus sekali,1.0
bahagia,1.0
bahaya,-1.0
bahenol,1.0
bahkan,-1.0
bahu,1.0
baik,1.0
bajak laut,-1.0
bajingan,-1.0
baju zirah,1.0
bakat,1.0
bakteri,-1.0
bal,-0.5
bala bantuan,0.5
balas,-1.0
balet,1.0
balok,1.0
balsem,1.0
banci,-1.0
bandel,-0.5
bandit,-1.0
bang,-1.0
banger,-1.0
bangga,1.0
bangkai,-1.0
bangkrut,-1.0
bangku,-0.3333333333333333
bangsawan,1.0
bangunan,0.5
banshee,-1.0
bantal,1.0
bantalan,0.5
bantuan,0.5
banyak,0.2
baptisan,1.0
barang,0.3333333333333333
barang selundupan,-1.0
barbar,-1.0
barbarisme,-1.0
barikade,-1.0
baris,-1.0
basah,-0.3333333333333333
basi,-0.5
batak,-1.0
batas,-0.3333333333333333
baterai,-1.0
batu,0.3333333333333333
batu delima,1.0
batu sandungan,-1.0
batu tulis,1.0
batuan dasar,1.0
batuk,-1.0
bau,-0.6666666666666666
bawaan,-0.2
bawah,-1.0
bawahan,-0.5
bayi,1.0
bayonet,-1.0
beasiswa,0.5
beban,-0.3333333333333333
bebas,0.5
begitu banyak,1.0
begitu saja,-1.0
bejat,-1.0
bekam,-1.0
bekas,-0.5
bekas luka,-1.0
bekerja,0.3333333333333333
bekerja keras,-0.5
bekerja sama,0.6666666666666666
belahan jiwa,-1.0
belajar,1.0
belakang,-0.3333333333333333
belalang,-0.5
belanja,1.0
belas kasihan,1.0
belasungkawa,1.0
belati,-0.5
belatung,-1.0
belenggu,-1.0
belerang,-1.0
belitan,-1.0
beludru,1.0
belum dewasa,-1.0
belum dibayar,-1.0
belum dicuci,-1.0
belum lahir,-1.0
belum selesai,-1.0
belum tahu,-1.0
benar,1.0
bencana,-0.8
benci,-1.0
bendera,1.0
bengkak,-1.0
benteng,0.16666666666666666
benteng pertahanan,1.0
bentrok,-1.0
bentrokan,-1.0
bepergian,0.5
beracun,-1.0
beradab,1.0
berafiliasi,1.0
beragam,0.6666666666666666
berair,-0.5
berakar,1.0
berakhir,-0.5
berani,0.6666666666666666
berantakan,-1.0
berat,-0.375
berawa,-1.0
berbahaya,-1.0
berbakat,0.6666666666666666
berbaring,0.5
berbaris,1.0
berbau,-0.5
berbeda,-0.14285714285714285
berbicara,-0.3333333333333333
berbisa,-1.0
berbohong,-1.0
berbuat dosa,-1.0
berbuat salah,-1.0
berbudi luhur,1.0
berbulu,-0.3333333333333333
berbulu halus,1.0
berbunga-bunga,1.0
bercanda,0.5
berceloteh,1.0
bercinta,0.5
bercita-cita,1.0
berdarah,-1.0
berdarah murni,1.0
berdebar,-1.0
berdengung,0.5
berdenyut,-1.0
berderit,-1.0
berdoa,1.0
berduka,-1.0
berduri,-0.4
berebut,-0.5
berenang,1.0
bergabung,0.5
bergairah,1.0
bergantung,0.3333333333333333
bergaya modern,1.0
bergejolak,-1.0
bergelut,1.0
bergembira sekali,1.0
bergerak,0.25
bergizi,0.5
bergolak,-1.0
bergumam,-1.0
berguna,0.3333333333333333
berhantu,-1.0
berharga,1.0
berhasil,1.0
berhasrat,1.0
berhenti,-0.5714285714285714
berhias,1.0
berhuruf,1.0
berimprovisasi,1.0
berinovasi,1.0
berirama,1.0
berisik,-1.0
berisiko,-1.0
berita kematian,-1.0
berjaya,1.0
berjongkok,-0.3333333333333333
berjuang,-0.6666666666666666
berjudi,-1.0
berjumbai,-1.0
berkah,1.0
berkampanye,-1.0
berkarat,-1.0
berkecil hati,-1.0
berkedut,-1.0
berkelahi,-1.0
"berkeliaran, menyimpang",-1.0
berkelok-kelok,-0.5
berkembang,0.5
berkenaan dengan perang,-1.0
berkeropeng,-1.0
berkhayal,-1.0
berkilau,0.3333333333333333
berkilauan,1.0
berkomitmen,0.5
berkubang,-1.0
berkurang,-1.0
berlabuh,-1.0
berlangganan,-0.3333333333333333
berlangsung mudah,1.0
berlapis,-1.0
berlawanan,-0.3333333333333333
berlebihan,-0.4
berlemak,-1.0
berlendir,-1.0
berlian,0.5
berlimpah,0.5
berlumpur,-1.0
bermanfaat,0.7142857142857143
bermartabat,1.0
bermentega,1.0
bermuka dua,-1.0
bermuka masam,-1.0
bermusuhan,-1.0
bernilai,1.0
berotot,1.0
berpelukan,1.0
berpendar,0.5
berpendidikan,1.0
berpengalaman,1.0
berpengaruh,1.0
berperang,-1.0
berprasangka,-1.0
berpura-pura,-1.0
berputus asa,-1.0
bersahaja,0.5
bersakit,-1.0
bersalah,-1.0
bersangkutan,1.0
bersarang,0.5
bersedih,-1.0
bersekongkol,-1.0
bersekutu,1.0
bersemangat,0.6666666666666666
bersenang-senang,0.6666666666666666
bersenda gurau,1.0
bersenjata,1.0
berseri,1.0
berseri-seri,1.0
bersifat membatasi,-1.0
bersifat mendidik,1.0
bersih,0.5
bersin,-0.5
bersinar,0.6666666666666666
bersisik,-1.0
bersorak,1.0
bersuka cita,1.0
bersuka ria,1.0
bersumpah,1.0
bersyukur,1.0
bertahan,0.3333333333333333
bertahan hidup,0.3333333333333333
bertakhyul,-1.0
bertanggung jawab,1.0
bertarung,-1.0
bertekad,1.0
bertele-tele,-0.3333333333333333
berteman,1.0
bertengkar,-1.0
bertentangan,-1.0
berteriak,-0.5
berterima kasih,1.0
berterimakasih,-1.0
bertunangan,1.0
berubah warna,-1.0
berubah-ubah,-0.3333333333333333
berukuran kecil,-1.0
berulang,-0.3333333333333333
beruntung,1.0
berusaha keras,1.0
berwibawa,1.0
besar,0.5
besi,0.5
biadab,-1.0
biara,0.25
biarawan,0.3333333333333333
biarawati,-1.0
bias,-1.0
biasa,0.16666666666666666
biasa-biasa saja,-1.0
biaya,-0.3333333333333333
biaya tambahan,-1.0
bicara,1.0
bidaah,-1.0
bidak,-1.0
bidan,1.0
bijak,1.0
bijaksana,1.0
bikinan,-1.0
bimbang,-1.0
binar,1.0
binasa,-1.0
binatang buas,-1.0
bingung,-0.75
bintang,0.6666666666666666
bintik,-1.0
biopsi,-1.0
birokrasi,-1.0
birokrat,-1.0
biru,-0.5
bisa dipertahankan,1.0
bisa salah,-1.0
bisa ular,-1.0
blokade,-1.0
bobot,1.0
bobrok,-1.0
bocor,-1.0
bocoran,-1.0
bodoh,-1.0
bohong,-1.0
bola api,1.0
bola basket,1.0
bom,-1.0
bonne,1.0
bonus,1.0
bordil,-1.0
boros,0.6666666666666666
brigade,-1.0
brokat,1.0
brutal,-1.0
bruto,-1.0
buaian,1.0
buas,-1.0
budak,-0.5
budaya,1.0
buih,-1.0
bujukan,-0.3333333333333333
bukan kepalang,-1.0
buket,1.0
buku harian,1.0
buku panduan,1.0
bulan madu,1.0
bulat,-0.16666666666666666
buldog,1.0
bulu,-0.3333333333333333
bulu babi,-1.0
bulu domba,-1.0
bulu mata,-1.0
bunga,1.0
bunga pala,-1.0
bungkam,-1.0
bunuh diri,-1.0
bupati,1.0
buram,-0.5
buritan,-0.5
buronan,-1.0
buruk,-1.0
buruk sekali,-1.0
burung bangkai,-1.0
burung beo,-1.0
burung raptor,-1.0
busuk,-1.0
buta,-1.0
buta huruf,-1.0
butir,-0.5
cabang,0.3333333333333333
cabul,-1.0
cacat,-1.0
cacian,-1.0
cacing,-1.0
cad,-1.0
cahaya,1.0
cahaya bintang,1.0
cahaya matahari,1.0
cahaya redup,1.0
cakar,-0.6666666666666666
cakrawala,0.5
calon,0.5
camar,-1.0
cambuk,-1.0
campak,-1.0
campur aduk,-1.0
candaan,-1.0
candu,-1.0
canggih,1.0
cangkir,0.5
cantik,0.5
cedera,-1.0
cekikikan,1.0
cekung,-0.5
celah,-0.2
cemas,-1.0
cemberut,-1.0
cemburu,-1.0
cemerlang,1.0
cemooh,-1.0
cenderung,0.3333333333333333
cepat,0.375
cerah,1.0
cercaan,-1.0
cerdas,0.6666666666666666
cerdik,0.6666666666666666
cerewet,-1.0
ceri,1.0
ceria,1.0
ceroboh,-1.0
cess,-1.0
cinta,1.0
ciuman,1.0
cocok,0.25
cokelat,0.5
coklat kekuningan,-1.0
contoh,-0.25
crescendo,1.0
cucu,1.0
cukup,0.25
curang,-1.0
curiga,-0.5
dada,-0.25
daemon,-1.0
daerah kantong,-1.0
daerah kumuh,-1.0
daftar periksa,1.0
dahak,-1.0
dakwaan,-0.6666666666666666
dalam hal,-1.0
dalil,0.5
dangkal,-1.0
dapat diakses,1.0
dapat diandalkan,1.0
dapat dibuktikan,1.0
dapat dicapai,1.0
dapat dikreditkan,1.0
dapat dinavigasi,1.0
dapat dipasarkan,1.0
dapat disembuhkan,1.0
dapat diterima,1.0
dapat ditindaklanjuti,-1.0
dara,-1.0
daratan rendah,-1.0
darurat,-1.0
dasar,0.5
daya hidup,1.0
daya konduksi,1.0
daya tahan,1.0
daya tarik,0.8
debu,-1.0
dedikasi,1.0
definitif,1.0
defisit,-1.0
deflasi,-1.0
degradasi,-1.0
deklinasi,-1.0
dekrit,-0.5
demam,-0.5
demensia,-1.0
demokrasi,1.0
demonstratif,1.0
dendam,-1.0
dengan buruk,-1.0
dengan dingin,-1.0
dengan disabilitas,-1.0
dengan enggan,-0.5
dengan hati-hati,0.5
dengan kejam,-1.0
dengan kekerasan,-1.0
dengan ketakutan,-1.0
dengan kuat,1.0
dengan lalai,-1.0
dengan lemah,-1.0
dengan menyedihkan,-1.0
dengan murah hati,1.0
dengan pahit,-1.0
dengan rendah hati,1.0
dengan santai,1.0
dengan sedih,-1.0
dengan senang hati,1.0
dengan sia-sia,-1.0
dengan tegas,0.75
dengung,0.5
depan,0.25
deportasi,-1.0
depresi,-1.0
depresiasi,-1.0
depresif,-1.0
derajat,1.0
dering,-0.5
derita,-1.0
dermawan,0.75
desersi,-1.0
desinfeksi,1.0
desis,-1.0
deskriptif,1.0
despotisme,-1.0
destruktif,-1.0
detasemen,-1.0
deteksi,1.0
devolusi,-1.0
di depan,0.3333333333333333
di luar hukum,-1.0
diabaikan,-0.5
diagnosa,-1.0
diam,0.5
diampuni,1.0
dibakar,-1.0
dibatasi,-1.0
dibayar lebih,-1.0
dibenarkan,1.0
diberikan,1.0
diberkahi,1.0
diberkati,1.0
dibom,-1.0
dibuang,-0.5
dibudidayakan,1.0
dicatat,1.0
dicuri,-1.0
didiskualifikasi,-1.0
didukung,1.0
diet,0.5
digagalkan,-1.0
digelapkan,-1.0
dihabiskan,-1.0
dihukum,-1.0
diinginkan,1.0
dikalahkan,-1.0
dikenakan,-1.0
dikenakan biaya,-1.0
dikenali,0.5
dikonfirmasi,1.0
dikontrak,-1.0
dikreditkan,1.0
diktator,-1.0
diktatoris,-1.0
dikutuk,-1.0
dilarang,-1.0
dilegalkan,1.0
dilemahkan,-1.0
dilenyapkan,-1.0
dilucuti,-1.0
dimanifestasikan,1.0
dimulainya kembali,1.0
dimutilasi,-1.0
dingin,-0.42857142857142855
dipakai,-1.0
dipaksa,-1.0
dipalsukan,-0.5
dipenjara,-1.0
diperbolehkan,1.0
diperbudak,-1.0
diperdebatkan,-0.5
diperingatkan sebelumnya,-1.0
diperoleh,1.0
diperparah,-1.0
dipertanyakan,-1.0
diplomasi,1.0
diplomatik,1.0
dipoles,1.0
dipopulerkan,1.0
dipraktekkan,1.0
dipuji,1.0
dirajam,-1.0
diramalkan,1.0
direbut,-1.0
diremajakan,1.0
direncanakan,-1.0
dirusak,-1.0
disabilitas,-1.0
disebutkan di atas,1.0
disengaja,0.5
disentri,-1.0
disesalkan,-1.0
disimpan,-0.5
disinformasi,-1.0
disiplin,-1.0
diskresi,1.0
diskriminasi,-1.0
diskriminatif,-1.0
diskualifikasi,-1.0
diskusi,1.0
disonansi,-1.0
distilasi,1.0
distorsi,-1.0
disusutkan,-1.0
ditahbiskan,1.0
ditandai,1.0
ditangkap basah,-1.0
ditelantarkan,-1.0
ditemukan,1.0
diterima,0.5
ditinggalkan,-1.0
ditingkatkan,0.5
ditipu,-1.0
ditiru,-1.0
ditolak,-1.0
dituduh,-1.0
ditumbuhi,-1.0
diukur,1.0
diverifikasi,1.0
divestasi,-1.0
diwakili,1.0
dogmatis,-0.5
dokter,1.0
domba,0.5
dominan,-1.0
dominasi,-0.5
dorongan,0.14285714285714285
dosa,-1.0
douche,-1.0
doyan,-1.0
drainase,-1.0
dua bahasa,1.0
duet,1.0
duka,-1.0
dukun,-0.5
duniawi,-0.25
dupa,-1.0
duri,-0.6666666666666666
durian runtuh,1.0
dusta,-1.0
duta besar,1.0
efektif,1.0
efisien,1.0
efisiensi,1.0
egois,-1.0
egoisme,-1.0
ejaan,1.0
ejakulasi,0.5
ejekan,-1.0
ek,1.0
eksaserbasi,-1.0
eksekusi,-1.0
eksotik,1.0
ekspedisi,1.0
ekspektasi,1.0
eksplosif,-1.0
ekstasi,1.0
ekstremitas,-1.0
ekuitas,1.0
elaborasi,1.0
eliminasi,-1.0
elite,1.0
emansipasi,1.0
emas,0.5
embargo,-1.0
emboli,-1.0
emeritus,1.0
emir,1.0
empati,1.0
empedu,-1.0
encok,-1.0
encore,1.0
endemis,-1.0
energik,1.0
enggan,-0.6666666666666666
engkol,-1.0
ensiklopedi,1.0
ephemeris,1.0
epidemi,-1.0
epik,1.0
epilepsi,-1.0
erosi,-0.5
erotis,1.0
estetika,1.0
estetis,1.0
etika,1.0
etis,1.0
eutanasia,-1.0
evakuasi,-1.0
evolusi,1.0
fakta,0.5
fakultas,0.5
fana,-1.0
fanatik,-1.0
fantastis,-0.5
farmasi,0.5
fasih,0.5
fasik,-1.0
fatal,-1.0
favorit,1.0
feodal,-1.0
feodalisme,-1.0
festival,1.0
filibuster,-1.0
filsuf,1.0
firasat,-0.6666666666666666
fisika,1.0
fisiologi,1.0
fitnah,-1.0
fitting,1.0
fitur,0.5
fleksibilitas,1.0
flu,-1.0
fluktuasi,-1.0
fokus,0.5
fonetis,1.0
formatif,1.0
frustrasi,-1.0
fusi,1.0
gadis,0.3333333333333333
gaduh,-1.0
gagah,1.0
gagal,-1.0
gagasan,1.0
gaib,0.2
gairah,0.5
gaji,1.0
gambar yg tak berarti,-1.0
ganas,-1.0
gang,-0.3333333333333333
gangguan,-0.9090909090909091
ganja,-0.5
ganti rugi,0.5
gantung,-1.0
garang,-1.0
garing,-1.0
garis,-0.25
garnisun,1.0
gawang,1.0
gegabah,-1.0
gegar,-1.0
gejala,-1.0
gelandangan,-1.0
gelisah,-1.0
gembala,1.0
gembira,1.0
gemetar,-0.6666666666666666
gemetaran,-0.6666666666666666
gempa bumi,-1.0
gemuk,-0.4
gemuruh,-0.5
gencatan senjata,1.0
gendut,-1.0
genting,-1.0
gerah,0.5
gereja,0.5
geriatrik,-1.0
gerilya,-1.0
germo,-1.0
gerombolan,-1.0
gertakan,-1.0
getah,-0.5
getaran,-0.5
ghetto,-1.0
giat,0.5
gigi,0.2
gigih,1.0
gila,-0.9230769230769231
giliran,1.0
gipsi,-1.0
glasial,-1.0
goblin,-1.0
godaan,-1.0
gonorea,-1.0
gorila,-1.0
gosip,-1.0
goyah,-0.5
granat,-1.0
grizzly,-1.0
grogi,-1.0
gubernur,0.5
gubuk,-1.0
gudang,-0.25
gugatan,-1.0
guillotine,-1.0
gulat,-1.0
gumpal,-1.0
gumpalan,-0.3333333333333333
gunung berapi,-1.0
gurih,1.0
guru,1.0
gurun,-0.5
habitat,1.0
hadiah,1.0
haid,1.0
hak lebih tinggi,1.0
halangan,-0.5
halter,-1.0
halus,0.25
halusinasi,-1.0
hama,-1.0
hambar,-1.0
hampa,-1.0
hampir mati,-1.0
hampir tidak,-0.5
hancur,-1.0
hantu,-0.5
hanya sedikit,-1.0
harapan,0.25
harga diri,1.0
hari libur,1.0
hari ulang tahun,1.0
harmoni,1.0
harry,-1.0
harta benda,1.0
harta karun,1.0
harum,1.0
hash,-1.0
hasil,0.2
hasil karya,1.0
hasutan,-0.5
hati nurani,1.0
hati-hati,1.0
haus,-0.5
haus darah,-1.0
hawar,-1.0
hebat,0.25
hedonisme,1.0
helm,1.0
hemat,0.3333333333333333
heran,0.5
heroik,1.0
heroin,-1.0
herpes,-1.0
hiasan,0.3333333333333333
hiburan,1.0
hidrosefalus,-1.0
hidup,0.3333333333333333
hidup bersama,1.0
higienis,1.0
hijau,1.0
hijau abadi,1.0
hilang,-1.0
hina,-1.0
hiperbola,-1.0
hippie,-1.0
hiruk pikuk,-1.0
hiruk-pikuk,-1.0
histeri,-1.0
histeris,-1.0
hiu,-1.0
hobi,1.0
homologi,1.0
hormat,1.0
hubungan,0.25
huff,-1.0
hujan es,-1.0
hukum,0.5
hukuman,-1.0
hukuman penjara,-1.0
huuu,-1.0
iblis,-1.0
ibu,1.0
idealisme,1.0
idola,1.0
igauan,-1.0
ilmiah,0.5
ilmuwan,1.0
ilusi,-1.0
imajinatif,1.0
imamat,1.0
imitasi,-1.0
impoten,-1.0
imut,1.0
inaugurasi,1.0
indah,0.5
indah sekali,1.0
individualitas,1.0
indoktrinasi,-1.0
infark,-1.0
infeksi,-1.0
infiltrasi,1.0
inflasi,-1.0
influensa,-1.0
informasi,1.0
ingin,-1.0
ingin sekali,1.0
ingin tahu,1.0
inklusif,1.0
inkonstitusionil,-1.0
inovasi,1.0
inses,-1.0
inspektur,1.0
inspirasi,0.5
instrumental,1.0
integritas,1.0
intelek,1.0
intelektual,1.0
intelijen,1.0
intens,1.0
intervensi,1.0
inti,0.2
intim,1.0
intimidasi,-1.0
intisari,0.5
intoleran,-1.0
intoleransi,-1.0
intonasi,1.0
intrik,-1.0
intrusi,-1.0
intuisi,1.0
intuitif,1.0
invasi,-1.0
inventif,1.0
irama,0.5
irasional,-1.0
irasionalitas,-1.0
iri,-1.0
iringan,1.0
isi,0.3333333333333333
isi perut,-0.5
isolasi,-0.5
istimewa,0.5
istirahat,0.6666666666666666
isu,-1.0
izin,0.5
jackpot,1.0
jahat,-1.0
jalan buntu,-0.5
jalang,-1.0
jaminan,0.5
jamu,1.0
jamur,-0.6666666666666666
janda,0.5
jangkar,1.0
janji,0.5
jantan,1.0
jarang,-0.2
jargon,-1.0
jarum,1.0
jasmani,0.3333333333333333
jatuh,-1.0
jatuh cinta,1.0
jatuh terjerambab,-1.0
jauh,-0.25
jelaga,-1.0
jelas,0.4444444444444444
jelasnya,1.0
jelatang,-1.0
jelek,-1.0
jembalang,-1.0
jenakawan,1.0
jenis,0.3333333333333333
jenius,1.0
jenuh,-0.5
jerat,-0.6666666666666666
jerawat,-1.0
jijik,-1.0
jilbab,-1.0
jimat,0.3333333333333333
jinak,0.5
john,-1.0
jompo,-1.0
jornada,-1.0
juara,1.0
judul,1.0
jujur,0.8333333333333334
junta,-1.0
jurang,-0.14285714285714285
juru sita,-1.0
kabar angin,-1.0
kabinet,1.0
kabur,-0.75
kabut,-0.3333333333333333
kacau,-0.8571428571428571
kafe,1.0
kafir,-1.0
kain,-0.25
kaku,-1.0
kakus,-1.0
kalajengking,-1.0
kalimat,-1.0
kamar bayi,1.0
kamar mayat,-1.0
kambing hitam,-1.0
kambuh,-0.5
kamus,0.3333333333333333
kandas,-1.0
kanibal,-1.0
kanibalisme,-1.0
kanker,-1.0
kantor polisi,-1.0
kantuk,-1.0
kapitalis,1.0
karat,-0.6666666666666666
kardiomiopati,-1.0
karier,1.0
karies,-1.0
karikatur,-1.0
karnivora,-1.0
karsinoma,-1.0
kartel,-1.0
kartu as,1.0
karunia,1.0
karut,-1.0
kasar,-0.45454545454545453
kasih sayang,0.6666666666666666
kasta,-1.0
kasus,-1.0
kata,1.0
kata lontaran,-1.0
kata pengantar singkat,1.0
kata-kata,-1.0
kata-kata kotor,-1.0
katarak,-1.0
kategoris,1.0
kateter,-1.0
kaum bangsawan,1.0
kawan,1.0
ke belakang,-1.0
ke luar,0.5
keadaan bangkrut,-1.0
keadaan buruk,-1.0
keadaan darurat,-1.0
keadaan mendung,-1.0
keadaan sulit,-1.0
keadilan,1.0
keagungan,1.0
keahlian,0.75
keajaiban,1.0
keakraban,1.0
keandalan,1.0
keanehan,0.25
keanggunan,1.0
keaslian,1.0
kebahagiaan,1.0
kebaikan,0.6666666666666666
kebajikan,1.0
kebakaran,-1.0
kebakaran besar,-1.0
kebaktian,1.0
kebalikan,-1.0
kebanggaan,1.0
kebangkitan,0.5
kebangkrutan,-1.0
kebebasan,1.0
kebejatan,-1.0
kebenaran,0.6666666666666666
kebencian,-1.0
keberangkatan,-1.0
keberanian,1.0
keberatan,-1.0
kebersihan,0.5
keberuntungan,1.0
kebesaran,1.0
kebetulan,-0.2
kebiadaban,-1.0
kebidanan,0.5
kebijaksanaan,0.8
kebinasaan,-1.0
kebingungan,-0.6
kebisingan,-1.0
kebocoran,-1.0
kebodohan,-0.8
kebohongan,-1.0
kebosanan,-0.6666666666666666
kebrutalan,-1.0
kebulatan suara,1.0
kebun,0.5
kebuntuan,-1.0
keburu,-1.0
keburukan,-0.75
kebutaan,-1.0
kecabulan,-1.0
kecakapan,0.5
kecanduan,-1.0
kecantikan,1.0
kecapi,0.5
kecelakaan,-1.0
kecemasan,-1.0
kecemburuan,-1.0
kecenderungan,0.16666666666666666
kecenderungan bunuh diri,-1.0
kecengengan,1.0
kecepatan,0.2
kecerahan,1.0
kecerobohan,-1.0
kecewa,-1.0
kecil,-0.3333333333333333
kecokelatan,1.0
kecukupan,1.0
kecurigaan,-0.5
kecut,-1.0
kedalaman,1.0
kedaluwarsa,-1.0
kedatangan,0.5
kedekatan,0.3333333333333333
kedermawanan,1.0
kedewasaan,1.0
kediktatoran,-1.0
kedinginan,-1.0
kedudukan,1.0
keenakan,1.0
keengganan,-0.6666666666666666
kegagahan,1.0
kegagalan,-1.0
kegairahan,1.0
keganasan,-1.0
kegelapan,-0.6666666666666666
kegelisahan,-0.5
kegemaran,1.0
kegembiraan,1.0
kegemparan,-1.0
kegemukan,-1.0
kegentingan,-1.0
kegigihan,1.0
kegilaan,-1.0
keguguran,-1.0
kegunaan,1.0
kehadiran,0.5
kehamilan,-0.5
kehancuran,-0.75
kehebohan,-1.0
keheningan,1.0
kehilangan,-1.0
kehormatan,1.0
keibuan,1.0
keilahian,1.0
keindahan,1.0
keinginan,0.2
kejahatan,-1.0
kejahatan besar,-1.0
kejam,-1.0
kejang,-1.0
kejanggalan,-1.0
kejatuhan,-1.0
kejelekan,-1.0
kejengkelan,-1.0
kejujuran,1.0
kejut,-1.0
kejutan,1.0
kekacauan,-0.75
kekaguman,1.0
kekakuan,-1.0
kekal,0.5
kekalahan,-0.5
kekanak-kanakan,-0.6666666666666666
kekasaran,-1.0
kekasih,1.0
kekayaan,0.6666666666666666
kekecewaan,-1.0
kekejaman,-1.0
kekejangan,-1.0
kekejian,-1.0
kekek,1.0
kekeliruan,-1.0
kekenyangan,-1.0
kekerasan,-0.8
kekeringan,-0.5
kekesalan,-1.0
kekhasan,-1.0
kekuasaan,0.6666666666666666
kekuatan,1.0
kekuatiran,-1.0
kekudusan,1.0
kekurangan,-1.0
kekurangan perhatian,-1.0
kekusutan,1.0
kelahi,-1.0
kelahiran,0.3333333333333333
kelainan bentuk,-1.0
kelakuan buruk,-1.0
kelalaian,-0.6666666666666666
kelambanan,-1.0
kelambatan,-1.0
kelancaran,0.5
kelancaran berbicara,1.0
kelangkaan,-0.5
kelangsungan,1.0
kelaparan,-0.8
kelebihan,-0.5
kelebihan muatan,-1.0
keledai,-0.5
kelelahan,-1.0
kelemah-lembutan,1.0
kelemahan,-1.0
kelembutan,0.5
kelengkapan,1.0
kelesuan,-1.0
kelimpahan,0.6666666666666666
kelincahan,1.0
kelip,1.0
keliru,-1.0
