word,big
ambiguitas,-1.0
ambil,-1.0
amblas,-0.6
ambles,-0.8
ambruk,-1.0
amburadul,-1.0
ametis,-0.8
amfetamin,-1.0
amit,-0.8
amnesia,-1.0
amor,-0.4
amoral,-0.6
amoralitas,-1.0
ampai,-0.8
ampas,-0.6
ampas kopi,-0.4
ampel,-0.6
ampela,-1.0
ampu,-1.0
ampun,-0.3
ampuni,-0.4
amtenar,-0.6
amuk,-0.5
ana,-0.3
anak,-0.3
anak air,-0.8
anak bawang,-0.4
anak bedil,-0.6
anak bodoh,-1.0
anak bukit,-0.8
anak cucu,-0.6
anak penak,-0.6
anak pinak,-0.6
anak yatim,-1.0
anak-anakan,-0.6
anakonda,-1.0
anal,-1.0
analitis,-0.8
anarki,-0.9
anarkis,-1.0
anarkisme,-1.0
ancai,-1.0
ancam,-0.8
ancaman,-0.9
anda,-0.2
andeka,-0.6
aneh,-0.45714285714285713
anekdot,-0.4
anggai,-0.6
anggara,-0.8
anggota,-0.6
anggur,-0.8
angguran,-0.8
angin lalu,-1.0
angin puyuh,-1.0
angina,-1.0
angit,-1.0
angkat tangan,-1.0
angkat topi,-0.8
angkatan,-1.0
angkot,-0.2
angkuh,-1.0
angkup,-0.6
anglo,-0.8
aniaya,-0.8
anjak,-0.6
anjay,-0.6
anjeng,-1.0
anjer,-0.6
anjg,-1.0
anjing,-0.8
anjing tanah,-1.0
anjir,-0.3
anjis,-0.2
anjlok,-0.8
anjungan,-0.6
anjur,-0.4
anjuran,-0.4
anom,-0.8
anomali,-1.0
anonim,-1.0
antagonis,-1.0
antagonisme,-0.9
antap,-1.0
antar,-1.0
antek,-0.6
antem,-0.8
anti,-0.4
antikristus,-1.0
antipati,-0.5333333333333333
antisosial,-1.0
antitesis,-0.8
antraks,-1.0
antuk,-0.8
antun,-0.6
antusias,-0.3
anu,-0.6
anumerta,-1.0
anut,-0.3
anyir,-0.8
apa,-0.6
apaan,-0.8
apache,-1.0
apak,-1.0
apalah,-0.4
apanya,-0.6
aparat,-0.6
aparatus,-0.6
apasi,-0.6
apasih,-0.8
apati,-1.0
apatis,-0.6666666666666666
apek,-0.8
apes,-1.0
api penyucian,-1.0
api-api,-0.8
apit,-0.6
apiun,-0.6
apkir,-0.8
apkiran,-0.8
aplikasi,-0.8
arah,-0.4
arahan,-0.6
aram,-0.6
arbitrer,-1.0
arca,-0.6
argumen,-0.65
argumentatif,-1.0
arik,-0.6
armada,-0.5
arogan,-1.0
arsenik,-1.0
arsip,-1.0
artikel,-0.8
artileri,-1.0
aru,-1.0
aru-aru,-0.8
arus udara,-0.8
asah,-0.6
asak,-0.6
asal usul,-0.8
asal-asalan,-1.0
asam,-0.7
asan tak asan,-1.0
asap,-1.0
asfal,-1.0
asid,-1.0
asing,-0.3333333333333333
asmara,-0.4
asor,-1.0
asosiasi,-0.4
aspek,-0.6
aspiran,-1.0
astaga,-0.4
astagfirullah,-0.4
astagfirulloh,-0.8
astaghfirullah,-0.6
asumsi,-0.6
asusila,-1.0
aswad,-0.8
atas,-0.4
ateisme,-1.0
aterosklerosis,-1.0
ati,-0.2
atresia,-0.6
atribut,-0.6
atrophia,-1.0
atuh,-0.2
atut,-0.4
aur,-0.6
aurat,-0.4
aus,-1.0
auta,-0.8
autopsi,-1.0
awa-,-0.6
awan kelabu,-0.6
awas,-0.5333333333333333
awi,-0.6
awur,-0.8
awut,-0.8
awut-awutan,-1.0
ayal,-0.6
ayat,-0.8
ayun,-0.3
azab,-1.0
azimat,-0.4
bab,-0.8
babak,-0.8
babak belur,-1.0
babar,-0.2
babi,-0.9
babil,-0.8
bablas,-1.0
babon,-1.0
babu,-1.0
bacar mulut,-0.8
bacok,-0.8
bacot,-0.4
bad,-0.8
badai,-0.8166666666666667
badan,-0.6
badmood,-0.8
badung,-0.8
bagaimana pun,-0.4
bagal,-0.8
bagi,-0.4
bagian,-0.8
baginda,-0.3
bah,-0.6
bahala,-0.6
bahan,-0.6
bahasa,-0.8
bahaya,-1.0
bahkan,-1.0
bahlul,-1.0
bahtera,-0.6
baiat,-0.6
bait,-0.6
bajak,-0.8
bajak laut,-1.0
bajing,-0.5
bajingan,-1.0
bakar,-0.3
baktau,-1.0
bakteri,-1.0
baku,-0.3
bal,-0.5
bala,-1.0
bala bencana,-1.0
balai,-0.6
balairung,-0.6
balas,-0.5333333333333333
balela,-0.8
bales,-0.6
balesnya,-0.4
balik,-0.6
balik adab,-1.0
balik akal,-0.8
balik gagang,-1.0
balkon,-0.6
balung,-0.8
balur,-0.8
bambu,-0.6
bambung,-0.6
banal,-0.6
banat,-0.8
bancang,-1.0
banci,-1.0
bandang,-0.8
bandar,-0.8
bandel,-0.75
bandit,-1.0
bando,-0.8
bandung,-0.2
bang,-1.0
bangan,-0.3
bangang,-0.6
bangbung,-0.8
banger,-1.0
bangett,-0.4
bangkai,-0.9
bangkang,-0.8
bangkit,-0.4
bangkot,-0.8
bangkrut,-1.0
bangku,-0.3333333333333333
bangle,-0.8
bangsal,-0.6
bangsat,-1.0
banshee,-1.0
bantah,-0.6
bantai,-1.0
bantar,-0.8
banteng,-0.6
bantet,-0.6
banting,-0.3
bantu,-0.4
banyak bicara,-0.6
banyak cakap,-0.8
banyak cincong,-0.8
banyak mulut,-0.8
banyak omong,-0.8
banyol,-0.6
baper,-0.4
baperan,-0.8
bapet,-0.8
bara,-0.3
barang selundupan,-1.0
barbar,-1.0
barbarisme,-1.0
baret,-0.6
barikade,-1.0
baris,-1.0
barkas,-1.0
barua,-1.0
barut,-0.6
barzakh,-0.8
basah,-0.3333333333333333
basi,-0.75
baskom,-0.8
basmi,-1.0
bastar,-0.4
batak,-1.0
batal,-1.0
batalion,-1.0
batang,-0.8
batas,-0.4666666666666667
batas waktu,-0.6
batel,-0.8
baterai,-0.8
batil,-0.8
batu berdahak,-0.8
batu loncatan,-0.6
batu sandungan,-1.0
batuk,-0.9
batuk darah,-0.8
batuk kecil,-0.8
batuk kering,-0.6
batuk lelah,-0.8
batuk-batuk,-0.8
batung-batung,-0.8
bau,-0.7333333333333334
bau kencur,-0.8
bau tanah,-0.4
bawa,-0.3
bawah,-1.0
bawahan,-0.5
bawain,-0.6
bawel,-0.8
baya,-0.8
bayar,-0.3
bayonet,-1.0
bayu,-0.8
bebal,-0.6
beban,-0.6666666666666666
bebas,-0.4
bebat,-0.6
bebel,-1.0
becak,-1.0
becek,-0.8
becus,-0.4
beda,-0.4
bedegong,-0.8
bedel,-0.8
bedeng,-0.6
bedol,-0.8
begadang,-0.6
begah,-0.4
begak,-0.6
begal,-1.0
begana-begini,-0.8
begini,-0.2
beginian,-0.6
begitu saja,-0.7
begu,-0.8
beguk,-0.8
begundal,-0.6
bejat,-1.0
bekam,-1.0
bekap,-0.6
bekas,-0.3666666666666667
bekas luka,-1.0
bekerja keras,-0.5
bekicot,-0.8
belah,-1.0
belah ketupat,-0.8
belahan jiwa,-1.0
belai,-0.8
belaian,-0.6
belain,-0.4
belaka,-0.2
belakang,-0.3333333333333333
belalang,-0.5
belam,-0.6
belang,-1.0
belas,-0.3
belati,-0.65
belatung,-1.0
belembang,-1.0
belendung,-0.6
belenggu,-0.8
belerang,-1.0
beleter,-0.8
beli,-0.3
belia,-0.4
beliin,-0.2
belikan,-0.2
beling,-0.2
belingsat,-0.8
belinjo,-0.6
belis,-0.8
belit,-0.6
belitan,-1.0
beloh,-1.0
beloon,-0.6
belot,-1.0
belu-belai,-0.8
belulang,-0.6
belum dewasa,-1.0
belum dibayar,-1.0
belum dicuci,-1.0
belum lahir,-1.0
belum selesai,-1.0
belum tahu,-1.0
benah hati,-0.6
bencana,-0.9
bencat,-1.0
benci,-0.6666666666666666
bencong,-1.0
bendel,-1.0
benderang,-0.6
bendoro,-0.8
bendu,-0.8
bendung,-0.6
bengal,-0.8
bengap,-0.6
bengis,-1.0
bengkak,-0.9
bengkak hati,-0.6
bengkerap,-0.8
bengkok,-0.8
bengok,-0.8
benguk,-0.4
bening,-0.8
benjut,-0.8
bentak,-1.0
bentakan,-1.0
bentan,-0.8
bentang,-0.3
bentrok,-1.0
bentrokan,-1.0
bentul,-0.6
benyot,-0.8
beol,-1.0
beperkara,-0.8
beracun,-1.0
beradu,-0.8
beradu lidah,-0.6
beradu mulut,-0.8
beraduk,-0.6
beragam,-0.4666666666666667
berair,-0.35
berak,-0.8
berak air,-0.8
berakhir,-0.5
berakhlak,-0.8
beralasan,-0.8
beralaskan,-0.8
beralih,-0.6
beralih bentuk,-0.6
berambu-rambu,-0.8
beramuk,-0.8
beramuk-amukan,-0.8
beranak bercucu,-0.6
beranak cucu,-0.6
beranak pinak,-0.6
beranang,-0.6
beranda,-0.3
berandalan,-1.0
berang,-1.0
berangai,-1.0
berangan,-0.6
beranggar lidah,-0.6
berangkal,-0.6
berangkat,-0.8
berangsang,-1.0
berangsur,-0.6
beranjak,-0.6
berantak,-0.8
berantakan,-1.0
berantara,-0.6
berantem,-0.8
berapat-rapat,-0.6
berapit,-0.8
berasa,-0.4
berasak,-0.6
berasal,-0.6
berasimilasi,-0.6
berat,-0.375
berat ekor,-0.8
berat hati,-0.8
berat kepala,-1.0
berat otak,-0.8
berat pinggul,-0.4
berat tangan,-0.8
berat telinga,-0.6
berat tulang,-0.8
berawa,-1.0
berawan,-0.6
berbabil,-0.8
berbadan dua,-0.6
berbahaya,-0.9
berbakti,-0.6
berbalik,-1.0
berbanding,-0.6
berbantah,-1.0
berbantahan,-0.6
berbau,-0.5
berbayar,-0.6
berbecak-becak,-0.6
berbeda,-0.4714285714285714
berbelit-belit,-0.8
berbenturan,-0.8
berbiak,-0.6
berbicara,-0.4666666666666667
berbisa,-1.0
berbohong,-0.9
berbondong-bondong,-0.6
berbuat dosa,-1.0
berbuat salah,-1.0
berbulu,-0.3333333333333333
berburu,-0.6
berburuk,-0.8
bercak,-1.0
bercakar-cakaran,-0.8
bercanda,-0.4
bercaran,-0.8
bercat,-0.6
bercedera,-0.8
bercekak,-0.6
bercekcok,-0.8
bercekit,-0.8
bercelah,-0.6
bercempera,-1.0
bercengkerama,-0.4
bercerai-berai,-1.0
bercikun-cikun,-1.0
bercintaan,-0.6
bercokol,-0.4
bercorak,-0.6
bercucuran,-1.0
bercumbu,-0.8
bercumbu-cumbu,-0.6
bercumbuan,-0.6
bercura,-0.8
berdakwa,-0.8
berdalih,-0.8
berdampingan,-0.6
berdansa,-0.4
berdarah,-0.5
berdarah dingin,-0.8
berdasarkan,-0.8
berdaulat,-0.6
berdebar,-1.0
berdebat,-1.0
berdedikasi,-0.6
berdekatan,-0.8
berdekus,-0.6
berdengung,-0.55
berdengus,-0.6
berdenyut,-0.5333333333333333
berderit,-1.0
berderum,-0.8
berdesakan,-0.6
berdesir,-0.4
berdikit-dikit,-0.6
berdompol,-0.8
berdosa,-0.8
berduaan,-0.6
berduka,-1.0
berduri,-0.4
berdusta,-0.8
berduyun-duyun,-0.6
berebut,-0.5
beredak,-1.0
beregu,-0.6
berengsaan,-0.8
berengsek,-1.0
berenti,-0.6
bergabung,-0.4
bergadang,-0.8
bergaduh,-1.0
bergajul,-1.0
bergamit,-0.6
berganda,-0.6
berganduh,-0.6
berganggang,-0.6
bergaul,-0.6
bergaung,-0.6
bergejolak,-0.8
bergelanggang,-0.3
bergelegak,-0.6
bergema,-0.4
bergemam,-0.6
bergembung,-0.6
bergemuruh,-0.6
bergerombol,-0.8
bergerombolan berkawanan,-0.8
bergesek,-0.6
bergesel,-0.6
bergeser,-0.8
bergetar,-0.3
bergolak,-1.0
bergontok,-0.8
bergosok,-0.6
bergosokan,-0.6
bergoyah,-0.8
berguam,-0.8
berguguran,-0.6
bergulat,-0.8
bergulir,-0.6
bergumam,-0.8
bergumul,-0.8
berguncang,-1.0
bergundang,-1.0
bergurau,-0.8
bergurau senda,-0.8
berguyub,-0.6
berhala,-0.8
berhamburan,-1.0
berhandai-handai,-0.6
berhantaran,-1.0
berhantu,-1.0
berhanyut,-0.8
berhati walang,-0.6
berhelat,-0.8
berhenti,-0.5714285714285714
berhenti (tugas),-0.4
berhimpun,-0.8
berhujah,-0.8
beri (uang),-0.4
beri uang,-0.4
beringas,-0.8
beringat,-0.6
beringsut,-0.6
berisik,-1.0
berisiko,-1.0
berita,-0.8
berita kematian,-1.0
berjarak,-0.8
berjatuhan,-0.3
berjauh hati,-0.6
berjejak,-0.6
berjejal,-0.6
berjejal-jejal,-0.6
berjejas,-1.0
berjongkok,-0.3333333333333333
berjuang,-0.6666666666666666
berjubal,-0.6
berjudi,-1.0
berjumbai,-1.0
berkabung,-1.0
berkabut,-0.6
berkalang tanah,-0.4
berkampanye,-1.0
berkarat,-0.9
berkarut,-1.0
berkasih-kasihan,-0.6
berkawan,-0.6
berkawanan,-0.8
berkeberatan,-0.8
berkecai,-1.0
berkecamuk,-0.8
berkecandan,-0.8
berkecenderungan,-0.6
berkecil hati,-1.0
berkedut,-1.0
berkejaran,-0.6
berkelahi,-1.0
berkelakar,-0.8
"berkeliaran, menyimpang",-1.0
berkelir,-0.6
berkelok-kelok,-0.45
berkelompok-kelompok,-0.8
berkeluarga,-0.4
berkemal,-0.8
berkemam,-0.6
berkemandang,-0.6
berkemas-kemas,-0.4
berkembang biak,-0.6
berkemih,-0.6
berkenaan dengan perang,-1.0
berkenalan,-0.6
berkeping-keping,-1.0
berkerak,-0.4
berkeras-kerasan,-0.8
berkeropeng,-1.0
berkerubung,-0.8
berkerumun,-0.8
berkerut,-0.4
berketar-ketar,-0.6
berkhayal,-1.0
berkhianat,-1.0
berkilah,-0.8
berkisar,-0.6
berkolusi,-1.0
berkomplot,-0.8
berkongkalikong,-0.8
berkonspirasi,-0.8
berkorban,-0.6
berkuat,-0.4
berkubang,-1.0
berkuliah,-0.8
berkumandang,-0.6
berkunjung,-0.8
berkupak,-0.6
berkurang,-0.8
berkurangan,-0.6
berkurap,-0.8
berlabuh,-0.6
berlaga,-0.8
berlainan,-0.8
berlalu,-1.0
berlalu dr dunia,-1.0
berlama-lama,-0.4
berlandaskan,-0.8
berlangau,-0.8
berlanggaran,-0.8
berlapis,-1.0
berlara-lara,-0.8
berlarat-larat,-0.8
berlarian,-1.0
berlawanan,-0.5666666666666667
berlebih,-0.3
berlebih-lebih,-0.8
berlebihan,-0.4
berlelehan,-0.6
berlemak,-1.0
berlendir,-1.0
berlengkesa,-0.6
berlepasan,-0.6
berlibat-libat,-0.8
berlik,-0.8
berliku-liku,-0.8
berlinang,-0.6
berlipat,-0.6
berlipat ganda,-0.6
berlompatan,-1.0
berlubang,-0.6
berlumpur,-1.0
berluruhan,-0.6
berlutut,-0.4
bermain-main,-0.4
bermesraan,-0.6
bermetamorfosis,-0.6
bermoral,-0.8
bermotif,-0.6
bermuka dua,-1.0
bermuka masam,-1.0
bermukah,-0.8
bermukim,-0.4
bermula,-0.8
bermuram durja,-1.0
bermusuhan,-0.9
bernas,-0.3
bernoda,-0.8
bernuansa,-0.6
berogak-ogak,-0.8
berolok-olok,-0.8
berombongan,-0.8
beromong kosong,-0.8
berona,-0.6
berongga,-0.6
beroperasi,-0.4
berpada-pada,-0.6
berpadu,-0.6
berpalit-palit,-0.8
berpangku tangan,-0.8
berparak,-0.8
berpartai,-0.6
berpasangan,-0.6
berpasuk,-0.6
berpencar,-1.0
berpencaran,-0.6
berperai-perai,-1.0
berperang,-0.6
berperang hati,-0.8
berperang mulut,-0.6
berpijar,-0.6
berpoleng,-0.6
berprasangka,-0.5333333333333333
berproses,-0.3
berpuak-puak,-0.8
berpuaka,-0.6
berpucuk,-0.8
berpura-pura,-0.9
berpusu,-0.6
berputar-putar,-0.8
berputih tulang,-0.4
berputus asa,-1.0
bersaba,-0.6
bersabung nyawa,-0.6
bersakit,-1.0
bersalah,-0.9
bersalahan,-0.8
bersandarkan,-0.8
bersanding,-1.0
bersanggit,-1.0
bersangkal,-1.0
bersangkut,-0.4
bersara,-0.6
bersatu,-0.2
bersebaran,-1.0
bersebelahan,-0.8
berseberangan,-0.6
bersedia,-0.3
bersedih,-1.0
bersekongkol,-0.9
berselang,-0.6
berselingkuh,-1.0
berselisih,-1.0
berseloroh,-0.8
bersempena,-0.6
bersempuras,-0.6
bersendi,-0.8
bersendikan,-0.8
bersengaja,-0.4
bersengketa,-0.8
bersentuh,-1.0
bersepai,-1.0
berserah,-0.4
berserakan,-1.0
berserikat,-0.6
bersesak-sesak,-0.6
bersesal,-0.4
berseteru,-0.8
bersifat membatasi,-1.0
bersikukuh,-0.4
bersila,-0.4
bersilih,-0.6
bersimbah,-0.6
bersin,-0.5
bersinggungan,-0.6
bersipongang,-0.6
bersisalak,-0.8
bersisik,-1.0
bersiteguh,-0.4
bersokom,-0.8
bersuka-suka,-0.6
bersuka-sukaan,-0.6
bersungkawa,-0.6
bersurai,-0.6
bersusah,-1.0
bersusah hati,-1.0
bersusila,-0.8
bertabrakan,-0.8
bertaburan,-1.0
bertakhyul,-1.0
bertaki,-0.6
bertala-tala,-0.6
bertalun-talun,-0.6
bertambah,-1.0
bertambun,-0.6
bertamu,-0.8
bertandang,-0.8
bertanding,-0.4
bertangkap,-0.6
bertapa,-0.6
bertapakkan,-0.8
bertara,-0.6
bertarak,-0.6
bertarung,-1.0
bertasyakur,-0.8
bertautan,-0.8
bertebaran,-1.0
bertekak,-0.8
bertekuk lutut,-0.6
bertelanjang,-0.6
bertele-tele,-0.4666666666666667
bertelimpuh,-0.6
bertelinga lembut,-0.6
bertelingkah,-0.8
bertemperasan,-0.6
bertempiar,-0.6
bertemu roma,-0.8
bertendensi,-0.6
bertengkar,-1.0
bertengkar mulut,-1.0
bertengkaran,-0.8
bertengking,-0.8
bertentangan,-0.9
berteraskan,-0.8
berteriak,-0.5
berterima,-0.6
berterimakasih,-1.0
bertetesan,-0.6
bertian,-0.6
bertikai,-1.0
bertikai pangkai,-0.8
bertimbal,-0.6
bertimbang,-0.6
bertimpa-timpa,-0.6
bertindak,-0.8
bertindik,-0.6
bertingkat,-0.4
bertingkuh,-0.8
bertinju,-0.8
bertitikan,-0.6
bertokok,-0.6
bertolak,-0.4
bertonggakkan,-0.8
bertransformasi,-0.6
bertuah,-0.6
bertubrukan,-0.8
bertudung lingkup,-1.0
bertukar akal,-0.4
bertumbangan,-0.6
bertumbuk,-0.8
bertumbukan,-0.8
bertunjangkan,-0.8
berubah akal,-0.4
berubah ingatan,-0.6
berubah warna,-1.0
berubah-ubah,-0.3333333333333333
berugi,-1.0
berukuran kecil,-1.0
berulah,-0.8
berulang,-0.3333333333333333
berumah tangga,-0.4
berumpun,-0.6
berumur,-0.4
beruntun,-0.6
berurine,-0.6
berus,-0.8
berusuh,-1.0
berwarna,-0.6
berziarah,-0.8
berzina,-0.8
besar perut,-0.6
besar rabu,-0.6
besi tua,-0.8
besit,-0.4
besot,-0.6
beta,-0.6
betas,-0.6
bete,-1.0
beterbangan,-0.3
beterjunan,-1.0
betina,-0.4
beton,-0.4
betul,-0.4
betung,-0.6
beud,-0.4
bhay,-0.6
biadab,-0.6666666666666666
biak,-0.6
biang keladi,-0.4
biar,-0.3
biarawati,-0.8
biarin,-0.6
biarkan,-0.3
biarpun,-0.6
bias,-0.7
biasa,-0.26666666666666666
biasa-biasa saja,-1.0
biasin,-0.6
biaya,-0.3333333333333333
biaya tambahan,-1.0
bicu,-0.6
bidaah,-1.0
bidah,-0.6
bidai,-0.8
bidak,-1.0
bidas,-1.0
bidik,-0.4
biji buah,-0.6
biji mata,-0.6
bikinan,-0.5
biksah,-1.0
bilik,-0.6
bimbang,-1.0
bimbingan,-0.6
binasa,-0.6666666666666666
binatang buas,-1.0
bingit,-1.0
bingung,-0.75
bini gelap,-1.0
bintik,-1.0
biopsi,-1.0
bir,-1.0
birah,-0.6
birokrasi,-1.0
birokrat,-0.8
biru,-0.5
bisa salah,-1.0
bisa ular,-1.0
bisain,-0.4
bisik,-0.4
bison,-0.6
bisu,-0.3
bisul,-0.8
biut,-1.0
blangko,-0.6
blaster,-0.6
blobor,-0.6
block,-0.8
blokade,-1.0
blokir,-0.6
bloon,-0.6
blur,-0.8
bobol,-0.8
bobot,-0.6666666666666666
bobrok,-1.0
bobroq,-0.8
bocor,-0.9
bocoran,-1.0
bodo,-1.0
bodoamat,-0.8
bodoh,-1.0
bogem,-1.0
bogem mentah,-1.0
bogum,-0.6
bohong,-1.0
bokek,-1.0
bokep,-1.0
boker,-0.6
boksen,-1.0
boleh juga,-0.6
bolong,-0.6
bolos,-0.6
bolsak,-0.8
bom,-0.39999999999999997
bombastis,-0.3
bondong,-0.8
bondot,-1.0
bongak,-1.0
bonggol,-0.8
bongkah,-0.4
bongkak,-0.6
bongkar,-0.6
bongkar-bangkir,-1.0
bongkong,-0.6
bongok,-0.6
bongsor,-0.4
boong,-0.8
bopong,-0.3
borak,-0.8
bordil,-1.0
boro,-0.4
borok,-1.0
boros,-0.8333333333333333
bosen,-0.8
bosman,-0.8
bosun,-0.8
bot,-0.4
boyak,-1.0
brengsek,-1.0
brigade,-1.0
broker,-0.6
bromocorah,-1.0
brutal,-1.0
bruto,-0.8
buah,-0.3
buah bibir,-0.4
buah dada,-0.6
buah hati,-0.6
buah simalakama,-0.6
bual,-0.8
bualan,-0.8
buang,-0.6
buang air,-1.0
buang air besar,-1.0
buang air kecil,-0.6
buang hajat,-1.0
buang nyawa,-1.0
buang-buang air,-1.0
buangan,-0.8
buari,-0.8
buas,-1.0
bubuk,-1.0
bucu,-0.6
budek,-0.6
bufer,-0.6
buhuk,-0.8
buih,-1.0
bujukan,-0.4666666666666667
bukan,-0.6
bukan kepalang,-1.0
bukannya,-0.6
bukat,-0.8
bukti,-0.6
bulan,-0.2
bulan-bulanan,-0.8
bulat,-0.3833333333333333
buletin,-0.6
bulevar,-0.8
bully,-1.0
bulsak,-0.8
bulu,-0.3333333333333333
bulu babi,-1.0
bulu domba,-1.0
bulu mata,-1.0
buluh,-0.6
bulus,-1.0
buncah,-1.0
buncit,-0.6
bunda,-0.5
bundak,-0.6
bundel,-1.0
bunduk,-0.6
bunga hati,-0.6
bunga pala,-1.0
bungkam,-0.6
bungsu,-0.6
buntang,-0.8
buntet,-0.4
bunting,-0.6
buntu,-0.6
buntung,-1.0
bunuh,-1.0
bunuh diri,-1.0
burai,-1.0
buram,-0.55
buras,-0.8
buritan,-0.5
buronan,-1.0
buru,-0.3
buru-buru,-0.3
buruk,-1.0
buruk sekali,-1.0
burung bangkai,-1.0
burung beo,-1.0
burung raptor,-1.0
busuk,-1.0
busut,-0.8
buta,-0.8
buta hati,-0.8
buta huruf,-1.0
butek,-0.6
butir,-0.5
butuh,-1.0
butut,-1.0
buyut,-0.6
bye,-0.6
caba,-0.8
cabar,-0.8
cabau,-0.6
cabe,-0.4
cabean,-0.6
cabik,-0.6
cabuh,-0.6
cabul,-1.0
cabut,-1.0
cacat,-1.0
cacatan,-1.0
cacau,-1.0
cacauan,-0.8
caci,-1.0
caci maki,-1.0
cacian,-1.0
cacing,-0.9
cacing es,-0.8
cacing gelang-gelang,-0.8
cacing gila,-0.8
cacing gilig,-0.8
cacing ginjal,-0.8
cacing hati,-0.4
cacing hitadid,-0.8
cacing jantung,-0.8
cacing kalung,-0.8
cacing karawit,-0.6
cacing kentar,-0.8
cacing keremi,-0.8
cacing palolo,-0.8
cacing pipih,-0.8
cacing pita,-0.8
cacing rambut kuda,-0.8
cacing tambang,-0.4
cacing tanah,-0.8
cad,-1.0
cadang,-0.5
cadas,-0.6
cagaran,-0.6
cahari,-0.6
caing,-0.6
cair,-0.2
cakap,-0.4
cakap angin,-0.8
cakar,-0.6666666666666666
cakus,-0.8
calar,-0.6
calit,-1.0
camar,-1.0
cambuk,-1.0
campak,-0.9
campakkan,-0.8
camping,-0.6
campur aduk,-0.7
canda,-0.6
candaan,-1.0
candal,-1.0
candala,-1.0
candu,-0.5333333333333333
canggung,-0.8
cangkul,-0.8
cangkum,-0.6
capai,-0.5
capak,-0.8
cape,-0.8
capit,-0.6
caplak,-0.8
cari,-0.6
cariin,-0.4
carik,-1.0
caruk,-0.8
carut,-1.0
catak,-0.8
catut,-0.6
cebik,-0.6
cebur,-1.0
cecap,-1.0
cecer,-0.6
ceceran,-0.6
cecunguk,-1.0
cedera,-0.9
cedih,-0.6
cegak,-0.4
cegat,-0.6
cek,-0.8
cekah,-0.8
cekak,-0.6
cekang,-0.6
cekat,-0.4
cekatan,-0.3
cekau,-0.4
ceker,-0.6
cekluk,-0.8
cekok,-0.6
ceku,-1.0
cekuh,-0.6
cekung,-0.65
cela,-0.8
celaan,-1.0
celah,-0.4
celaka,-1.0
celampak,-0.6
celemotan,-0.8
celetuk,-1.0
celih,-0.8
celomes,-0.8
celomok,-0.8
celonok,-0.6
celopar,-0.8
celoteh,-0.8
celuk,-0.6
cema,-1.0
cemar,-1.0
cemas,-0.8
cemat,-1.0
cemberut,-0.9
cembung,-0.6
cemburu,-1.0
cemeeh,-0.8
cemeh,-0.8
cemeti dewa,-0.4
cemomot,-0.8
cemong,-0.8
cemooh,-1.0
cemoohan,-0.8
cempala mulut,-1.0
cempek,-0.8
cempelung,-1.0
cempeng,-0.8
cempera,-1.0
cemplung,-0.4
cempung,-0.8
cemuas,-0.8
cena,-0.6
cencala,-1.0
