word,average
batung-batung,-0.4
bau,-0.3666666666666667
bau kencur,-0.4
bau tanah,-0.15000000000000002
bawa,-0.09999999999999999
bawah,-0.5
bawahan,-0.25
bawain,-0.3
bawel,-0.4
baya,-0.4
bayar,-0.09999999999999999
bayonet,-0.5
bayu,-0.4
bebal,-0.3
beban,-0.3333333333333333
bebas,-0.07500000000000001
bebat,-0.3
bebel,-0.5
becak,-0.5
becek,-0.4
becus,-0.15000000000000002
beda,-0.2
bedah,0.0
bedegong,-0.4
bedel,-0.4
bedeng,-0.3
bedol,-0.4
begadang,-0.3
begah,-0.2
begak,-0.3
begal,-0.5
begana-begini,-0.4
begini,-0.1
beginian,-0.3
begitu saja,-0.35
begu,-0.4
beguk,-0.4
begundal,-0.3
bejat,-0.5
bekam,-0.5
bekap,-0.3
bekas,-0.05000000000000002
bekas luka,-0.5
bekerja keras,-0.25
bekicot,-0.4
belah,-0.5
belah ketupat,-0.4
belahan jiwa,-0.5
belai,-0.4
belaian,-0.3
belain,-0.2
belaka,-0.1
belakang,-0.16666666666666666
belalang,-0.25
belam,-0.3
belang,-0.5
belas,-0.04999999999999999
belati,-0.325
belatung,-0.5
belembang,-0.5
belendung,-0.3
belenggu,-0.4
belerang,-0.5
beleter,-0.4
beli,-0.04999999999999999
belia,-0.2
beliin,-0.1
belikan,-0.1
beling,-0.1
belingsat,-0.4
belinjo,-0.3
belis,-0.4
belit,-0.3
belitan,-0.5
beloh,-0.5
belom,0.0
beloon,-0.3
belot,-0.5
belu-belai,-0.4
belulang,-0.3
belum dewasa,-0.5
belum dibayar,-0.5
belum dicuci,-0.5
belum lahir,-0.5
belum selesai,-0.5
belum tahu,-0.5
benah hati,-0.3
benak kepala,0.0
bencana,-0.45
bencat,-0.5
benci,-0.19999999999999998
bencong,-0.5
bendel,-0.5
benderang,-0.3
bendoro,-0.4
bendu,-0.4
bendung,-0.3
bengal,-0.4
bengap,-0.3
bengis,-0.5
bengkak,-0.45
bengkak hati,-0.3
bengkerap,-0.4
bengkok,-0.4
bengok,-0.4
benguk,-0.2
bening,-0.4
benjut,-0.4
bentak,-0.5
bentakan,-0.5
bentan,-0.4
bentang,-0.09999999999999999
benteng,0.0
bentrok,-0.5
bentrokan,-0.5
bentul,-0.3
benyot,-0.4
beol,-0.5
beperkara,-0.4
beracun,-0.5
beradu,-0.4
beradu lidah,-0.3
beradu mulut,-0.4
beraduk,-0.3
beragam,-0.06666666666666668
berahi,0.0
berair,-0.175
berak,-0.4
berak air,-0.4
berakhir,-0.25
berakhlak,-0.4
beralasan,-0.4
beralaskan,-0.4
beralih,-0.3
beralih bentuk,-0.3
berambu-rambu,-0.4
beramuk,-0.4
beramuk-amukan,-0.4
beranak bercucu,-0.3
beranak cucu,-0.3
beranak pinak,-0.3
beranang,-0.3
beranda,-0.09999999999999999
berandalan,-0.5
berang,-0.5
berangai,-0.5
berangan,-0.3
beranggar lidah,-0.3
berangkal,-0.3
berangkat,-0.4
berangsang,-0.5
berangsur,-0.3
beranjak,-0.3
berantak,-0.4
berantakan,-0.5
berantara,-0.3
berantem,-0.4
berapat-rapat,-0.3
berapit,-0.4
berasa,-0.2
berasak,-0.3
berasal,-0.3
berasimilasi,-0.3
berat,-0.125
berat ekor,-0.4
berat hati,-0.4
berat kepala,-0.5
berat otak,-0.4
berat pinggul,-0.2
berat tangan,-0.4
berat telinga,-0.3
berat tulang,-0.4
berawa,-0.5
berawan,-0.3
berbabil,-0.4
berbadan dua,-0.3
berbahaya,-0.45
berbakti,-0.3
berbalik,-0.5
berbanding,-0.3
berbantah,-0.5
berbantahan,-0.3
berbau,-0.25
berbayar,-0.3
berbecak-becak,-0.3
berbeda,-0.2357142857142857
berbelit-belit,-0.4
berbenturan,-0.4
berbiak,-0.3
berbicara,-0.23333333333333334
berbisa,-0.5
berbohong,-0.45
berbondong-bondong,-0.3
berbuat dosa,-0.5
berbuat salah,-0.5
berbulu,-0.16666666666666666
berburu,-0.3
berburuk,-0.4
bercak,-0.5
bercakar-cakaran,-0.4
bercanda,-0.07500000000000001
bercaran,-0.4
bercat,-0.3
bercedera,-0.4
bercekak,-0.3
bercekcok,-0.4
bercekit,-0.4
bercelah,-0.3
bercempera,-0.5
bercengkerama,-0.2
bercerai-berai,-0.5
bercikun-cikun,-0.5
bercintaan,-0.3
bercokol,-0.05000000000000002
bercorak,-0.3
bercucuran,-0.5
bercumbu,-0.4
bercumbu-cumbu,-0.3
bercumbuan,-0.3
bercura,-0.4
berdakwa,-0.4
berdalih,-0.4
berdampingan,-0.3
berdansa,-0.05000000000000002
berdarah,-0.04999999999999999
berdarah dingin,-0.4
berdasarkan,-0.4
berdaulat,-0.3
berdebar,-0.5
berdebat,-0.5
berdedikasi,-0.3
berdekatan,-0.4
berdekus,-0.3
berdengung,-0.15000000000000002
berdengus,-0.3
berdenyut,-0.2
berderit,-0.5
berderum,-0.4
berdesakan,-0.3
berdesir,-0.2
berdikit-dikit,-0.3
berdompol,-0.4
berdosa,-0.4
berduaan,-0.3
berduka,-0.5
berduri,-0.2
berdusta,-0.4
berduyun-duyun,-0.3
berebut,-0.25
beredak,-0.5
beregu,-0.3
berengsaan,-0.4
berengsek,-0.5
berenti,-0.3
bergabung,-0.07500000000000001
bergadang,-0.4
bergaduh,-0.5
bergajul,-0.5
bergamit,-0.3
berganda,-0.3
berganduh,-0.3
berganggang,-0.3
bergaul,-0.3
bergaung,-0.3
bergejolak,-0.4
bergelanggang,-0.04999999999999999
bergelegak,-0.3
bergelora,0.0
bergema,-0.15000000000000002
bergemam,-0.3
bergembung,-0.3
bergemuruh,-0.3
bergerombol,-0.4
bergerombolan berkawanan,-0.4
bergesek,-0.3
bergesel,-0.3
bergeser,-0.4
bergetar,-0.09999999999999999
bergolak,-0.5
bergontok,-0.4
bergosok,-0.3
bergosokan,-0.3
bergoyah,-0.4
berguam,-0.4
berguguran,-0.3
bergulat,-0.4
bergulir,-0.3
bergumam,-0.4
bergumul,-0.4
berguncang,-0.5
bergundang,-0.5
bergurau,-0.4
bergurau senda,-0.4
berguyub,-0.3
berhala,-0.4
berhamburan,-0.5
berhandai-handai,-0.3
berhantaran,-0.5
berhantu,-0.5
berhanyut,-0.4
berhati walang,-0.3
berhelat,-0.4
berhenti,-0.2857142857142857
berhenti (tugas),-0.2
berhimpun,-0.4
berhujah,-0.4
beri,0.0
beri (uang),-0.2
beri uang,-0.2
beringas,-0.4
beringat,-0.3
beringsut,-0.3
berisik,-0.5
berisiko,-0.5
berita,-0.4
berita kematian,-0.5
berjarak,-0.4
berjatuhan,-0.09999999999999999
berjauh hati,-0.3
berjejak,-0.3
berjejal,-0.3
berjejal-jejal,-0.3
berjejas,-0.5
berjihad,0.0
berjongkok,-0.16666666666666666
berjuang,-0.3333333333333333
berjubal,-0.3
berjudi,-0.5
berjumbai,-0.5
berkabung,-0.5
berkabut,-0.3
berkalang tanah,-0.2
berkampanye,-0.5
berkarat,-0.45
berkarut,-0.5
berkasih-kasihan,-0.3
berkawan,-0.3
berkawanan,-0.4
berkeberatan,-0.4
berkecai,-0.5
berkecamuk,-0.4
berkecandan,-0.4
berkecenderungan,-0.3
berkecil hati,-0.5
berkedut,-0.5
berkejaran,-0.3
berkelahi,-0.5
berkelakar,-0.4
"berkeliaran, menyimpang",-0.5
berkelir,-0.3
berkelok-kelok,-0.225
berkelompok-kelompok,-0.4
berkeluarga,-0.1
berkemal,-0.4
berkemam,-0.3
berkemandang,-0.3
berkemas-kemas,-0.2
berkembang biak,-0.3
berkemih,-0.3
berkenaan dengan perang,-0.5
berkenalan,-0.3
berkeping-keping,-0.5
berkerak,-0.2
berkeras-kerasan,-0.4
berkeropeng,-0.5
berkerubung,-0.4
berkerumun,-0.4
berkerut,-0.2
berketar-ketar,-0.3
berkhayal,-0.5
berkhianat,-0.5
berkilah,-0.4
berkisar,-0.3
berkolusi,-0.5
berkomitmen,0.0
berkomplot,-0.4
berkongkalikong,-0.4
berkonspirasi,-0.4
berkorban,-0.3
berkuat,-0.05000000000000002
berkubang,-0.5
berkuliah,-0.4
berkumandang,-0.3
berkunjung,-0.4
berkupak,-0.3
berkurang,-0.4
berkurangan,-0.3
berkurap,-0.4
berlabuh,-0.2
berlaga,-0.4
berlainan,-0.4
berlalu,-0.5
berlalu dr dunia,-0.5
berlama-lama,-0.2
berlandaskan,-0.4
berlangau,-0.4
berlanggaran,-0.4
berlapis,-0.5
berlara-lara,-0.4
berlarat-larat,-0.4
berlarian,-0.5
berlawanan,-0.2833333333333333
berlebih,-0.09999999999999999
berlebih-lebih,-0.4
berlebihan,-0.2
berlelehan,-0.3
berlemak,-0.5
berlendir,-0.5
berlengkesa,-0.3
berlepasan,-0.3
berlibat-libat,-0.4
berlik,-0.4
berliku-liku,-0.4
berlinang,-0.3
berlipat,-0.3
berlipat ganda,-0.3
berlompatan,-0.5
berlubang,-0.3
berlumpur,-0.5
berluruhan,-0.3
berlutut,-0.2
bermain-main,-0.2
bermesraan,-0.3
bermetamorfosis,-0.3
bermoral,-0.4
bermotif,-0.3
bermuka dua,-0.5
bermuka masam,-0.5
bermukah,-0.4
bermukim,-0.1
bermula,-0.4
bermuram durja,-0.5
bermusuhan,-0.45
bernas,-0.04999999999999999
bernoda,-0.4
bernuansa,-0.3
berogak-ogak,-0.4
berolok-olok,-0.4
berombongan,-0.4
beromong kosong,-0.4
berona,-0.3
berongga,-0.3
beroperasi,-0.15000000000000002
berpacaran,0.0
berpada-pada,-0.3
berpadu,-0.3
berpalit-palit,-0.4
berpangku tangan,-0.4
berparak,-0.4
berpartai,-0.3
berpasangan,-0.3
berpasuk,-0.3
berpencar,-0.5
berpencaran,-0.3
berperai-perai,-0.5
berperang,-0.2
berperang hati,-0.4
berperang mulut,-0.3
berpijar,-0.3
berpoleng,-0.3
berprasangka,-0.23333333333333334
berproses,-0.09999999999999999
berpuak-puak,-0.4
berpuaka,-0.3
berpucuk,-0.4
berpura-pura,-0.45
berpusu,-0.3
berputar-putar,-0.4
berputih tulang,-0.2
berputus asa,-0.5
bersaba,-0.3
bersabung nyawa,-0.3
bersakit,-0.5
bersalah,-0.45
bersalahan,-0.4
bersandarkan,-0.4
bersanding,-0.5
bersanggit,-0.5
bersangkal,-0.5
bersangkut,-0.15000000000000002
bersara,-0.3
bersatu,-0.1
bersebaran,-0.5
bersebelahan,-0.4
berseberangan,-0.3
bersedia,-0.09999999999999999
bersedih,-0.5
bersekongkol,-0.45
bersekutu,0.0
berselang,-0.3
berselawat,0.0
berselingkuh,-0.5
berselisih,-0.5
berseloroh,-0.4
bersempena,-0.3
bersempuras,-0.3
bersendi,-0.4
bersendikan,-0.4
bersengaja,-0.2
bersengketa,-0.4
bersenjata,0.0
bersentuh,-0.5
bersepai,-0.5
berserah,-0.1
berserakan,-0.5
berserikat,-0.3
bersesak-sesak,-0.3
bersesal,-0.15000000000000002
berseteru,-0.4
bersifat membatasi,-0.5
bersikukuh,-0.15000000000000002
bersila,-0.1
bersilih,-0.3
bersimbah,-0.3
bersimpuh,0.0
bersin,-0.25
bersinggungan,-0.3
bersipongang,-0.3
bersisalak,-0.4
bersisik,-0.5
bersitegang,0.0
bersiteguh,-0.15000000000000002
bersokom,-0.4
bersuka-suka,-0.3
bersuka-sukaan,-0.3
bersungkawa,-0.3
bersurai,-0.3
bersusah,-0.5
bersusah hati,-0.5
bersusila,-0.4
bertabrakan,-0.4
bertaburan,-0.5
bertakhyul,-0.5
bertaki,-0.3
bertala-tala,-0.3
bertalun-talun,-0.3
bertambah,-0.5
bertambun,-0.3
bertamu,-0.4
bertandang,-0.4
bertanding,-0.1
bertangkap,-0.3
bertapa,-0.3
bertapakkan,-0.4
bertara,-0.3
bertarak,-0.3
bertarung,-0.5
bertasyakur,-0.4
bertautan,-0.4
bertebaran,-0.5
bertekak,-0.4
bertekuk lutut,-0.3
bertelanjang,-0.3
bertele-tele,-0.23333333333333334
bertelimpuh,-0.3
bertelinga lembut,-0.3
bertelingkah,-0.4
bertemperasan,-0.3
bertempiar,-0.3
bertemu roma,-0.4
bertendensi,-0.3
bertengkar,-0.5
bertengkar mulut,-0.5
bertengkaran,-0.4
bertengking,-0.4
bertentangan,-0.45
berteraskan,-0.4
berteriak,-0.25
berterima,-0.3
berterimakasih,-0.5
bertetesan,-0.3
bertian,-0.3
bertikai,-0.5
bertikai pangkai,-0.4
bertimbal,-0.3
bertimbang,-0.3
bertimpa-timpa,-0.3
bertindak,-0.4
bertindik,-0.3
bertingkat,-0.15000000000000002
bertingkuh,-0.4
bertinju,-0.4
bertitikan,-0.3
bertokok,-0.3
bertolak,-0.2
bertonggakkan,-0.4
bertransformasi,-0.3
bertuah,-0.3
bertubrukan,-0.4
bertudung lingkup,-0.5
bertukar akal,-0.15000000000000002
bertumbangan,-0.3
bertumbuk,-0.4
bertumbukan,-0.4
bertumpuk,0.0
bertunjangkan,-0.4
berubah akal,-0.2
berubah ingatan,-0.3
berubah warna,-0.5
berubah-ubah,-0.16666666666666666
berugi,-0.5
berukuran kecil,-0.5
berulah,-0.4
berulang,-0.16666666666666666
berumah tangga,-0.1
berumpun,-0.3
berumur,-0.2
beruntun,-0.3
berurine,-0.3
berus,-0.4
berusaha,0.0
berusuh,-0.5
berwarna,-0.3
berziarah,-0.4
berzina,-0.4
besar perut,-0.3
besar rabu,-0.3
besi,0.0
besi tua,-0.4
besit,-0.2
besot,-0.3
beta,-0.3
betas,-0.3
bete,-0.5
beterbangan,-0.04999999999999999
beterjunan,-0.5
betina,-0.2
beton,-0.2
betul,-0.1
betung,-0.3
beud,-0.2
bhay,-0.3
biadab,-0.23333333333333334
biak,-0.3
biang keladi,-0.05000000000000002
biar,-0.09999999999999999
biara,0.0
biarawati,-0.4
biarin,-0.3
biarkan,-0.09999999999999999
biarpun,-0.3
bias,-0.35
biasa,-0.03888888888888889
biasa-biasa saja,-0.5
biasin,-0.3
biaya,-0.16666666666666666
biaya tambahan,-0.5
bicu,-0.3
bidaah,-0.5
bidah,-0.3
bidai,-0.4
bidak,-0.5
bidan,0.0
bidas,-0.5
bidik,-0.2
biji buah,-0.3
biji mata,-0.3
bijih,0.0
bikinan,-0.1
biksah,-0.5
bilik,-0.3
bimbang,-0.5
bimbing,0.0
bimbingan,-0.3
binasa,-0.23333333333333334
binatang buas,-0.5
bingit,-0.5
bingung,-0.375
bini gelap,-0.5
bintik,-0.5
biopsi,-0.5
bir,-0.5
birah,-0.3
birokrasi,-0.5
birokrat,-0.4
biru,-0.25
bisa salah,-0.5
bisa ular,-0.5
bisain,-0.2
bisik,-0.2
bison,-0.3
bisu,-0.09999999999999999
bisul,-0.4
biut,-0.5
blangko,-0.3
blaster,-0.3
blobor,-0.3
block,-0.4
blokade,-0.5
blokir,-0.3
bloon,-0.3
blur,-0.4
bobol,-0.4
bobot,-0.1
bobrok,-0.5
bobroq,-0.4
bocor,-0.45
bocoran,-0.5
bodo,-0.5
bodoamat,-0.4
bodoh,-0.5
bogem,-0.5
bogem mentah,-0.5
bogum,-0.3
bohong,-0.5
bokek,-0.5
bokep,-0.5
boker,-0.3
boksen,-0.5
boleh juga,-0.3
bolong,-0.3
bolos,-0.3
bolsak,-0.4
bom,-0.16666666666666666
bombastis,-0.04999999999999999
bondong,-0.4
bondot,-0.5
bongak,-0.5
bonggol,-0.4
bongkah,-0.2
bongkak,-0.3
bongkar,-0.3
bongkar-bangkir,-0.5
bongkong,-0.3
bongok,-0.3
bongsor,-0.2
boong,-0.4
bopong,-0.09999999999999999
borak,-0.4
bordil,-0.5
boro,-0.2
borok,-0.5
boros,-0.24999999999999997
bosen,-0.4
bosman,-0.4
bosun,-0.4
bot,-0.2
boyak,-0.5
brengsek,-0.5
brigade,-0.5
broker,-0.3
bromocorah,-0.5
brutal,-0.5
bruto,-0.4
buah,-0.04999999999999999
buah bibir,-0.2
buah dada,-0.3
buah hati,-0.3
buah simalakama,-0.3
bual,-0.4
bualan,-0.4
buang,-0.3
buang air,-0.5
buang air besar,-0.5
buang air kecil,-0.3
buang hajat,-0.5
buang nyawa,-0.5
buang-buang air,-0.5
buangan,-0.4
buari,-0.4
buas,-0.5
bubuk,-0.5
bucu,-0.3
budek,-0.3
bufer,-0.3
buhuk,-0.4
buih,-0.5
bujukan,-0.23333333333333334
buka,0.0
bukan,-0.3
bukan kepalang,-0.5
bukannya,-0.3
bukat,-0.4
bukti,-0.3
bulan,-0.1
bulan-bulanan,-0.4
bulat,-0.19166666666666665
buletin,-0.3
bulevar,-0.4
bully,-0.5
bulsak,-0.4
bulu,-0.16666666666666666
bulu babi,-0.5
bulu domba,-0.5
bulu mata,-0.5
buluh,-0.3
bulus,-0.5
buncah,-0.5
buncit,-0.3
bunda,-0.1
bundak,-0.3
bundel,-0.5
bunduk,-0.3
bunga hati,-0.3
bunga pala,-0.5
bungkam,-0.26666666666666666
bungsu,-0.3
buntang,-0.4
buntet,-0.2
bunting,-0.3
buntu,-0.3
buntung,-0.5
bunuh,-0.5
bunuh diri,-0.5
burai,-0.5
buram,-0.275
buras,-0.4
buritan,-0.25
buronan,-0.5
buru,-0.09999999999999999
buru-buru,-0.09999999999999999
buruk,-0.5
buruk sekali,-0.5
burung bangkai,-0.5
burung beo,-0.5
burung raptor,-0.5
busuk,-0.5
busut,-0.4
buta,-0.4
buta hati,-0.4
buta huruf,-0.5
butek,-0.3
butir,-0.25
butuh,-0.5
butut,-0.5
buyut,-0.3
bye,-0.3
caba,-0.4
cabar,-0.4
cabau,-0.3
cabe,-0.2
cabean,-0.3
cabik,-0.3
cabuh,-0.3
cabul,-0.5
cabut,-0.5
cacat,-0.5
cacatan,-0.5
cacau,-0.5
cacauan,-0.4
caci,-0.5
caci maki,-0.5
cacian,-0.5
cacing,-0.45
cacing es,-0.4
cacing gelang-gelang,-0.4
cacing gila,-0.4
cacing gilig,-0.4
cacing ginjal,-0.4
cacing hati,-0.2
cacing hitadid,-0.4
cacing jantung,-0.4
cacing kalung,-0.4
cacing karawit,-0.3
cacing kentar,-0.4
cacing keremi,-0.4
cacing palolo,-0.4
cacing pipih,-0.4
cacing pita,-0.4
cacing rambut kuda,-0.4
cacing tambang,-0.2
cacing tanah,-0.4
cad,-0.5
cadang,-0.15
cadas,-0.3
cagaran,-0.3
cahari,-0.3
caing,-0.3
cair,-0.1
cakap,-0.1
cakap angin,-0.4
cakar,-0.3333333333333333
cakus,-0.4
calar,-0.3
calit,-0.5
camar,-0.5
cambuk,-0.5
campak,-0.45
campakkan,-0.4
camping,-0.3
campur aduk,-0.35
canda,-0.3
candaan,-0.5
candal,-0.5
candala,-0.5
candu,-0.16666666666666669
canggung,-0.4
cangkir,0.0
