word,small
cerita,0.2
cerita anak,0.2
colok,0.2
copot,0.1
cuat,0.2
cuek,0.1
cukup,0.125
curhat,0.2
curiga,0.06666666666666667
daftar,0.1
dahsyat,0.2
dalil,0.25
dangkal,0.06666666666666667
darat,0.1
darurat,0.06666666666666667
daya upaya,0.3
debar,0.2
degub,0.1
dekat,0.1
dengung,0.25
deras,0.2
desak,0.1
dialog,0.1
diem,0.2
diet,0.25
disiplin,0.3
dobrak,0.3
dogmatis,0.2
domba,0.25
dominan,0.19999999999999998
dua,0.1
duka,0.26666666666666666
dunia,0.1
ejakulasi,0.25
emosi,0.3
empuk,0.3
engah,0.1
erang,0.1
erotis,0.5
esok,0.1
fakta,0.25
fasilitas,0.2
firasat,0.06666666666666667
fondasi,0.2
formal,0.2
forum,0.2
fulanah,0.1
gaib,0.1
gambar,0.2
gamblang,0.3
ganyang,0.1
gegap,0.2
gejolak,0.1
gelagat,0.1
gelanggang,0.2
gelegak,0.1
gelesot,0.1
gelincir,0.1
gemas,0.4
geming,0.2
gempa bumi,0.4
gempita,0.4
genah,0.2
gentar,0.1
gepok,0.2
gerah,0.25
gesek,0.1
geser,0.1
getar,0.1
getaran,0.06666666666666667
getol,0.2
gigil,0.3
gila,0.15
gila-gilaan,0.2
globe,0.1
goda,0.2
goreng,0.1
gores,0.1
gugur,0.1
guruh,0.2
gusar,0.1
hadir,0.2
hajat,0.1
handai,0.3
hantu,0.19999999999999998
hasad,0.2
hasan,0.3
heboh,0.1
hidup,0.24444444444444446
hilang,0.19999999999999998
himpit,0.1
hingar,0.2
hiruk,0.1
hiruk-pikuk,0.26666666666666666
hubung,0.1
hujan,0.1
hujan es,0.5
ibunda,0.3
ijab,0.2
ikat,0.1
ikat janji,0.3
ikhtiar,0.3
iktikad,0.2
ilusi,0.3
imam,0.1
imbalan,0.1
imbang,0.2
imitasi,0.3
ingat,0.2
inisiator,0.3
insaf,0.2
insiden,0.1
inspirasi,0.25
inteligen,0.1
intensif,0.2
intrik,0.26666666666666666
isi,0.24444444444444446
izin,0.25
jadi,0.1
jaga,0.2
jaga-jaga,0.1
jaringan,0.3
jatuh,0.06666666666666667
jawab,0.3
jawaban,0.3
jeblos,0.1
jejal,0.1
jeraus,0.2
jilbab,0.3
jomblo,0.1
jungkal,0.1
kabar,0.2
kabung,0.1
kaitan,0.1
kalap,0.1
kawal,0.1
keanehan,0.125
kebangkitan,0.3
kebun,0.25
keduniaan,0.1
kegilaan,0.3
kehebohan,0.06666666666666667
kejut,0.19999999999999998
kekeliruan,0.06666666666666667
kekerabatan,0.3
kekerasan,0.1
keki,0.1
keliru,0.06666666666666667
kembang-kempis,0.3
kenan,0.2
kencan,0.3
kentara,0.1
kepleset,0.3
kepo,0.2
keprihatinan,0.2
keras hati,0.06666666666666667
keriangan,0.4
kerja keras,0.19999999999999998
keroyok,0.1
kerubung,0.1
kesal,0.4
kesepakatan,0.3
keterlibatan,0.25
ketiadaan,0.1
khawatir,0.06666666666666667
khayalan,0.4
kitab,0.2
kliyengan,0.1
kolam,0.25
komunikasi,0.2
komunitas,0.2
koneksi,0.2
kritik,0.25
kubra,0.2
kukuh,0.2
kuliah,0.1
kumbang,0.1
lafal,0.2
lagi,0.16666666666666666
lakon,0.1
lambang,0.25
lanjur,0.1
lanjut,0.2
larut,0.1
lawan,0.06666666666666667
lawas,0.1
ledakan,0.2
lekas,0.2
lelah,0.26666666666666666
lelang,0.1
lelap,0.4
leleh,0.1
lemah,0.3333333333333333
lembek,0.3333333333333333
lencana,0.25
lengkap,0.2
lepek,0.3
letih,0.26666666666666666
lewat,0.2
licik,0.1428571428571428
lingsir,0.2
lompong,0.1
lorot,0.1
lotre,0.2
luang,0.2
lunas (kapal,0.2
luntur,0.1
lupa,0.06666666666666667
maklumat,0.2
malu,0.13333333333333333
mampir,0.2
mampu,0.2
marah,0.0714285714285714
masif,0.2
masyhur,0.4
mati,0.26666666666666666
meladeni,0.3
melaksanakan,0.25
melarikan diri,0.3333333333333333
melayani,0.3111111111111111
melecehkan,0.26666666666666666
melepaskan,0.0625
melewati,0.3
melorot,0.1
memantai,0.1
memasuki,0.2
membara,0.2
membelai,0.25
membeli,0.2
membersihkan,0.3333333333333333
membisu,0.1
memburu,0.19999999999999998
memejahijaukan,0.1
memikat,0.2
memindahkan,0.1
memperhitungkan,0.1
memudar,0.2
memuluskan,0.3
menahan,0.125
menang,0.4
menanggapi,0.3
menangkap,0.19999999999999998
menderita,0.1
mending,0.2
mendorong,0.1
menegur,0.13333333333333333
menelaah,0.2
menengahi,0.25
mengabaikan,0.26666666666666666
mengagumkan,0.4
mengalahkan,0.1
mengamuk,0.06666666666666667
mengantongi,0.1
mengatakan,0.3
mengenyam,0.1
mengerikan,0.26666666666666666
mengeroyok,0.1
mengerubungi,0.1
mengesahkan,0.2
menggabungkan,0.125
mengganggu,0.26666666666666666
mengganyang,0.1
menggelesot,0.1
menggelincir,0.1
menggoda,0.125
menggores,0.1
menghilangkan,0.3333333333333333
menghinakan,0.4
menghukum,0.26666666666666666
mengimbangi,0.2888888888888889
mengirat,0.2
menistakan,0.4
menjamin,0.3333333333333333
menongkrong,0.1
menumpang tinggal,0.1
menundukkan,0.25
menung,0.2
menutup mulut,0.1
menyelami,0.3
menyembul,0.1
menyembur,0.1
menyesal,0.06666666666666667
menyidangkan,0.1
menyolok,0.125
menyuap,0.06666666666666667
menyusahkan,0.4
merah telinga,0.1
merasa,0.25
merasuk,0.2
merawat,0.25
meredam,0.1
meremehkan,0.26666666666666666
merenungkan,0.16666666666666666
mewajibkan,0.25
mikir,0.2
milik,0.1
minta,0.2
minum,0.16666666666666666
mirip,0.1
modal,0.2
mulus,0.4
mumpung,0.2
muncul,0.1
mungil,0.3
mustahil,0.19999999999999998
musyawarah,0.2
natural,0.1
nekat,0.2
nestapa,0.1
ngaku,0.2
ngalah,0.2
ngelupain,0.1
ngerasain,0.1
nggak,0.1
ngobrol,0.1
nungguin,0.1
obsesi,0.1
omong kosong,0.06666666666666667
pacar,0.2
pagi,0.1
paksaan,0.1666666666666666
panas,0.26666666666666666
pancur,0.1
pantas,0.2333333333333333
pantat,0.19999999999999998
pantes,0.1
pasif,0.06666666666666667
pasuk,0.2
pati,0.3
patut,0.2
pelaku,0.3333333333333333
pelit,0.26666666666666666
pemberian,0.13333333333333333
pemikiran,0.1
penahan,0.3
penangguhan,0.19999999999999998
pencegah,0.2
pendapatan,0.2
pendek,0.1
pengakuan,0.18888888888888888
pengasingan,0.5
penggalian,0.4
penggentaran,0.1
penghematan,0.25
pengiriman,0.125
perak,0.1
peranakan,0.2
perapian,0.16666666666666666
perbedaan,0.0625
perbincangan,0.2
perdebatan,0.25
perebutan,0.1
pergi,0.1
perhiasan,0.125
perkembangan,0.2
perlawanan,0.06666666666666667
permenungan,0.2
persangkutan,0.2
pertanda,0.4
pesan,0.2
pikir,0.1
pindah,0.1
pita,0.16666666666666666
polemik,0.3
pose,0.3
prajurit,0.2
prasangka,0.06666666666666667
prihatin,0.2
primitif,0.3
prosa,0.2
provokasi,0.1
pudar,0.2
pukul,0.1
puncak,0.125
purnama,0.2
putus,0.19999999999999998
raba,0.1
rahasia,0.19999999999999998
raksasa,0.1666666666666666
ramai,0.3
rangkap,0.2
rapat,0.1
rasio,0.1
rasuk,0.2
rata,0.1
reaksi,0.2
reaksioner,0.3
rebah,0.2
rebut,0.1
redam,0.1
reka,0.1
rekam,0.2
relasi,0.3
relevansi,0.2
remaja,0.16666666666666666
remeh,0.4
rencana,0.2
riasan,0.3
ribut,0.26666666666666666
ricuh,0.3
rida,0.2
rindu,0.13333333333333333
rontok,0.1
rusak,0.19999999999999998
rusuh,0.06666666666666667
rute,0.2
sajak,0.2
saksama,0.2
sama sekali,0.125
sampai,0.2
sangat,0.2740740740740741
sangkut,0.2
sangkut-paut,0.3
sangsi,0.1
saran,0.2
satir,0.1
sayangnya,0.1
sebat,0.1
sederhana,0.3333333333333333
sedikit,0.125
sekam,0.19999999999999998
selesai,0.2
selidik,0.2
sembul,0.1
sembur,0.1
senjang,0.1
sensasi,0.25
sentuh,0.1
senyap,0.1
sepenuhnya,0.16666666666666666
sepuh,0.1
serah,0.2
seringai,0.26666666666666666
sesal,0.1
sesalan,0.1
setimpal,0.2
sewot,0.1
siapa,0.1
sidang,0.1
signifikansi,0.2
sila,0.1
silang selisih,0.1
simak,0.3
singgung,0.1
sirap hati,0.1
sirna,0.1
stagnan,0.1
suap,0.1
sudi,0.2
sugesti,0.2
sunyi,0.1
suplai,0.2
surat takdir,0.2
suratan takdir,0.2
susah hati,0.3
susuk,0.3
susut,0.1
tahan,0.2333333333333333
takut,0.06666666666666667
tamat,0.3
tampak,0.1
tampil,0.1
tandang,0.1
tangkas,0.2
tarekat,0.2
taut,0.2
tebal telinga,0.1
teduh,0.13333333333333333
tegar,0.13333333333333333
tegur,0.2
teguran,0.19999999999999998
tekan,0.1
tempat,0.25
tempo,0.1
tenggang,0.1
tentang,0.1
terang,0.2
terang akal,0.3
terbakar,0.1
terbalik akal,0.3
terbanting,0.1
tercemplung,0.1
tercengang,0.06666666666666667
tergambar,0.2
tergelincir,0.06666666666666667
terjeblos,0.1
terjun,0.06666666666666667
terjungkal,0.1
terlanjur,0.1
terlewat,0.1
terluang,0.2
terpana,0.1
terperengah,0.1
terpukul,0.1
tersengal-sengal,0.3
tertata,0.3
tertulang,0.2
tewas,0.06666666666666667
tiada,0.1
timbun,0.1
tinggal,0.06666666666666667
tipu,0.5
titi,0.2
trauma,0.4
tua,0.16666666666666666
tuah,0.1
tuju,0.3
tukar,0.1
tulang,0.2
tumandang,0.1
tumbang,0.1
tumpang tinggal,0.1
tumpu,0.1
tumpuan,0.2
tunduk,0.1
tunggu,0.06666666666666667
turun,0.1
turunan,0.1
tutup mulut,0.1
tutur,0.3
usaha,0.1
usikan,0.1
usul,0.2
varian,0.1
wafat,0.1
wajar,0.3
waras,0.2
wasit,0.125
yaudah,0.1
